Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2009,4,4373173954700,1478791102325,1478791102325,0,2138879258469,2138879258469,0,711864757086,0,0,0,0,711864757086,0,333351296,333351296,0,43305485524,0,0,0,0,0,43305485524,0,0,0,1573197910334,87681222415,48342115293,48342115293,0,0,0,0,38006698032,38006698032,0,1332409090,0,0,0,1285480311199,0,0,1285480311199,0,200036376720,0,0,0,200036376720,5946371865034,3518699212356,2626491836981,0,0,0,0,0,0,2626491836981,0,0,0,0,892207375375,0,0,0,0,0,0,0,0,0,0,2427672652678,2415668703575,1035500000000,1049987773800,0,0,-13804144101,0,0,163833907745,180151166131,12003949103,12003949103,0,5946371865034
2010,1,4776121084592,974390854410,409390854410,565000000000,2911185952265,2944685414175,-33499461910,834766882006,613054955403,203341934335,0,0,34371541798,-16001549530,485239096,485239096,0,55292156815,10424692234,0,0,0,515579505,44351885076,0,0,0,1478073028866,94631200789,47430622690,111659832829,-64229210139,0,0,0,38139070605,44248240511,-6109169906,9061507494,0,0,0,1190360605283,0,348447304200,852918701280,-11005400197,193081222794,184424671803,0,6000000000,2656550991,6254194113458,3743852206028,2705708100139,0,716847787818,6866342893,31956619358,50134421120,0,1899902928950,0,0,0,0,132450398375,0,0,2425398375,905693707514,598051966777,0,231345452703,76296288034,0,0,2510341907430,2502517140375,1035500000000,1049987773800,0,0,-12816570710,151978750307,0,27693659032,250173527946,7824767055,7824767055,0,6254194113458
2010,2,5937189192059,2308458317210,1628458317210,680000000000,2406909519757,2440320956701,-33411436944,1154265265612,852600156150,244067753200,0,0,77955450013,-20358093751,991329246,991329246,0,66564760234,12503586598,0,0,0,3457589505,50603584131,0,0,0,1337957479104,105387737041,46997083747,113913099784,-66916016037,0,0,0,40099895530,46833240511,-6733344981,0,0,0,0,1044778299600,0,123424234200,939875085026,-18521019626,187791442463,179174891472,0,6000000000,2616550991,7275146671163,3753288066677,2513462045751,0,993023876639,8921947815,45148576073,72162933943,0,1389418602621,0,0,0,0,132440737500,0,0,2418737500,1107385283426,751007553558,0,264760169428,91617560440,0,0,3521858604486,3521858604486,1597103640000,1625046115800,0,0,-18127777643,163366068982,0,31386075650,123084481697,0,4786108660,0,7275146671163
2010,3,5514280522810,773243945288,328093945288,445150000000,3434772078702,3492549012052,-57776933350,1232458599321,938040926213,242378418613,0,0,73542904248,-21503649953,1206996406,1206996406,0,72598903093,13322271114,0,0,0,20169867605,39106764374,0,0,0,1280401903934,111747118174,46725627059,117496536164,-70770909105,0,0,0,41313711556,49125778511,-7812066955,0,0,0,0,987682659729,0,123424234200,883435166466,-19176740937,180972126031,172369575040,0,6000000000,2602550991,6794682426744,3255087732508,2024397530621,0,914430701691,2617460766,33680606820,67498041711,0,985922249394,0,0,0,0,2428843625,16000000,0,2412843625,1228261358262,867964164774,0,281149166698,79148026790,0,0,3539594694236,3539594694236,1597103640000,1622338967820,0,0,-21443439341,168863417291,0,33435339337,139296769129,0,20248470239,0,6794682426744
2010,4,4650480740255,561484924260,201484924260,360000000000,3172764166694,3205596950907,-32832784213,863550928596,731751142540,92590931857,0,0,61413845696,-22204991497,85800000,85800000,0,52594920705,10140863892,18144967605,0,0,0,24309089208,0,0,0,1802621718182,319852848801,46047206340,112220314737,-66173108397,0,0,0,43328011151,52335778511,-9007767360,230477631310,0,0,0,1309775007664,0,249116194200,1096115166466,-35456353002,172993861717,0,0,6000000000,166993861717,6453102458437,2819979221642,1604244665838,0,636155305027,4491878000,19355557876,24317800620,0,919924124315,0,0,0,0,34363250,16000000,0,0,1215700192554,870360508088,0,276332949710,69006734756,0,0,3633123236795,3607245024278,1597103640000,1622092724471,-14854448300,0,-9463613253,179393422442,0,36852522887,196120776031,25878212517,23621104667,0,6453102458437
2011,1,5120678607969,598957771736,328957771736,270000000000,3332549881261,3377661737548,-45111856287,1143050793897,937503694150,178838174689,0,0,52141134738,-25432209680,419835350,419835350,0,45700325725,9472007816,0,0,0,562688505,35665629404,0,0,0,1770152003668,91724742482,46794901237,115934645738,-69139744501,0,0,0,44929841245,55250278511,-10320437266,0,0,0,0,1282088477257,0,249116194200,1096115166466,-63142883409,165861152619,156793144364,0,3068008255,6000000000,6890830611637,3188931330537,1828140928367,0,756071348632,9110295887,42787703618,62978749807,0,937576559271,19616271152,0,0,0,2278085350,0,0,2251085350,1358512316820,961341317200,0,318049867364,79121132256,0,0,3701899281100,3701899281100,1597103640000,1622092724471,-18906447195,0,5083288913,179564189409,0,41071782296,275890103206,0,0,0,6890830611637
2011,2,5553014706401,1679824234617,699824234617,980000000000,2633170382813,2696650660630,-63480277817,1155263085152,1049361516320,93297060531,0,0,38908219369,-26303711068,669137500,669137500,0,84087866319,9041101234,0,0,0,41827488169,33219276916,0,0,0,1964219430514,89267121651,44121002596,116257821149,-72136818553,0,0,0,45146119055,56885278511,-11739159456,0,0,0,0,1486038848660,0,297870792165,1272415166466,-84247109971,158435828893,149634074430,0,2801754463,6000000000,7517234136915,3748528664082,2237023117306,0,1001548208441,4309064531,54547632590,105023102733,0,1039429623966,32165485045,0,0,0,2273934150,0,0,2247934150,1509231612626,1114657958315,0,315154770476,79418883835,0,0,3768705472833,3768705472833,1597103640000,1621537138830,-28581447555,0,21638437701,179211820775,0,45227245644,332568637438,0,0,0,7517234136915
2011,3,5537549305937,1458484562983,365484562983,1093000000000,2852157086965,2910240604570,-58083517605,1142244150674,1030195157313,99094789474,0,0,39383939574,-26429735687,596956150,596956150,0,84066549165,6986187788,0,354980442,0,0,76725380935,0,0,0,1925817053973,321285471005,46017834410,120205201377,-74187366967,0,0,0,44702823467,58240278511,-13537455044,230564813128,176300000000,176300000000,0,1271477616209,0,281382444303,1069821899026,-79726727120,156753966759,141952212296,0,0,14801754463,7463366359910,3736390682890,3734129748740,0,953158941283,5919278906,53051454250,120433165543,4000000,1116361160606,25796126293,0,0,0,2260934150,0,0,2247934150,0,0,0,0,0,0,0,3726975677020,3726975677020,1597103640000,1621575899471,-41325505010,0,-12278123954,179211820775,0,0,333417436490,0,0,0,7463366359910
2011,4,6060882350961,686565126049,272565126049,414000000000,4182683563297,4292244806144,-109561242847,1111821008652,1034158831183,67559720527,0,0,55774538400,-45672081458,1023689350,1023689350,0,78788963613,7548820316,0,5464493851,0,0,65775649446,0,0,0,2133987828873,540205128532,47541099023,123855970314,-76314871291,0,0,0,41262425272,56520325422,-15257900150,451401604237,0,0,0,1443645584415,0,421007557671,1145091899026,-122453872282,150137115926,135345435486,0,0,14791680440,8194870179834,2733521213907,2731262122357,0,945537876105,20540927887,44006838543,46533322682,2689572627,260685723360,27697001105,0,0,0,2259091550,0,0,2246091550,0,0,0,0,0,0,0,5461348965927,5461348965927,2129471520000,2974771778198,-124322427350,0,-3470275408,179211820775,51638058907,0,254048490805,0,0,0,8194870179834
2012,1,7768231739172,1320347374232,652847374232,667500000000,4851710950767,4953283423287,-101572472520,1455760512457,1397523121721,69771405387,0,0,46824885118,-58358899769,1921086850,1921086850,0,138491814866,13729547207,0,46495720623,0,0,78266547036,0,0,0,2139622679065,541521657223,48422729525,128797905534,-80375176009,0,0,0,40856157222,58040325422,-17184168200,452242770476,0,0,0,1450829042056,0,431806138974,1141491899026,-122468995944,147271979786,130433745551,0,0,16838234235,9907854418237,4307117698866,4304795105484,0,1260071991339,65910053887,74695569667,98913056935,1551994518,1119522978021,19618867821,0,0,0,2322593382,0,0,2243342175,0,0,0,0,0,0,0,5600736719371,5600736719371,2129471520000,2974771778198,-128644199400,0,-8215557825,179211820775,0,0,396064396521,0,0,0,9907854418237
