Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2014,4,2773037417,0,0,0,0,0,0,0,0,809547161,0,0,218181818,0,94868346,722569566,0,0,927870526,0,2773037417,-1164330962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608706455,0,0,0,0,0,0,0,0,0,0,0,0,0,-1007929033,600777422,1000000,0,1000000,0,601777422,0,0,0,0,0,601777422,601777422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.07,0
2015,1,2142954374,1679654121,710359934,0,969294187,0,5613001,0,0,363027965,0,0,0,0,85210613,0,0,0,9448674,0,2142954374,-724042420,358460639,358460639,0,0,0,0,0,0,0,-275959737,-649028771,0,0,0,-92514269,-65000282,0,0,1418911954,195196958,0,195196958,0,0,0,0,0,0,0,0,0,0,7839870908,9453979820,300000,0,300000,0,9454279820,9454279820,0,0,0,0,9454279820,9454279820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0
2015,2,5080760203,4623096021,364481429,3077611524,1181003068,0,7677318,0,0,345979404,0,0,0,0,103330636,0,0,0,676824,0,5080760203,1158533031,-7694119654,-3077611524,-4616508130,0,0,10000000000,0,0,0,-293626240,-716120412,0,0,0,-69891150,-67709513,0,0,6239293234,4274221,0,4274221,0,0,-4300000,0,-4300000,0,0,0,0,0,-11806619234,-5567351779,235000,-350000000,-349765000,0,-5917116779,-4378220173,-1538896606,0,0,0,-5917116779,-5917116779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-247,0
2015,3,45740375078,45261176456,43700086,44341664093,875812277,0,21161127,0,0,359713438,0,0,0,0,57533148,0,0,34090909,6700000,0,45740375078,-34522064155,-45773468197,-45773468197,0,0,0,12435000000,0,0,0,-309527285,-722825499,0,0,0,-74712488,-76530686,0,0,11218310923,52297649,0,52297649,0,0,0,0,0,0,0,0,0,0,-2284556679,8986051893,500,0,500,0,8986052393,-35355611700,44341664093,0,0,0,8986052393,8986052393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1473,0
2015,4,2060421894,1491476864,517650561,0,973826303,0,3601654,0,0,454914038,0,0,0,0,109416892,0,0,0,1012446,0,2060421894,-6658107914,-4936404036,-4570898620,-365505416,0,0,0,0,0,0,-466502523,-1058491222,0,0,0,-72457291,-124252842,0,0,-4597686020,57767143,0,57767143,0,0,-4003333,0,-4003333,0,0,0,0,0,-4189691445,-8733613655,117881819,-103282000,14599819,0,-8719013836,-8353508420,-365505416,0,0,0,-8719013836,-8719013836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-348,0
2016,1,14891418313,14265491852,265972571,13456061908,543457373,0,2446720,0,0,385925438,0,0,0,0,75046399,0,0,156653358,5854546,0,14891418313,-4668411647,-4267197248,0,-4267197248,0,0,0,0,1100000000,0,-433955938,-864730908,0,0,0,-74410175,-128117378,0,0,10223006666,248099619,0,248099619,0,0,-31000000,0,-31000000,0,0,0,0,0,-2372252554,8067853731,1233306,12232000,13465306,0,8081319037,-1107545623,9188864660,0,0,0,8081319037,8081319037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-46,0
2016,2,-7737463557,-8291191219,0,-8932594566,641403347,0,2159488,0,0,425967530,0,0,0,0,95014096,0,0,28023366,2563182,0,-7737463557,-3064411655,-2928948952,-3056710000,127761048,0,0,2500000000,0,-1100000000,0,-386857705,-950119708,0,0,0,-77964766,-120520524,0,0,-10801875212,23586793,0,23586793,0,0,-11600000,0,-11600000,0,0,0,0,0,-2168327446,-12958215865,454546,-12492850,-12038304,0,-12970254169,-4165420651,-8804833518,0,0,0,-12970254169,-12970254169,0,0,0,0,0,0,0,0,0,0,-12970254169,-8081319037,-4888935132,0,-158,0
2016,3,4246901711,3643072642,1717372,1976493853,1664861417,0,5545110,0,0,486950687,0,0,0,0,82584581,0,0,28648691,100000,0,4246901711,-5890170955,-4370873907,-433743173,-3937130734,0,0,0,0,0,0,-352752370,-983815035,0,0,0,-84231846,-98497797,0,0,-1643269244,22029150,0,22029150,0,0,-1600000,0,-1600000,0,0,0,0,0,-2303396764,-3926236858,0,0,0,0,-3926236858,-1965599977,-1960636881,0,0,0,-3926236858,-3926236858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,0
2016,4,2586587630,1651824192,986428957,0,665395235,0,10144304,0,0,779372745,0,0,0,0,105555476,0,0,0,39690913,0,2586587630,-4491008743,-2686173037,-1554083176,-1132089861,0,0,0,0,0,0,-363335987,-1099043812,0,0,0,-215905905,-126550002,0,0,-1904421113,7104487,0,7104487,0,0,0,0,0,0,0,0,0,0,-2767487945,-4664804571,90,0,90,0,-4664804481,-3532714620,-1132089861,0,0,0,-4664804481,-4664804481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-147,0
2017,1,1191078966,418837016,0,22412849,396424167,0,4696987,0,0,451671548,0,0,0,0,77846142,0,0,237727273,300000,0,1191078966,-1733558731,-237738010,0,-237738010,0,0,0,0,0,0,-318557770,-791850609,0,0,0,-276779138,-108633204,0,0,-542479765,270362853,0,270362853,0,0,0,0,0,0,0,0,0,0,-1875363529,-2147480441,2272727,0,2272727,0,-2145207714,-1929882553,-215325161,0,0,0,-2145207714,-2145207714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0
