Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2017,3,51086487562,-39027630148,-1125602062,-5459647174,0,32208337577,-13239607595,0,24442338160,0,0,0,-1820000000,0,0,0,-1820000000,0,0,48344218258,-64101732800,0,0,0,-15757514542,6864823618,476971508,0,7341795126
2017,4,102154223272,-85007510182,-2573131970,-4741779096,-310200560,2616947109,-7726573103,0,4411975470,0,0,0,0,0,0,0,0,0,0,49018632348,-43948330946,0,0,0,5070301402,9482276872,7341080126,0,16823356998
2018,1,122047692429,-123656268553,-1638179014,-4742402423,0,1155840620,-3336390634,0,-10169707575,-9200000000,0,0,0,0,0,0,-9200000000,0,0,92827928490,-87928857932,0,0,0,4899070558,-14470637017,16822550222,0,2351913205
2018,2,105454863501,-146718705786,-2934698150,-5370383547,0,-639321800,-936351106,0,-51144596888,5151317045,0,-16000000000,0,0,0,609683539,-10238999416,0,0,102747003594,-41988756662,0,0,0,60758246932,-625349372,2351913205,6183367,1732747200
2018,3,117917371957,-108306517277,-2989724917,-5439452868,0,2054153991,-11066176507,0,-7830345621,0,0,0,0,0,0,0,0,0,0,76316768324,-69926512562,0,0,0,6390255762,-1440089859,1732747199,0,292657340
2018,4,155521569985,-228196988632,-3068273344,-7819984722,0,16209904923,-27734287130,0,-95088058920,-63329014,0,-1820000000,18110000000,0,28500000000,0,44726670986,0,0,193708361398,-145028913093,0,0,0,48679448305,-1681939629,7476677340,0,5794737711
2019,1,138448412990,-152669097493,-2742158500,-7224331288,0,10035822008,-5986674953,2629641513,-20138027236,-21605000,0,0,0,0,0,0,-21605000,0,0,79125386769,-58148281481,0,0,0,20977105288,817473052,5775618713,0,6593091765
2019,3,283979565940,-298711345765,-4299542000,-8953495233,0,1860657315,-9991629694,3729059560,-36115789437,0,0,-1000000000,15000000000,-45000000000,0,0,-31000000000,0,0,150880165457,-106065462463,0,0,0,44814702994,-22301086443,36315215744,0,14014129301
2020,1,389755209389,-336972919210,-1822159000,-12482913477,-200000000,5137892936,-104709682838,0,-61294572200,0,0,0,0,0,0,0,0,0,0,377564254747,-354699036294,0,0,0,22865218453,-38429353747,44889239943,1834828,6461721024
2020,2,470042252802,-535301156971,-2115601000,-10548058757,0,7823351654,74368070955,0,4268858683,0,0,-2400000000,0,0,0,0,-2400000000,0,0,376338527158,-365731591636,0,0,0,10606935522,12475794205,6461721024,-242653,18937272576
