Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,0,6727865900,2939494019,262894474,0,0,-521821523,1129896691,0,10538329561,424203079,1119706863,2059453022,3440041076,-1129896691,-561049508,571760500,-972416037,15490131865,-1947884607,0,0,0,0,0,439070400,-1508814207,0,0,15880000000,-16113609000,0,-2188944000,0,-2422553000,11558764658,6833436050,-495456,18391705252
2010,0,8630798288,3057257218,0,0,0,-1466664285,1583488825,0,11804880046,-1091385801,-3137800829,585131314,2018721548,-1583488825,-1186623975,573131768,-856863929,7125701317,-8092619116,30000000,0,0,0,0,1366384013,-6696235103,0,0,15020000000,-14652260000,0,-3187656000,0,-2819916000,-2390449786,18391705252,-425655,16000829811
2011,0,7754144663,3763854025,0,0,0,-1215143175,1472201817,0,11775057330,-1447497424,354007958,1496471018,1210578186,-1472201817,-798969732,750084000,-555846869,11311682650,-6348594911,0,0,0,0,0,1174862843,-5173732068,0,0,4500000000,-9360796000,0,-5381880000,0,-10242676000,-4104725418,16000829811,-175395,11895928998
2012,0,11297695861,3711850824,107775502,0,0,-1700870682,523647250,0,13940098755,403442754,-604639566,5612378763,2908451669,-523647250,-1146252019,99146200,-912899777,19776079529,-1283043044,387254546,-800000000,0,0,0,1301905136,-393883362,0,0,0,-5907051000,0,-4328280000,0,-10235331000,9146865167,11895928998,175395,21042969560
2013,0,12018585712,2243432590,184145723,-28871,0,-1207258924,0,0,13238876230,-509591455,-1357234551,-3176376222,2345974435,0,-1069062188,177718200,-1401412888,8248891561,-4777000618,234699999,0,800000000,0,0,994108923,-2748191696,0,0,0,0,0,-4934937913,0,-4934937913,565761952,21042969560,28871,21608760383
2014,0,12474025576,2988083490,114892640,-11501,0,-782489065,0,0,14794501140,50507852,1144420201,-969165138,-1725628255,0,-2714892751,258333200,-2094037750,8744038499,-5175544191,21370000,0,0,0,0,849063512,-4305110679,0,0,0,0,0,-2805961800,0,-2805961800,1632966020,21608760383,11501,23241737904
2015,0,12975023216,3098657796,409896064,0,0,-937891015,0,0,15545686061,-3809762427,-2695260659,16045142868,-7680743954,0,-2493188877,0,-1368770499,13543102513,-6202110203,0,0,0,0,0,1156434660,-5045675543,0,0,3649151000,0,0,0,0,3649151000,12146577970,23241737904,0,35388315874
2016,0,4053986030,6351587638,465877484,0,0,-246901152,979526321,0,11604076321,0,0,0,0,0,0,0,0,-20498303019,-45975023908,0,0,0,-93829280000,0,246901152,-139557402756,98399341800,0,49232478535,-22311482763,0,0,0,125320337572,-34735368203,35388315874,0,652947671
2017,0,141908751,11201857198,0,0,0,564211162,4629319618,0,16537296729,-22871492223,6590009787,-7216267800,5132551423,-4629319618,-1300493191,0,-935000,-7758649893,-7494156920,1500000000,0,0,0,0,9327219,-5984829701,0,0,124002568150,-103498306841,0,0,0,20504261309,6760781715,652947671,0,7413729386
2018,0,294921779,11497027391,-115306197,0,0,-8300306,3676476885,0,15344819552,-7605603042,-2603104655,10361675085,-2861321030,0,0,0,0,8959989025,-2576064174,0,0,0,0,8300306,0,-2567763868,0,0,85424073022,-98331938091,0,0,0,-12907865069,-6515639912,7413729386,0,898089474
2019,0,20264409157,11888775828,0,0,0,2309441541,2254847895,0,36717474421,-6337470756,1577282311,31164796450,-1933129397,-1000000000,0,0,0,57934105134,-3272569532,725454546,0,0,-24502400000,24500112500,294112500,-2255289986,0,0,60234629759,-78841888666,0,0,0,-18607258907,37071556241,898089474,0,37969645715
