date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,71400,0,9380,219730,87000,12850
2019-12-03,141866,0,30870,415474,83480,38770
2019-12-04,118681,0,37170,631449,334358,9700
2019-12-05,115451,0,5370,363289,125462,6600
2019-12-06,129236,0,10000,210914,0,75500
2019-12-09,234070,48833,6500,138040,0,45000
2019-12-10,97770,0,22000,347470,202740,200
2019-12-11,1195428,643968,43330,251702,43600,32000
2019-12-12,251697,0,13940,382493,105737,23900
2019-12-13,219179,0,6400,271641,111441,20000
2019-12-16,2213222,937100,65600,650718,126740,190280
2019-12-17,1049180,314740,75490,1447460,548440,77830
2019-12-18,179411,0,1550,435329,48000,16400
2019-12-19,267200,50000,47150,983450,484950,5200
2019-12-20,333997,0,16350,395383,128873,8850
2019-12-23,342456,98106,3800,448904,105554,19790
2019-12-24,207457,0,7090,491743,231043,22650
2019-12-25,187551,46568,17810,442269,187100,19400
2019-12-26,197755,34390,65010,642705,321650,12790
2019-12-27,276915,50000,10370,457895,170500,5300
2019-12-30,94660,0,10200,288080,77410,32950
2019-12-31,123005,0,14970,285415,71061,5610
2020-01-02,135346,55000,1600,88864,0,8280
2020-01-03,231404,0,13030,384966,34720,40030
2020-01-06,187905,0,16300,447515,0,51000
2020-01-07,129284,0,6810,190416,0,17160
2020-01-08,95933,0,46150,190277,0,6720
2020-01-09,104680,0,10000,234430,0,56790
2020-01-10,70781,0,2030,251259,0,82610
2020-01-13,96170,0,0,191570,80490,28000
2020-01-14,247864,0,5000,176436,41653,31510
2020-01-15,302789,100000,5300,168031,0,20070
2020-01-16,55546,0,0,211974,0,310
2020-01-17,116607,45000,100,189133,0,15540
2020-01-20,299745,49200,5600,177955,0,19310
2020-01-21,272705,42380,13390,111955,0,10870
2020-01-22,209538,79800,39220,306402,0,2500
2020-01-30,2192777,874578,40110,977203,203110,217100
2020-01-31,3708418,1978868,128010,1386662,593482,373390
2020-02-03,711642,225642,47380,913438,230948,13950
2020-02-04,512826,140160,52900,755504,164290,93430
2020-02-05,639513,99840,84170,836227,276370,24950
2020-02-06,657254,273980,7000,38816,0,450720
2020-02-07,3794843,2233283,332390,792957,464690,155900
2020-02-10,1653770,315891,162870,2000120,836790,210480
2020-02-11,406098,35000,6500,592992,195112,47370
2020-02-12,971748,212171,12390,1544952,763770,90340
2020-02-13,1979291,910401,72730,995149,421950,185940
2020-02-14,1055540,365060,241640,1257160,378493,211620
2020-02-17,489616,51050,71480,742284,236296,16980
2020-02-18,1634129,531450,60840,1268861,452300,76210
2020-02-19,735567,105000,39510,847173,409527,84460
2020-02-20,711065,69712,174090,1938615,1081398,181540
2020-02-21,1050420,265070,82430,1170940,504740,196470
2020-02-24,603630,163370,274110,1963510,873340,71220
2020-02-25,1325327,264347,85850,1954123,891213,109900
2020-02-26,445698,26440,40170,898952,381545,39780
2020-02-27,1714713,855380,100930,395737,122480,516750
2020-02-28,2226232,788952,266880,1705798,528978,391960
2020-03-02,2244934,1140714,120890,327326,76610,306690
2020-03-03,3685448,2416658,254690,617452,337512,278600
2020-03-04,1628655,323825,163890,1820025,568560,49350
2020-03-05,903877,293357,94530,1300843,564973,146880
2020-03-06,862991,196060,60580,1449689,539739,65320
2020-03-09,58280,58280,2205540,901800,505120,0
2020-03-10,930407,268510,189180,3700193,2189308,290960
2020-03-11,538138,207332,454420,3288132,1735134,264830
2020-03-12,170690,89650,472330,1104900,542920,1820
2020-03-13,741529,57300,1093220,3070911,1844491,197750
2020-03-17,631967,112300,74880,766783,293363,35480
2020-03-18,1369866,339770,50310,1443864,549450,143890
2020-03-19,681047,151586,111260,2334403,1187803,194390
2020-03-20,634192,408380,96840,1051318,547018,44200
2020-03-23,461890,315770,121610,1854360,850460,92010
2020-03-24,1881902,625582,289990,640208,108858,142350
2020-03-25,579243,282513,85910,611447,186510,11420
2020-03-26,334436,125570,155980,1362984,625620,14320
2020-03-27,458980,106404,46120,882590,122180,126650
2020-03-30,404301,38990,88470,1880319,1008909,120200
2020-03-31,369695,50000,44910,781535,96097,41720
2020-04-01,205391,0,65030,344669,0,20500
2020-04-02,275030,275030,0,275030,275030,0
2020-04-03,1303227,416599,30290,1161683,462611,71840
2020-04-06,976073,393052,62820,655447,106680,115880
2020-04-07,345351,30000,18110,546939,81962,14690
2020-04-08,472076,114676,6600,496944,76024,53260
2020-04-09,774470,185520,62110,1315120,720360,63050
2020-04-10,423174,48010,113320,1642566,1086981,58430
2020-04-13,579448,136130,34820,418292,40020,45760
2020-04-14,354562,30000,100940,761358,263363,62450
2020-04-15,1542789,685440,71650,544101,88760,308280
2020-04-16,1784917,771347,139100,1179853,373915,180780
2020-04-17,864530,184295,53310,671560,253495,63620
2020-04-20,797411,110000,147090,1712659,897799,138140
2020-04-21,509698,112640,115480,2676122,1391750,74150
2020-04-22,532325,140321,49720,672605,246195,103980
2020-04-23,213017,0,40220,528393,246910,19720
2020-04-24,476501,144707,37620,407839,164423,40520
2020-04-27,354820,219671,0,130,0,1577670
2020-04-28,467553,414133,0,4267,0,205310
2020-04-29,2908628,2166163,287990,1762802,679197,575670
2020-05-04,599345,174605,132440,1479625,908185,68550
2020-05-05,963964,155540,109180,825916,334930,143350
