Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,55622340211,-96817038033,-2469698552,-5666700,-981496834,205620547047,-116661427744,0,44307559395,0,0,0,0,-6000000000,0,0,-6000000000,0,0,0,-14000000000,0,-23655424000,0,-37655424000,652135395,8971342834,0,9623478229
2010,2,187664272152,-132994240456,-4251921868,-17333400,-1753112631,47502161237,-9219679330,0,86930145704,-22436115797,0,-170845000000,160390000000,-21000000000,10000000000,4897597000,-38993518797,0,0,31394179800,-21500000000,0,-23910487650,0,-14016307850,33920319057,8971342834,0,42891661891
2010,3,384035895424,-189040099799,-6025404043,-2903345451,-2127657840,64298747532,-95147478246,0,153090657577,-96465359898,0,-340870000000,330000000000,-21000000000,20500000,4897597000,-123417262898,0,0,59629887000,-52894179800,0,-23910487650,0,-17174780450,12498614229,8971342834,0,21469957063
2010,4,457350308306,-315285935619,-8805279883,-4083039515,-2268563340,432625666867,-355484559256,0,204048597560,-1784844910,0,-309390000000,143600646685,-21436752600,20500000000,4897597000,-163613353825,0,0,31394179800,-49735707200,0,-23925098450,0,-42266625850,-1831382115,8971342834,0,7139960719
2011,1,14453414201,-19278714871,-4369880532,0,-581456107,48785718051,-226709873778,0,-187700793036,0,0,-127920000000,223535646685,-3000000000,0,0,92615646685,0,0,0,0,0,0,0,0,-95085146351,102462621097,0,7377474746
2011,2,20926276162,-79065818837,-3195949794,0,-1645288317,-14584718144,203400315846,0,125834816916,-13062769295,0,127920000000,-223535646685,0,0,16111243463,-92567172517,0,0,0,0,0,-32913556031,0,-32913556031,354088368,7377474746,0,7731563114
2011,3,22861381146,-32741517239,-3161390044,0,-499739507,31904868790,-41292082298,0,-22928479152,0,0,0,0,0,0,24987935738,24987935738,0,0,0,0,0,-8934750,0,-8934750,2050521836,7731563114,0,9782084950
2011,4,263304129752,-106325748598,1004763107,-75395389,0,41418341045,-195401200063,0,3924889854,13062769295,0,0,0,-6000000000,0,-1193184039,5869585256,0,0,68837317411,-68837317411,0,0,0,0,9794475110,9782084950,0,19576560060
2012,1,16561248936,-18459181429,-4119302938,0,-189370628,3713114942,-6040054763,0,-8533545880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8533545880,19577097783,0,11043551903
2012,3,2377430604,-2115642661,-1339266694,-2081221804,0,8912300323,-813492240,0,4940107528,0,0,0,0,-17550000000,0,0,-17550000000,0,0,12768640339,0,0,0,0,12768640339,158747867,2679433816,0,2838181683
2012,4,0,0,0,0,0,212559837,6106308780,0,6318868617,0,0,0,0,0,0,121500000,121500000,0,0,36460162130,-42000000000,0,0,0,-5539837870,900530747,2838181683,0,3738712430
2013,1,48069048107,-17004085790,-1620731846,-1525693949,0,868209945,-2082395086,0,26704351381,0,0,0,12935905040,0,0,0,12935905040,0,0,0,-39353044769,0,0,0,-39353044769,287211652,3738712430,0,4025924082
