date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,26515,10430,12050,51305,12010,5400
2019-12-03,41595,12380,2000,51945,28770,0
2019-12-04,61865,46410,1590,24635,10000,1120
2019-12-05,34565,11655,0,81705,63110,0
2019-12-06,20503,0,330,35907,6000,350
2019-12-09,41683,20000,500,19357,0,5110
2019-12-10,6330,0,0,11240,0,140
2019-12-11,2130,0,0,3810,0,1460
2019-12-12,4507,0,4200,22933,0,20
2019-12-13,32040,20000,10000,11030,0,1000
2019-12-16,11895,0,0,4195,0,0
2019-12-17,2440,0,1300,11470,0,0
2019-12-18,3440,0,0,2820,0,0
2019-12-19,2865,0,0,3425,0,0
2019-12-20,5415,0,0,13765,0,1540
2019-12-23,5860,0,40,4830,0,260
2019-12-24,290,0,0,2900,0,0
2019-12-25,8210,0,3200,13740,0,180
2019-12-26,115,0,3500,185,0,0
2019-12-27,4340,0,0,13090,0,40
2019-12-30,13775,0,40,16755,0,560
2019-12-31,9759,0,1300,5441,0,160
2020-01-02,4675,0,250,12835,0,240
2020-01-03,3940,0,0,9690,6230,1000
2020-01-06,2497,0,0,5073,0,0
2020-01-07,840,0,30,22790,10000,0
2020-01-08,6075,0,0,27275,10100,2550
2020-01-09,11945,0,8010,9775,0,3930
2020-01-10,1665,0,0,8565,0,0
2020-01-13,635,0,0,7355,0,110
2020-01-14,6295,0,3500,4685,0,0
2020-01-15,3100,0,0,2110,0,3000
2020-01-16,2335,0,140,9725,0,250
2020-01-17,1425,0,0,4405,0,0
2020-01-20,4875,0,0,17335,0,410
2020-01-21,36925,18700,3000,18025,10000,270
2020-01-22,6040,0,1000,340,0,0
2020-01-30,4317,0,0,14663,0,130
2020-01-31,1820,0,1000,3730,0,110
2020-02-03,6180,0,100,25560,12850,160
2020-02-04,2740,0,1000,4380,0,370
2020-02-05,8510,0,0,27310,9000,2120
2020-02-06,5440,0,340,4500,0,100
2020-02-07,3595,0,960,9705,5900,0
2020-02-10,29370,9820,0,41810,16610,0
2020-02-11,43710,38870,200,21350,11350,0
2020-02-12,12030,0,0,4110,0,1700
2020-02-13,15040,10000,0,6580,0,100
2020-02-14,18245,6710,10000,18445,0,2200
2020-02-17,720,0,0,1720,0,410
2020-02-18,17220,11500,23980,9100,0,800
2020-02-19,9140,6190,1500,5500,0,0
2020-02-20,11495,0,0,14505,9700,0
2020-02-21,1765,0,0,1375,0,0
2020-02-24,16940,10660,300,76570,65990,0
2020-02-25,1524,0,0,31636,20200,1000
2020-02-26,2110,0,0,20050,7000,0
2020-02-27,3700,0,0,4230,0,200
2020-02-28,2245,0,0,42875,32000,0
2020-03-02,4745,0,100,15695,7100,170
2020-03-03,4745,0,0,3365,0,340
2020-03-04,10755,0,0,21965,18000,100
2020-03-05,5650,0,0,7240,0,1000
2020-03-06,3155,0,0,17305,0,10
2020-03-09,30269,11000,8180,101151,78181,600
2020-03-10,39810,24990,1490,15040,0,13020
2020-03-11,2775,0,2700,19275,0,260
2020-03-12,39500,17480,10000,56080,26060,0
2020-03-13,39535,10000,10000,18305,0,1000
2020-03-17,45,0,0,3275,0,100
2020-03-18,8765,0,1000,5915,0,0
2020-03-19,3435,0,0,3715,0,700
2020-03-20,23360,8080,3000,24470,0,25000
2020-03-23,1550,0,0,6390,0,100
2020-03-24,52509,27640,3180,41931,0,6800
2020-03-25,17380,0,6840,14940,0,0
2020-03-26,17150,0,0,16520,0,0
2020-03-27,3340,0,0,16540,0,1050
2020-03-30,12245,0,0,17585,0,100
2020-03-31,10140,0,1100,6990,0,3010
2020-04-01,6960,0,0,24380,7000,5000
2020-04-02,15670,15670,0,15670,15670,0
2020-04-03,20270,0,0,5530,0,2090
2020-04-06,10232,0,710,19018,0,2200
2020-04-07,8222,0,10360,22438,0,4000
2020-04-08,10480,0,0,26960,10000,20500
2020-04-09,29495,10000,600,24965,20000,4550
2020-04-10,7480,0,6000,19530,0,0
2020-04-13,12290,10000,0,13280,9120,0
2020-04-14,28655,7000,13300,24265,9420,3200
2020-04-15,44030,26000,1000,40090,30000,1350
2020-04-16,7160,0,4900,16620,0,5950
2020-04-17,37810,18800,0,18690,9900,16200
2020-04-20,14980,0,6300,23420,0,4100
2020-04-21,10294,0,500,54906,19910,13930
2020-04-22,9852,0,10000,19168,10000,120
2020-04-23,7878,7230,200,44472,39780,2500
2020-04-24,2630,0,200,15760,10000,0
2020-04-27,12655,0,0,29925,10000,560
2020-04-28,7080,0,0,5910,0,0
2020-04-29,235,0,0,25,0,0
2020-05-04,1250,0,11000,4300,0,0
2020-05-05,7050,0,0,1390,0,0
