disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2010-05-17,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2010-05-21,,,Giá tham chiếu 24.000đ/cp,,,,
2010-09-06,investorRight,POLL,Lấy ý kiến cổ đông,2010-09-10,2010-09-20,2010-09-20,Lấy ý kiến cổ đông v/v thông qua kế hoạch tăng vốn,,,,
2011-01-17,investorRight,MEETING,Họp cổ đông,2011-01-20,2011-02-24,2011-02-24,ĐHCĐ thường niên 2011,,,,
2012-05-22,investorRight,MEETING,Họp cổ đông,2012-05-30,2012-07-02,2012-07-02,ĐHĐCĐ thường niên 2012 (lần 3),,,,
2013-07-29,investorRight,MEETING,Họp cổ đông,2013-05-31,2013-07-27,2013-07-27,ĐHĐCĐ thường niên năm 2013 lần 1,,,,
2013-08-13,investorRight,MEETING,Họp cổ đông,2013-05-31,2013-08-15,2013-08-15,ĐHĐCĐ thường niên năm 2013 lần 2,,,,
2014-03-20,investorRight,MEETING,Họp cổ đông,2014-03-27,2014-04-29,2014-04-29,ĐHĐCĐ thường niên năm 2014,,,,
2014-04-10,stockAlert,halt,Kiểm soát đặc biệt (Hạn chế giao dịch),2014-04-17,2014-05-12,,CP vào diện bị kiểm soát,,,,
2014-05-08,stockAlert,halt,Kiểm soát đặc biệt (Hạn chế giao dịch),2014-05-12,2014-09-18,,CP giao dịch trở lại dưới dạng bị kiểm soát,,,,
2014-06-30,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2014-06-30,2018-04-10,,Vì thuộc diện bị cảnh báo,,,,
2014-09-18,stockAlert,alert,Cảnh báo,2014-09-18,2015-04-06,,CP thuộc diện cảnh báo,,,,
2015-02-02,investorRight,MEETING,Họp cổ đông,2015-02-11,2015-04-25,2015-04-25,ĐHCĐ thường niên năm 2015,,,,
2015-07-08,investorRight,MEETING,Họp cổ đông,2015-07-17,2015-08-12,2015-08-12,"ĐHĐCĐ bất thường năm 2015 (7h30 - Phòng 510, Nhà 34T, đường Hoàng Đạo Thúy, Cầu Giấy, Hà Nội)",,,,
2015-12-07,investorRight,ISSUE,Phát hành thêm,2015-12-23,2016-01-26,,"Tỷ lệ 1:2, giá 10.000đ/cp",,200,,
2016-03-04,investorRight,MEETING,Họp cổ đông,2016-03-21,2016-04-22,2016-04-22,ĐHCĐ thường niên năm 2016,,,,
2017-06-07,investorRight,MEETING,Họp cổ đông,2017-05-30,2017-06-24,2017-06-24,ĐHĐCĐ thường niên năm 2017,,,,
2018-04-10,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2018-04-10,2019-10-03,,BCTC năm 2017 có ý kiến ngoại trừ của kiểm toán,,,,
2018-04-24,stockAlert,noticed,Nhắc nhở,2018-04-24,,,Chậm công bố kết luận v/v vi phạm pháp luật thuế,,,,
2018-05-04,investorRight,MEETING,Họp cổ đông,2018-05-30,,,ĐHĐCĐ thường niên năm 2018,,,,
2019-04-03,stockAlert,alert,Cảnh báo,2019-04-09,2019-08-22,,LNST cty mẹ 2018 và LNST chưa pp tại 31/12/2018 âm,,,,
2019-04-04,investorRight,MEETING,Họp cổ đông,2019-04-01,2019-04-26,2019-04-26,ĐHĐCĐ thường niên năm 2019,,,,
2020-02-27,investorRight,MEETING,Họp cổ đông,2020-03-30,,,ĐHĐCĐ thường niên năm 2020,,,,
2020-08-13,stockAlert,nomargin,CP không đủ điều kiện GD ký quỹ,2020-08-13,,,LNST của cổ đông cty mẹ trên BCTC hợp nhất 6T 2020 âm,,,,
