Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,523509835,-319972036,-589517321,-30089023,0,3257551350,-1281236227,610238754,1560246578,-26800000,0,0,0,-1200000000,0,225886525,-1000913475,0,0,5000000000,-5080001000,0,0,0,-80001000,479332103,11476386570,0,11955718673
2010,2,16788811701,-4700199280,-1013863003,-70197590,-322604500,6052771456,-3711988719,0,13022730065,-53890909,0,0,11000000000,-7600000000,583800000,713122512,4643031603,170000000,0,5000000000,-11385002000,0,0,0,-6215002000,11450759668,11476386570,0,22927146238
2010,3,19085811701,-8881463280,-1341241003,-104997336,-870591500,6357818830,-4906533396,0,9338804016,-96654545,0,0,11000000000,-11248020509,583800000,713122512,952247458,170000000,0,5000000000,-11385002000,0,0,0,-6215002000,4076049474,11476386570,0,15552436044
2011,1,71500000,-694858035,-735822160,-69622627,-1746457943,20241092888,-1383757943,0,15682074180,0,0,0,15000000000,-30855100000,0,511822853,-15343277147,0,25430000000,0,0,-124626000,0,0,25305374000,25644171033,10104178972,0,35748350005
2011,2,222200000,-867810000,-435617429,-69936919,-3319705324,12045504580,-16270692346,0,-8696057438,0,0,0,-13830000000,26240000000,0,449750,12410449750,0,-25430000000,0,-249252000,124626000,0,0,-25554626000,-21840233688,35748350005,0,13908116317
2011,3,75900000,-127086000,-493717130,-67248714,0,0,-15720900108,0,-16333051952,0,0,0,13830000000,-28207230000,0,180264636,-14196965364,26037230000,0,0,-124626000,0,0,0,25912604000,-4617413316,13908116317,0,9290703001
2011,4,31557289104,-27392885195,-868977573,-59066838,0,547134285,-8129511431,0,-4346017648,0,0,0,0,20211035326,2038795818,911582327,23161413471,-25517230000,0,0,-124626000,0,0,0,-25641856000,-6826460177,9290703001,0,2464242824
2012,1,5617250000,-7751028415,-147020000,-40564836,0,7037957040,-975685433,0,3740908356,0,0,-4500000000,0,-200000000,0,339500,-4699660500,0,0,0,-124626000,0,0,0,-124626000,-1083378144,2464242824,0,1380864680
2012,2,32101955098,-26406157776,-367803841,-58322976,-32173707,2814281261,-12392242312,0,-4340464253,0,0,4500000000,0,-2453000000,0,769511603,2816511603,3953000000,0,0,-110200377,0,0,0,3842799623,2318846973,1380864680,0,3699711653
2012,3,7390000000,0,-30000000,-28030339,0,897561699,-8716788228,0,-487256868,0,0,0,0,-135000000,0,476161016,341161016,-2653000000,0,0,-79071218,0,0,0,-2732071218,-2878167070,3699711653,0,821544583
2012,4,12123300000,-918000000,0,-18460265,0,15769545454,-17488658317,0,9467726872,0,545454546,0,0,-10797000000,0,450120721,-9801424733,450000000,0,0,-634093405,0,0,0,-184093405,-517791266,821544583,0,303753317
2013,1,24750000,-37056418,0,0,0,2853480826,-2830426342,0,10748066,0,0,0,0,0,0,276233294,276233294,0,0,0,0,0,0,0,0,286981360,303753317,0,590734677
2013,2,10101595248,-6049776382,-21000000,0,0,7937177518,-14170174805,0,-2202178421,0,0,0,0,0,0,2599788611,2599788611,0,0,0,0,0,0,0,0,397610190,590734677,0,988344867
2013,3,59219,0,-87000000,0,0,23372213808,-23496466763,0,-211193736,0,0,0,0,0,0,12758,12758,0,0,0,0,0,0,0,0,-211180978,988344867,0,777163889
2013,4,8207556500,-9327066001,-42000000,0,0,551261419,17322980,0,-592925102,0,0,0,0,0,0,12229,12229,0,0,0,0,0,0,0,0,-592912873,777163889,0,184251016
2014,1,0,0,-42000000,0,0,6281738084,-6322242837,0,-82504753,0,0,0,0,0,0,58633,58633,0,0,0,0,0,0,0,0,-82446120,184251016,0,101804896
2014,2,2028050000,-929960636,-42000000,0,0,-1633361916,368832837,0,-208439715,0,0,0,0,0,0,35622,35622,5225490000,0,0,-5085100000,0,0,0,140390000,-68014093,101804896,0,33790803
2014,3,8090871100,-2193732734,0,0,0,0,-4967500000,0,929638366,0,0,0,0,0,0,97805,97805,0,0,0,0,0,0,0,0,929736171,33790803,0,963526974
2014,4,16235890308,-10513371630,-116619028,0,0,0,-6541484352,0,-935584702,0,0,0,0,0,0,9800,9800,0,0,0,0,0,0,0,0,-935574902,963526974,0,27952072
2015,1,8556276067,-2305380000,-501159510,0,0,6252200000,-6218382393,0,5783554164,0,0,0,0,0,0,91680,91680,0,0,0,0,0,0,0,0,5783645844,27952072,0,5811597916
2015,2,4036724063,-42064384,-270224170,0,0,5919627910,-13443510093,0,-3799446674,0,0,0,0,0,0,31053,31053,0,0,0,0,0,0,0,0,-3799415621,5811597916,0,2012182295
