Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,2077864045,7326100501,3966350563,0,0,-15891994103,11663462055,0,9141783061,-81730009342,-82462773640,-55144621592,-21212404708,-12573991187,-563013246,-9572208410,58622242900,-195494996164,-38137995279,70000000,0,0,0,0,6658345817,-31409649462,0,0,867726453979,-641405930565,0,0,0,226320523414,-584122212,9118832387,0,8534710175
2015,1,1556895467,7402832338,0,387242,0,-2859827016,11753939607,0,17854227638,7760298586,76698067711,47644121502,-2899243901,-4440725883,-1281206244,411692908,-10421599001,131325633316,-732480215,149600000,0,0,0,0,5016254017,4433373802,0,0,593173843171,-710391371952,0,0,0,-117217528781,18541478337,8534710175,0,27076188512
2015,2,18421088243,7740228041,4696600750,-387242,0,-8444544244,9562330800,0,31975316348,68429910678,76151780583,-105708399238,-2366259761,-16726525336,-527350521,-411692908,9531789001,60348568846,-17295912161,500725269,0,0,0,0,4881348590,-11913838302,0,0,821442679237,-860772018213,0,0,0,-39329338976,9105391568,27076188512,0,36181580080
2015,3,12410439691,8299826154,3522450462,0,0,-5925959263,8389959443,0,26696716487,-103813300975,4005547218,106752698054,1775669910,-8137857782,-2358000000,1508395970,780675678,27210544560,-21168132909,-650325269,0,0,0,0,4210368447,-17608089731,0,0,687722949820,-713699524162,0,-8992359400,0,-34968933742,-25366478913,36181580080,0,10815101167
2015,4,22292727227,8971012692,11741501975,0,0,-11304764300,7214894481,0,38915372075,195780060082,-12812172189,-136209557186,2002515436,-7717143842,-1743000000,-1478395970,-1130675678,75607002728,-4976513501,1432597996,0,30000000000,0,14312501756,4142611520,44911197771,0,0,737759042995,-843590000000,0,470450,0,-105830486555,14687713944,10815101167,0,25502815111
2016,1,29919393337,12325855408,0,0,0,-1673027686,8607205781,0,49179426840,-228151271429,39153199776,131688386702,393344172,-6144367172,-4098727483,1396174445,-2298894445,-18882728594,-3550830663,2676348099,0,0,0,0,763120463,-111362101,0,0,822377473713,-822801623562,0,0,0,-424149849,-19418240544,25502815111,0,6084574567
2016,2,29530524858,20671149832,0,0,0,-8876217482,5578077393,0,46903534601,120710951935,-274245169021,-38997749368,4803450687,-7639523843,-5107609656,-1396174445,1232974445,-153735314665,-19312581445,0,10000000000,0,0,0,6500567733,-2812013712,0,0,1093236597560,-899343120881,0,-5184000,0,193888292679,37340964302,6084574567,0,43425538869
2016,3,17154380088,15989529831,0,0,0,-3431563050,9319834095,0,39032180964,-6957368978,-25440866872,79702733261,3172790231,-9357838967,-3342000000,2652396308,-387915256,79074110691,13302481445,516487200,0,0,0,0,3416409874,17235378519,2024664646,0,508448842920,-584353791863,0,-35967555799,0,-109847840096,-13538350886,43425538869,0,29887187983
2016,4,20851457414,14322765572,-60000000,0,0,-1745480429,9571166558,0,42939909115,-220814090119,57328133390,37194564349,3246499794,-9815501514,-1800000000,-2632396308,115602529,-94237278764,360260952,441633982,0,16000000000,0,0,3055175688,19857070622,15990198846,0,1035826281170,-996170555157,0,-1,0,55645924858,-18734283284,29887187983,0,11152904699
2017,1,15899577475,14172036135,-60000000,0,0,-4069926912,11587941676,0,37529628374,-43448090203,-288286546210,4664771464,-3884192571,-11162185017,-5732357665,6049397210,0,-304269574618,-4125000000,18181818,0,0,-606578000,0,2752257731,-1961138451,0,0,1388663115597,-1086736779132,0,0,0,301926336465,-4304376604,11152904699,0,6848528095
