Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2005,0,8214933000000,89390000000,118460000000,2951282000000,2951282000000,0,0,477933000000,477933000000,0,0,4218138000000,4300424000000,-82286000000,0,0,0,0,0,0,0,123302000000,72225000000,0,51077000000,0,107508000000,48657000000,0,58851000000,0,128920000000,0,0,0,128920000000,0,0,8214933000000,7578335000000,226701000000,1049186000000,1049186000000,0,6069812000000,0,0,0,232636000000,636598000000,473975000000,450000000000,0,23975000000,0,0,0,57273000000,0,0,105350000000,0,0,4027358000000,2867480000000,0,0,2867480000000,1159878000000,0,0,0,0,0,1159878000000,111655000000,0,0,0,0,0,0,0,0
2006,0,13611319000000,157321000000,307699000000,5724716000000,5724716000000,0,0,999818000000,331364000000,668454000000,0,5836049000000,5999065000000,-163016000000,0,0,0,0,0,0,0,215421000000,0,215421000000,0,0,167867000000,167867000000,0,0,17023000000,185405000000,0,0,0,185405000000,0,0,13611319000000,12230407000000,30000000000,1171230000000,1171230000000,0,10312619000000,0,0,220000000000,496558000000,1380912000000,1102796000000,1045200000000,0,57596000000,0,0,0,82262000000,0,0,195854000000,0,0,4531140000000,3230504000000,3230504000000,0,0,1300636000000,0,1297873000000,0,0,0,2763000000,346347000000,0,0,0,0,0,0,0,0
2007,0,29623582000000,352321000000,191318000000,14014064000000,14014064000000,0,0,290547000000,297058000000,-6511000000,0,11468799000000,11612575000000,-143776000000,0,0,0,1675726000000,373101000000,1302625000000,0,811115000000,0,4125000000,806990000000,0,234445000000,157179000000,0,77266000000,114838000000,470409000000,131107000000,190575000000,0,148727000000,0,0,29623582000000,26073716000000,68547000000,4992934000000,4992934000000,0,17784837000000,0,290126000000,2020000000000,917272000000,3479521000000,2815946000000,2000000000000,0,815946000000,0,0,0,125843000000,0,0,537732000000,0,70345000000,13112213000000,10196649000000,10196649000000,0,0,2915564000000,0,2788197000000,0,0,0,127367000000,0,0,0,0,0,0,0,0,0
2008,0,44346106000000,411633000000,515139000000,16010231000000,16010231000000,0,0,150175000000,208878000000,-58703000000,0,15493509000000,15740426000000,-246917000000,0,0,0,8477960000000,8596799000000,0,-118839000000,1180427000000,0,68783000000,1362321000000,-250677000000,629394000000,256618000000,0,372776000000,515906000000,961732000000,149675000000,702673000000,0,109384000000,0,0,44346106000000,39669453000000,0,8531866000000,8531866000000,0,27162881000000,0,834361000000,2137326000000,1003019000000,4424064000000,3939725000000,3400000000000,0,30200000000,0,0,509525000000,195573000000,0,0,288766000000,0,252589000000,13851569000000,10124777000000,0,0,10124777000000,3726792000000,3726792000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,69008288000000,541132000000,1427595000000,24062971000000,24057876000000,5095000000,0,618513000000,684106000000,-65593000000,0,29140759000000,29587941000000,-447182000000,0,0,0,9674239000000,9905345000000,0,-231106000000,891469000000,0,63815000000,883100000000,-55446000000,623041000000,265133000000,0,357908000000,355138000000,1673431000000,802234000000,609036000000,0,263121000000,0,-960000000,69008288000000,61512780000000,4708749000000,11696905000000,10629971000000,1066934000000,39978447000000,0,474629000000,2420537000000,2233513000000,6888072000000,6172886000000,5300000000000,0,869685000000,0,0,3201000000,317879000000,0,0,397307000000,0,607436000000,25300998000000,19392604000000,0,0,19392604000000,5908394000000,647525000000,623136000000,1463189000000,491339000000,0,2683205000000,0,0,0,0,0,0,0,0,0
2010,0,109623197329797,868769873509,746005667493,33652250631951,33607219631951,45031000000,0,1689789092689,1821189752307,-131400659618,0,48058249668998,48796585937368,-738336268370,0,0,0,15563524920278,5542696104278,10158967400000,-138138584000,1576913876526,0,50105197659,1610833597318,-84024918451,1223530233803,263359380126,0,960170853677,130764689032,6113398675518,4147386633046,1513270537572,8493526750,533536584682,0,-89288606532,109623197329797,99882086432617,8768803309362,16916652463609,12606347898354,4310304565255,65740838159412,0,117008142000,5410642439980,2928141918254,8882343939553,7553764812500,7300000000000,0,253764812500,0,0,0,547241775737,0,0,781337351316,0,858766957627,53109233301251,42942887609848,0,0,42942887609848,10166345691403,26110000000,2934622359441,2272794447700,613859824006,0,4318959060256,0,0,0,0,0,0,0,0,0
2011,0,138831492308446,917417870812,6029092624509,41666763671267,41056573671267,610190000000,0,826196437581,1194306537316,-368110099735,0,57952296461413,59044836949430,-1092540488017,0,0,0,19412920211865,14868663336722,5003694000000,-459437124857,1781279481134,0,154575056628,1732006129236,-105301704730,1551406310100,470820208461,0,1080586101639,147138579986,8546980659779,5031389882639,1618383424772,8493526750,2165074242641,0,-276360417023,138831492308446,128533692862364,0,26672484256550,24864811649871,1807672606679,89548672963831,22637453462,201504544500,4531631630177,7556762013844,9642143051767,7547587039063,7300000000000,0,253764812500,0,0,-6177773437,844821944174,0,0,1249734068530,0,655656394315,75794710258774,62735810000000,0,0,62735810000000,13058900258774,0,0,0,0,0,13058900258774,0,0,0,0,0,0,0,0,0
2012,0,175609964065835,864942781893,6239058244702,42942382929830,18345651101518,24759337400000,-162605571688,229737919955,490923128122,-261185208167,0,73165823165254,74478564337372,-1312741172118,0,0,0,41387495927337,37946378139035,4097809933272,-656692144970,1602316167085,0,282693018972,1412524547113,-92901399000,1497636387392,451117268989,0,1046519118403,151733579986,7528836962401,4077969153309,2938446858997,6028682000,651905162704,0,-145512894609,175609964065835,162080117670665,488477289152,30512107135831,14415041947102,16097065188729,117747416352273,26173405229,189591782500,3420068393288,9696283312392,12863905823645,10320233376265,10000000000000,0,338420864820,0,0,-18187488555,1037991429693,0,0,1505681017687,0,665940571525,73285911892096,52063507091294,0,0,52063507091294,21222404800802,425428995000,6115880451273,5090625887085,1235913366057,0,8354556101387,0,0,0,0,0,0,0,0,0
2013,0,180381063610338,1034665907878,3615772573891,26787251206335,6928627811335,20040522000000,-181898605000,3862485592097,3994477747672,-131992155575,0,85972766702807,87742914796826,-1770148094019,0,0,0,46012345287961,41473512580820,4724877802774,-186045095633,1616738023002,0,343069415949,1384087206147,-110418599094,1837347789991,696093987374,0,1141253802617,178592247299,9463098279077,6068100567802,3348697039849,5607932000,414875185219,0,-374182445793,180381063610338,164673997652254,0,21423002517537,10166496517537,11256506000000,136088812134912,17615182558,177806137540,2000058393288,4966703286419,15148181884054,11594670864820,11256250000000,0,338420864820,0,0,0,1424274894622,0,0,2129236124612,0,558884074030,52110009836509,33027545575796,0,0,33027545575796,19082464260713,317266420000,0,0,0,0,18765197840713,0,0,0,0,0,0,0,0,0
2014,0,200489173221701,1233230500737,6067481774744,21415257070182,11104280097663,10753476972505,-442499999986,10456489218318,10545686966119,-89197747801,5386662929,98106265115552,100569006006804,-2462740891252,0,0,0,50781094533246,44647646331127,6457264475230,-323816273111,1459649906951,0,361959916656,1270731947019,-173041956724,1927331737929,775170178247,0,1152161559682,272664855005,8764321846108,4652247665755,3514341027321,2944040000,756562866859,0,-161773753827,200489173221701,183340962177723,0,4604174657397,966714657397,3637460000000,167608506846825,0,224787978023,2000058393288,8903434302190,16561084648548,11932358364820,11593937500000,0,338420864820,0,0,0,1839734745665,0,0,2788991538063,0,587126395430,77997450408296,49827249362177,0,0,49827249362177,28170201046119,237494300000,0,0,0,0,27932706746119,0,0,0,0,0,0,0,0,0
