Year,Quarter,Average Outstanding Shares,Average Outstanding Shares diluted,BookValue per Share,Sale per Share,Tangible BookValue per Share,Cash Flow per Share,EPS Basis,EPS Diluted,EPS before other income,Basic EPS in year,Beta,ST liabilities/ Equity,ST liabilities/ Total Assets,ROE %,ROA %,Net Profit per Employees,Dividend Yield,Cash Dividend Ratio,Dividend Payout Ratio,Gross profit margin %,Operating profit margin %,Pre-tax profit margin %,Net profit margin,The quality of earning by Financial Report (%),The Quality of earning by Cash Flow Statement (%),P/E cơ bản,P/E diluted,P/E before other income,P/B ,P/S,P/Tangible Book ,P/Cash Flow,Total assets growth rate,Equity growth rate,Capital growth rate,Net Interest Margin (NIM),Average Yield on Earning Assets (YOEA),Average Cost of Financing (COF),Non-interest income/ Net Interest Income,Cost-to-Income Ratio,Preprovision ROA % %,Average Loans Growth %,Aver Deposit Growth %,CAR - Tier 1,CAR - Tier 2,Equity/Liabilities,Equity/Loans,Equity/Assets,Loans/Deposit Ratio,NPLs/Loans Ratio,Loan-loss reserves/NPLs,Loan-loss reserves/Loans,Provision Charges/Loans
2006,0,104520000,104520000,13211.9402985075,4947.64638346728,13211.9402985075,19549.6364332185,2095.19709146575,2095.19709146575,2100.53578262533,3684,0,8.85676060458595,0.898546790358818,0.217089382456593,0.0200666610098701,24809108.4173558,0,0,0,0.79842321436859,0.52133901084451,0.423473492056125,0.335433653116426,0,0,7.03991049819626,7.03991049819626,7.02201796418095,1.11641436963398,2.98121548243375,1.11641436963398,0.754489734394087,0.65689957544389,1.16920568396382,1.32266666666667,0,0,-0.051738102881995,0.291376868488219,-0.20157678563141,0.0378339808410532,0.394993842467626,0.699001385874884,0,0,0.112908098642997,0.230187870943222,0.101453209641182,0.581720802446013,0.027790664045147,-0.97779483918953,0.0271735678809948,-0.0278242930304601
2007,0,200000000,200000000,17397.605,4740.77,17749.33,10379.52,2463.035,2463.035,2535.57875,4187,0,7.4934785563875,0.880167563801029,0.202700870478001,0.0227874697804905,55806842.6418942,0,0,0,0.780236121980185,0.642284903085364,0.519543238756573,0.32140813559322,0,0,5.98854665077841,5.98854665077841,5.81721234254704,0.847817846192048,3.11130892239024,0.831017283469291,1.42106764089284,1.17639319157827,1.51972681821868,0.913509376195943,0,0,-0.051792386630367,0.442858789516151,-0.219763878019815,0.0342216118408598,0.93573081805248,0.724570354048763,0,0,0.133449371006419,0.29963388826337,0.117457807769499,0.652948070314055,0.010126780666648,-1.22309052875049,0.0123859695201107,-0.0148536990308682
2008,0,340000000,340000000,13011.9529411765,4817.89411764706,12658.4617647059,42021.5911764706,2068.72941176471,2068.72941176471,1983.77205882353,3173,0,8.96674483009287,0.894541969479801,0.177987078015862,0.0190177360218148,79056760.7058559,0,0,0,0.660922150512428,0.525542646164666,0.429384573684866,0.227259156492786,0,0,10.2478361256128,10.2478361256128,10.6867116641277,1.62927118595029,4.40026274598861,1.67476905125309,0.50450255229437,0.496986623697296,0.271457766744331,0.7,0.0416402497168746,0.107838132670835,0,0.1150233122547,-0.339077849487572,0.0292726934308551,0.355463882902801,0.527305591836462,0,0,0.111523191408765,0.281063803482828,0.0997621752854693,0.579482934818291,0.0183005212184219,-0.857178068305688,0.0156868054269942,-0.0162148935687166
2009,0,530000000,530000000,12996.3622641509,5006.62452830189,13467.1698113208,17884,2065.51132075472,2065.51132075472,1814.9929245283,2909,0,8.9303334808347,0.89138249596918,0.19354806201056998,0.0193150165841829,123043835.000562,0,0,0,0.704520162154971,0.567199457624257,0.412555666812762,0.236161534353863,0,0,10.2638023752171,10.2638023752171,11.6804863057577,1.63122568985922,4.23438983294209,1.57419861017709,1.18541713263252,0.556129595685357,0.556955776408298,0.558823529411765,0.0348460463646463,0.0767877782336328,-0.0436596370473823,0.422767819253695,-0.295479837845029,0.0329841999772854,0.87974207305444,0.471804371561323,0,0,0.111977901177609,0.232799977531387,0.0998151410450872,0.740097307931946,0.0158085349703786,-0.956044143993911,0.0151136572835535,-0.0160774377775401
2010,0,6131142274.88611,6131142274.88611,12167.5944377438,5600.27265706575,12028.6849911,1797.54075321156,279.242254422126,279.242254422126,264.125740369087,2844,0,11.2450145043183,0.911140058541859,0.217124773066769,0.0191687818959922,192432729.124649,0,0,0,0.69329210123857,0.559676502892924,0.418784402230383,0.264163804578573,0,0,75.9197423179098,75.9197423179098,80.2648010389875,1.74233289155642,3.78552997294737,1.76245366934838,11.7938911605332,0.58855117996547,0.289525420110736,0.377358490566038,0.0430442050309093,0.107217240072528,-0.0674177477106478,0.135839504714652,-0.30670789876143,0.0317336677490328,0.6492051926617,0.644407001587931,0,0,0.0889282979240252,0.182027979394988,0.0810261345765242,0.742256827012813,0.0125658543681524,-1.20412824181834,0.0151309001272687,-0.0139376272890304
2011,0,730000000,730000000,13208.4151394068,7050.86265437808,12626.3196499219,26191.3009026986,2913.30062815753,2913.30062815753,2855.10757644521,2913,0,13.3304071690587,0.925825190849328,0.229610618588413,0.0171194954029771,239036693.104979,0.080188679245283,1.71370625185737,0.583530578193413,0.634619707451393,0.510055889734609,0.413183573551611,0.33258786105557,0,0,7.27696956335315,7.27696956335315,7.42528939186081,1.60503737778127,3.00672428881256,1.67903241702986,0.809429057333141,0.266442647998826,0.0855403840905802,0,0.0464394852993366,0.122900428240431,0,-0.0296172914832415,-0.365380292548607,0.0262942911088301,0.210019836740545,0.362146809669333,0,0,0.0750164632871162,0.163302052303492,0.069452131439636,0.659360267385296,0.0158757794878973,-1.16552221230993,0.0185035736308786,-0.0118905354408021
2012,0,1000000000,1000000000,12863.905823645,7813.370090489,12483.327276767,-17080.383082475,2305.878944062,2305.878944062,2098.62101895925,2457,0,12.5996038755778,0.922955132602284,0.204911928950904,0.014666507213459199,259174884.125211,0.0566037735849057,1.92156578671833,0.520408932606887,0.654866140229225,0.395418441758163,0.295119636898921,0.368555192947594,0,0,9.19389114272166,9.19389114272166,10.1018715663648,1.64802201529123,2.71329781572822,1.69826517642102,-1.24118996029731,0.2649144739846,0.334133475782397,0.36986301369863,0.0453470693500399,0.106030787192055,-0.0646326368907465,0.173105884890064,-0.345133859770775,0.0325447641181928,0.261389956943407,0.314898506646007,0,0,0.0793675745583028,0.172719572914621,0.07325271030078,0.632528225626194,0.0184165527605738,-0.957060667652209,0.0176257582808869,-0.0303641289503366
2013,0,1125625000,1125625000,13457.5741335294,6805.53942437757,12940.1995828691,-13313.3912330474,2021.95788027807,2021.95788027807,1612.25685841088,2145,0,10.8708753903728,0.912922866493266,0.162498872824996,0.012786650011069,255812783.970777,0.0377358490566038,2.52744735034758,0.395656115195625,0.641475231733675,0.394444005910817,0.297104719287258,0.321016010583848,0,0,10.4848870526841,10.4848870526841,13.1492695406461,1.57532106378522,3.11510942454631,1.63830548858502,-1.5923816576032,0.0271687291201446,0.177572511158337,0.125625,0.0372069451068596,0.0817500982500693,0,0.238976963738384,-0.358524768266325,0.0276075024948271,0.178096215702673,0.155768987132302,0,0,0.0919889120323828,0.172642793086263,0.0839787812581998,0.644747451464576,0.0244586670268405,-0.824830591179685,0.0201742567832159,-0.0233308078283459
2014,0,1159393750,1159393750,14284.2624850686,7164.86008312534,13796.9085000639,7489.93859937575,2135.57214708118,2135.57214708118,1914.49043950772,2073,0,11.0705890386109,0.914468144247293,0.15616690455166,0.0130016407719036,278292570.529392,0.0330188679245283,3.05081735297311,0.327781012201688,0.6251063273469,0.382092512556438,0.298061947100806,0.337965098260629,0,0,9.92708208382254,9.92708208382254,11.0734426051515,1.48415082837917,2.95888541493367,1.53657611050343,2.83046379068674,0.111475723720095,0.0932721019135185,0.03,0.0410271667285793,0.0795618607893546,0,0.169470849606245,-0.3748936726531,0.027267512647831,0.146178084460467,0.231611211953749,0,0,0.0903294302148059,0.164673842430416,0.0826033864194489,0.600023279836939,0.0272991715270533,-0.897026134920361,0.0244880703214406,-0.0214398535300914
2015,0,1600000000,1600000000,14489.406875,5482.4175,13739.029375,1529.636875,1467.495625,1559.995625,1314.02421875,1902,0,8.53463774030433,0.895119245509155,0.125603083789353,0.0118425075060156,280543216.814657,0.0235849056603774,2.93499125,0.340716518320114,0.606796522701892,0.367159081737208,0.284545207474622,0.258604599056604,0,0,14.4463803767728,13.5897817021121,16.1336447970244,1.46313787602848,3.86690725396233,1.54304932476353,13.8594985166005,0.102513364926552,0.399851005654547,0.38003158978561,0.0381389447559204,0.0705484361501834,-0.0337480283394394,0.186056352846815,-0.393203477298108,0.0252543082292546,0.206620556553877,0.0832706967906467,0,0,0.117169589434073,0.191045016330221,0.104880754490845,0.668346726268042,0.0160660569468316,-1.01374029669767,0.0162868093360428,-0.0189445781581375
