date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,655712,498392,198090,2803328,2638138,321140
2019-12-03,1537153,1269146,226840,1727907,1458557,702110
2019-12-04,1866278,1585158,369900,1149012,1006532,1162000
2019-12-05,680905,548222,103240,1064875,978545,142840
2019-12-06,574641,397903,176230,756859,656397,362350
2019-12-09,1328479,1082119,112480,2828691,2575713,366800
2019-12-10,1203437,966468,246350,3041493,2839893,123470
2019-12-11,2167272,1910702,346360,1339108,1226633,237380
2019-12-12,1356188,1056618,200980,1403852,1246722,2749450
2019-12-13,1193572,1039342,250230,1297838,1184562,1001410
2019-12-16,2454478,1821718,181530,2317342,2230472,811080
2019-12-17,1712355,1252280,189580,4343255,4182270,2348070
2019-12-18,1580409,1355509,261700,1609901,1381401,975150
2019-12-19,1732665,1283504,286350,3050555,2803185,1078110
2019-12-20,1138608,878238,223210,787962,651652,306680
2019-12-23,801622,640322,368360,1046408,875178,109240
2019-12-24,1001752,832862,255670,1361198,1239488,452540
2019-12-25,1902866,1744052,312970,1107944,989894,327750
2019-12-26,742836,453385,21690,1402344,1325585,61240
2019-12-27,835350,715425,116550,1541370,1422175,67310
2019-12-30,1353198,1116128,257010,2079032,1900022,868510
2019-12-31,755144,586864,57600,1437766,1344736,224530
2020-01-02,1813459,1579058,270400,1035731,829152,275190
2020-01-03,1486161,1305671,460030,1990069,1721600,991870
2020-01-06,867163,746433,96660,1742107,1568637,211800
2020-01-07,1213345,1063485,163890,1470835,1360365,86880
2020-01-08,1531263,1309205,195560,2632687,2385407,441810
2020-01-09,1894040,1706570,248220,1404430,1228240,463070
2020-01-10,5276293,4668923,627390,3317657,3041377,2017960
2020-01-13,1473771,1218011,136440,1448049,1316221,160360
2020-01-14,2530234,2296388,421470,2027686,1825326,721960
2020-01-15,2391227,2189082,141480,1234703,1092958,670100
2020-01-16,5153996,4756421,684740,3015554,2674949,1615060
2020-01-17,2400202,2054242,317150,2376128,2089398,1410550
2020-01-20,1886446,1707006,404710,2417044,2211224,2187930
2020-01-21,2949437,2616882,308930,2265053,1993566,959070
2020-01-22,2308728,1986428,473210,2682792,2525342,3875010
2020-01-30,2759146,2137606,804800,6235864,5856734,758010
2020-01-31,3208978,2664493,482160,4856012,4489477,1680810
2020-02-03,7767358,6885778,633120,6352662,5870092,666640
2020-02-04,6335836,5463881,617440,3125964,2819246,1532970
2020-02-05,3640702,3061032,327830,3536298,3246498,1635070
2020-02-06,7220638,6549308,2251610,4898362,4514822,1267470
2020-02-07,3214513,2690003,437210,4836087,4481177,797240
2020-02-10,2573242,2060717,228950,3538358,3375033,991940
2020-02-11,2153130,1849060,337580,2178470,1835290,1794060
2020-02-12,6151378,5553038,1321620,4829112,4320662,4651120
2020-02-13,2513681,1929561,535270,4067949,3805029,913620
2020-02-14,5324189,4789649,854450,3759361,3373581,942410
2020-02-17,4875817,4359177,784150,4817813,4433573,1547380
2020-02-18,2720084,2385484,429870,2680816,2456956,445450
2020-02-19,1797812,1453498,484760,2788308,2514398,1511610
2020-02-20,3084785,2845815,491660,3019685,2669935,692470
2020-02-21,2199515,1809215,527920,6595845,6232065,925000
2020-02-24,4130102,3286722,437380,8006848,7513218,807140
2020-02-25,6381222,5409942,498840,5545188,5235618,532600
2020-02-26,2322704,1934114,296960,2756926,2533736,343470
2020-02-27,2354001,2011631,389450,1692119,1390919,448470
2020-02-28,2838103,2255523,480220,4181967,3847937,629110
2020-03-02,2784532,2099922,517580,2218588,1914518,354110
2020-03-03,3052506,2728756,284360,2736194,2489464,890250
2020-03-04,1528711,1301381,328680,2327359,2083799,392320
2020-03-05,1818645,1551950,318000,2693565,2168940,1245410
2020-03-06,1767770,1486985,338370,2054690,1812510,209950
