Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2014,4,3356391451921,-1706353829944,1650037621977,432600522400,-210304652866,222295869534,5006018727,157301305393,0,83854604251,0,83854604251,30829744239,2149325164121,-869371902643,1279953261478,-530690519228,749262742250,-160613296710,-2663892000,-163277188710,533480135136,-52505418404,0
2015,1,3589449000000,-1588156000000,2001293000000,184249000000,-72822000000,111427000000,32545000000,20783000000,0,108030000000,0,108030000000,7184000000,2281262000000,-721080000000,1560182000000,-762815000000,797367000000,-176985000000,0,-176985000000,619906000000,-476000000,0
2015,2,3397274000000,-1512695000000,1884579000000,188505000000,-60515000000,127990000000,7818000000,-2854000000,0,254082000000,-46680000000,207402000000,52229000000,2277164000000,-821828000000,1455336000000,-424686000000,1030650000000,-211361000000,-1139000000,-212500000000,818626000000,476000000,0
2015,3,3130201000000,-1539320000000,1590881000000,294037000000,-91559000000,202478000000,59222000000,71851000000,0,99908000000,0,99908000000,16624000000,2040964000000,-803701000000,1237263000000,-512308000000,724955000000,-153701000000,0,-153701000000,603089000000,31835000000,0
2015,4,3420705000000,-1578927000000,1841778000000,861179000000,-759236000000,101943000000,59463000000,28885000000,0,109400000000,0,109400000000,15642000000,2157111000000,-1102522000000,1054589000000,-402259000000,652330000000,-165352000000,0,-165352000000,448450000000,-38528000000,0
2016,1,3471723000000,-1703622000000,1768101000000,179041000000,-60789000000,118252000000,24985000000,11189000000,0,117154000000,0,117154000000,4131000000,2043812000000,-922057000000,1121755000000,-239426000000,882329000000,-175554000000,0,-175554000000,705157000000,-1618000000,0
2016,2,3741095000000,-1883890000000,1857205000000,237428000000,-76430000000,160998000000,1788000000,-11189000000,-41610000000,193662000000,-31376000000,162286000000,80303000000,2209781000000,-887160000000,1322621000000,-342740000000,979881000000,-178220000000,0,-178220000000,799262000000,-2399000000,0
2016,3,4091465000000,-2020466000000,2070999000000,281394000000,-101427000000,179967000000,14256000000,145048000000,0,135802000000,0,135802000000,1872000000,2547944000000,-1075937000000,1472007000000,-545765000000,926242000000,-191388000000,-164000000,-191552000000,757068000000,22378000000,0
2016,4,4248194000000,-1965555000000,2282639000000,600027000000,-376604000000,223423000000,72325000000,0,-1995000000,461577000000,0,461577000000,15851000000,3053820000000,-1289514000000,1764306000000,-902173000000,862133000000,-221708000000,0,-221708000000,585778000000,-54647000000,0
2017,1,4455444000000,-2048832000000,2406612000000,615559000000,-382893000000,232666000000,30258000000,82483000000,0,144265000000,0,144265000000,5440000000,2901724000000,-1210618000000,1691106000000,-579164000000,1111942000000,-222283000000,0,-222283000000,889659000000,0,0
