Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2011,1,719532445106,-834351721312,3097099131,55501267316,0,925891025,-55588763289,0,-110883782023,0,443159285174,665560411724,-28260000,-1527573657997,0,0,-17079960629,-1420119421338,338393019017,946638440296,0,-2181000000,-26012325817,0,67674831193,-642452420400,0,-1569174846,0,-644021595246,-17858911277,0,0,0,0,0,-5338347380,0,2316761242,-20880497415,0,0,0,0,0,0,0,-664902092661,3058866141951,0,2393964049290
2016,1,799504022159,-945964514417,-1486977567,486227165932,0,8462676491,-123060317986,-32381111929,191300942683,0,-400000000000,-2394138890412,0,-1047379944652,0,0,-125430415394,-887287723735,-1755121421896,3517886417644,0,0,4605338,0,127943390222,-2772223040202,0,0,0,-2772223040202,-2375902809,0,-1045558326,0,0,0,0,32504455063,3960000000,33042993928,110999480000,0,0,0,0,0,110999480000,-2628180566274,4940875059923,0,2312694493649
2016,2,1364635813333,-1073978505610,1827726816,190773385827,0,17496839764,-127488374205,-24327991906,348938894019,0,-235000000000,-801740893770,0,-943464977554,0,-9827847186,4908640487,364174000,1065000844556,762764846778,0,7900761279,82832,0,36023169376,235867694817,0,53866576344,0,289734271161,-3138185560,-14912550819,0,0,0,0,-14467029644,0,2758000000,-29759766023,489000520000,0,0,-233031997356,0,0,255968522644,515943027782,2312694493649,0,2828637521431
2016,3,1083153764304,-1295324773290,4072692921,90930666886,0,4801648583,-134550611490,-28007223437,-274923835523,0,360000000000,404253352099,0,-441877666753,0,-459662616,258192130965,23250707625,572953011638,1200181902682,0,0,393452,0,-273454183747,1828116149822,0,0,0,1828116149822,-37656545549,14912550819,0,0,4050645733,0,-30309220356,14364220356,2034320000,-32604028997,0,0,0,0,0,0,0,1795512120825,2828637521431,0,4624149642256
2016,4,2938275400204,-882720206683,-1129442170,-746558218645,0,-4931164838,-286057696319,-22742672728,994135998821,0,-3486122000000,2762327432083,0,-3914985411041,0,10287509802,119070643942,315480842110,4748221565702,780267832896,0,238721,949885918378,0,303353624149,3581924195563,0,-121656576344,0,3460267619219,-347975366082,0,1045558326,0,3835354267,0,16500250000,324581,-320000,-326594198908,0,0,0,-2644,0,0,-2644,3133673417667,4624149642256,0,7757823059923
2017,1,868094000000,-1062689000000,383000000,470087000000,0,2436000000,-141246000000,-50861000000,86204000000,0,-877000000000,-1532799000000,-3488000000,-782678000000,0,0,-10981000000,181571000000,-156153000000,3272325000000,0,0,0,0,43367000000,220368000000,0,0,0,220368000000,-9777000000,14000000,0,0,0,0,0,0,68000000,-9695000000,0,0,0,0,0,0,0,210673000000,7757823000000,0,7968496000000
2017,2,2584542000000,-1244375000000,8348000000,-447816000000,0,3302000000,-151900000000,-28623000000,723478000000,0,-608000000000,-742125000000,26849000000,-2037575000000,0,0,35541000000,-490566000000,4565649000000,680532000000,0,-5614000000,0,0,-193462000000,1954707000000,0,-9407000000,0,1945300000000,-4661000000,8000000,0,0,6567000000,0,0,0,2288000000,4202000000,0,0,0,0,0,0,0,1949502000000,7968496000000,0,9917998000000
2017,3,634547000000,-1215329000000,30594000000,1002404000000,0,807000000,-169287000000,-29877000000,253859000000,0,973893000000,566168000000,-477000000,-1161686000000,0,12866000000,-9331000000,-11628000000,1361503000000,99354000000,0,0,0,0,-146662000000,1937859000000,0,86283000000,0,2024142000000,-3836000000,-22000000,-473000000,0,2000000,0,0,0,519000000,-3810000000,0,0,0,0,0,0,0,2020332000000,9917998000000,0,11938330000000
2017,4,1624099000000,-1375428000000,22370000000,311134000000,0,19284000000,-179032000000,-78402000000,344025000000,0,526107000000,43060000000,-29397000000,-3403319000000,0,-25424000000,39629000000,-1547000000,5927949000000,206185000000,0,1600000000,-500000000000,0,45286000000,3174154000000,0,0,0,3174154000000,-11432000000,0,-691000000,-27621000000,27620000000,0,0,0,11815000000,-309000000,0,0,0,0,0,0,0,3173845000000,11938330000000,0,15112175000000
2018,1,923762000000,-1332314000000,5856000000,619995000000,0,47773000000,-232419000000,-5887000000,26766000000,0,-328000000000,501904000000,-1203000000,-888837000000,0,0,-59140000000,2262000000,-6268102000000,1258832000000,0,0,0,0,204794000000,-5550724000000,0,0,0,-5550724000000,-1160000000,0,-543000000,0,0,0,0,367000000,5183000000,3847000000,462049000000,0,0,-462049000000,0,0,0,-5546877000000,15327154000000,0,9780277000000
2018,2,1619518000000,-1285747000000,23961000000,349944000000,0,30027000000,-173285000000,-41251000000,523167000000,0,-672000000000,-624809000000,7235000000,-3213182000000,0,0,8686000000,-1339000000,1339472000000,1192173000000,0,-1170000000,0,0,-333913000000,-1775680000000,0,87843000000,0,-1687837000000,-11129000000,0,-806000000,0,465000000,0,0,5500000000,4631000000,-1339000000,0,0,0,0,0,0,0,-1689176000000,9780277000000,0,8091101000000
2018,3,1449977000000,-1321964000000,6917000000,136965000000,0,3092000000,-177159000000,-43692000000,54136000000,0,1000000000000,1259176000000,4392000000,-1388328000000,0,-5600000000,-33668000000,5396000000,-4994071000000,4594156000000,0,9750000000,0,0,-60696000000,444643000000,0,-1000000,0,444642000000,-3515000000,0,-1860000000,0,712000000,0,0,0,15536000000,10873000000,500000000000,0,0,-462049000000,0,0,37951000000,493466000000,8091101000000,0,8584567000000
2018,4,1925882000000,-1434041000000,36270000000,280354000000,0,-81878000000,-274967000000,-27067000000,523612000000,0,0,-15796000000,-57503000000,-3001494000000,0,-317919000000,52299000000,203000000,4491210000000,2074162000000,0,0,383848000000,0,-6851000000,4125771000000,0,0,0,4125771000000,-10622000000,0,-368000000,0,7000000,0,0,0,0,-10983000000,0,0,0,0,0,0,0,4114788000000,8584566000000,0,12699354000000
2019,1,993300000000,-1685591000000,32964000000,577341000000,0,7144000000,-266488000000,-51855000000,-379450000000,0,-420246000000,-287981000000,63556000000,-1608510000000,0,0,-27668000000,16121000000,-3054759000000,2396380000000,0,0,755079000000,0,-12252000000,-2559730000000,0,0,0,-2559730000000,-1372000000,0,0,0,0,0,0,0,0,-1372000000,0,0,0,0,0,0,0,-2561102000000,12699355000000,0,10138253000000
2019,2,2238793000000,-1522285000000,20950000000,238908000000,0,-4024000000,-231101000000,-49094000000,692990000000,0,63660000000,-2344073000000,9979000000,-3645724000000,0,0,-7200000000,46423000000,198514000000,2102865000000,0,-6880000000,2099066000000,0,-87882000000,-878262000000,0,101569000000,0,-776693000000,-6578000000,0,0,0,0,0,0,0,5772000000,-806000000,0,0,0,0,0,0,0,-777499000000,10138253000000,0,9360754000000
2019,3,1314527000000,-1690118000000,11447000000,157216000000,0,-1571000000,-220814000000,-36974000000,-424937000000,0,77697000000,1467025000000,249000000,-597164000000,0,-12898000000,-59151000000,23729000000,-901626000000,-1353967000000,0,0,-2694000000,0,21006000000,-1762731000000,0,0,0,-1762731000000,-6869000000,142000000,0,0,0,0,0,0,2176000000,-4551000000,0,0,0,0,0,0,0,-1767282000000,9360754000000,0,7593472000000
2019,4,3049729000000,-1777104000000,7364000000,337937000000,0,13480000000,-304949000000,-41662000000,1295078000000,0,-178892000000,103635000000,-18534000000,-3102500000000,0,8140000000,27086000000,-2717000000,5010437000000,483571000000,0,0,1948955000000,0,-16765000000,5557494000000,0,-15075000000,0,5542419000000,-31916000000,-142000000,0,0,0,0,0,0,7349000000,-24709000000,1000000000000,0,0,-984925000000,0,0,15075000000,5532785000000,7593472000000,0,13126257000000
2020,1,1566429000000,-2040904000000,7487000000,496980000000,0,-1709000000,-347911000000,-55989000000,-373537000000,0,-95025000000,-2773487000000,27641000000,-461736000000,0,2631000000,0,-4224000000,-4998021000000,6313129000000,8783000000,0,499188000000,0,787000000,-1853871000000,0,0,0,-1853871000000,-12170000000,0,-197000000,-2000000,0,0,0,0,0,-12369000000,0,0,0,0,0,0,0,-1866240000000,13584038000000,0,11717798000000
2020,2,2781512000000,-1721655000000,7021000000,248395000000,0,-8794000000,-251761000000,-35782000000,1047391000000,0,33507000000,-468737000000,-19374000000,-620002000000,0,2994000000,-18344000000,-12670000000,-984486000000,1801768000000,-8783000000,-2467000000,99555000000,0,35069000000,885421000000,0,-1080000000,0,884341000000,-54726000000,0,-1933000000,2000000,4119000000,0,0,0,0,-52538000000,0,0,0,0,0,0,0,831803000000,11717798000000,0,12091820000000
