Year,Quarter,1. Interest and similar receipts,2. Interest and similar payments,3. Fees and commission income received,"4. Net receipts from dealing of foreign currrencies, gold",5. Net receipts from dealing of securities,6. Other operating income,7. Payments to employees and other operating expenses,8. Corporate income tax paid during the year,9. Cash flow from operating activities before changes in operating assets and liabilities,10. Increase/decrease in compulsory reserves with the SBV,11. Increase/decrease in placements with and loans to other credit institutions,12. Increase/decrease in trading securities,13. Increase/decrease in derivatives and other financial assets,14. Increase/decrease in loans and advances to customers,15. Increase/decrease in interest receivable,16. Increase/decrease in provision for loan losses,17. Increase/decrease in other operating assets,18. Increase/decrease in borrowings from the State and SBV,19. Increase/decrease in placments and borrowings from other credit institutions,20. Increase/decrease in deposits from customers,21. Increase/decrease in derivatives and other financial liabilities,"22. Increase/decrease in funds received from Gov, international and other institutions",23. Increase/decrease in valuable papers issued,24. Increase/decrease in accrued interest expenses,25. Increase/decrease in other operating liabilities,26. Net Cash Flows from Operating Activities before BIT,27. Business Income Tax Paid,28. Payment from reserves,29. Bad Debt Recoveries,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal of fixed assets,3. Payments on disposal of fixed assets,4. Purchases of investment properties,5. Proceeds from disposal of investment properties,6. Payments on disposal of investment properties,7. Cash paid for investments in other entities,8. Proceeds from disposal of investment in other entities and other LT investments,9. Dividend income,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Increase in charter captial,2. Proceeds from issuance of convertible bonds,3. Payments for redemption of convertible bonds,4. Dividend paid,5. Purchase of treasury shares,6. Proceeds from selling of treasury shares,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net Increase/Decrease in cash and cash equivalents,Cash and Cash Equivalents at beginning of the period,Foreign Exchange Differences Adjustment,CASH AND CASH EQUIVALENTS AT THE END OF PERIOD
2009,0,1037383266275,-858271819867,14731355281,14849487283,2284721328,0,-149569588233,-45148851209,16258570858,0,166178702921,-1720275831658,0,-2768254735206,0,0,-324838733812,0,685688324033,2233190621967,-2306000000,11674000000,1602234246473,0,505055976822,404605142398,0,-20021000000,0,384584142398,-14234183259,0,0,0,0,0,-63000000000,2500000000,10613293407,-64120889852,0,770246620000,0,-58526000000,0,0,711720620000,1032183872546,480981543370,0,1513165415916
2010,0,2698768864655,-2471315345997,22355883207,52219063911,0,13880628258,-241114084355,-52044497626,22750512053,0,-767424442000,-2940066345310,0,-4924380866093,0,0,-704667440393,3379645795162,5053213439906,2739429450287,0,4984000000,-674427488477,0,-208552989736,980503625399,0,-20988000000,0,959515625399,-49516317734,0,0,0,0,0,-141966100000,1100000000,12962930548,-177419487186,0,785142470000,0,-26902000000,0,0,758240470000,1540336608213,1513165415916,0,3053502024129
2011,0,1907533895423,-3328089737784,79964177420,-95716004484,0,10282767843,-360628294443,-42710312915,-1829363508940,0,226840000000,3219250793294,0,-2690509086629,0,0,127383467920,-52943610224,541691377259,707309411140,0,-20580000000,-827454364386,0,166078884409,-432296636157,0,-31829053930,0,-464125690087,-77660618561,0,0,-3500000000,0,0,-290658347380,6036847380,11328469642,-354453648919,0,0,0,-80713435185,0,0,-80713435185,-899292774191,3053502024129,0,2154209249938
2012,0,3618505436240,-4123117479039,40631795195,13320132258,0,12356249138,-566491398590,-19951967057,-1024747231855,0,-548915558000,-282281502299,0,-5458835583322,0,0,244409380736,-2971798703569,-8037922076595,19685694921127,0,-876000000,-100157815755,0,-469369014121,1035200816347,0,-41641251145,0,993559565202,-28481012834,0,0,0,0,0,-6970000000,26136352539,11524554300,2209894005,0,0,0,-90291912123,0,0,-90291912123,905477547084,2154209249938,0,3059686797022
2013,0,4951062449060,-3373913546227,-10372227419,23339433424,40284668089,0,-616295700984,-23183442497,990921633446,1055000000000,-11299943678594,0,0,-7190001179528,0,-337148690140,443615529423,-49617379440,2578276474946,13378852968786,-37155200,-7314000000,0,0,76058008967,-361337467334,0,-585573007,0,-361923040341,-137813465248,0,-5568593316,-23207164825,0,0,-75080000000,33248056045,9961704244,-198459463100,0,0,0,-18991865043,0,0,-18991865043,-579374368484,3059686797022,0,2480312428538
2014,0,5261348091472,-3007042182920,4198299697,72433017410,0,36594314808,-500471484089,-106044479812,1761015576566,0,-366000000000,-364315757775,-2813150000,-6925142011631,-104904143496,0,-108388004796,-267843001929,1544050888980,3904870760956,0,-6607000000,499943491808,0,-49872894040,-486005245357,0,-48911716483,0,-534916961840,-12041489152,0,-7991516274,0,0,0,-18030000000,156506513984,7485511781,125929020339,700000000000,0,0,-113607370987,0,0,586392629013,177404687512,2480312428538,0,2657717116050
2015,0,4570212000000,-3317734000000,3441000000,29010000000,0,37126000000,-544129000000,-68096000000,709830000000,0,410000000000,639765000000,2813000000,-5316384000000,0,-18789000000,-50650000000,938888000000,-2533929000000,6583128000000,0,-1900000000,8000000,0,24776000000,1387556000000,0,-42398000000,0,1345158000000,-10184000000,0,-717000000,0,12646000000,0,-1200000000,321180000000,27275000000,349000000000,700000000000,0,0,-111000000000,0,0,589000000000,2283158000000,2657717000000,0,4940875000000
2016,0,6185569000000,-4197988000000,3284000000,21373000000,0,25830000000,-671157000000,-107459000000,1259452000000,0,-3761122000000,-29299000000,0,-6347708000000,0,0,256741000000,-548192000000,4631054000000,6261101000000,0,7901000000,949891000000,0,193866000000,2873685000000,0,-67790000000,0,2805895000000,-391146000000,0,0,0,7886000000,0,-28276000000,46869000000,8752000000,-355915000000,600000000000,0,0,-233032000000,0,0,366968000000,2816948000000,4940875000000,0,7757823000000
2017,0,7031188000000,-4897922000000,56195000000,29256000000,0,-17042000000,-640419000000,-187762000000,1383838000000,0,0,-1450717000000,-6513000000,-7385258000000,0,0,55599000000,-322169000000,11698948000000,4258396000000,0,-4014000000,-500000000000,0,-153361000000,7574749000000,0,-21832000000,0,7552917000000,-30803000000,100000000,0,0,32444000000,-18000000,0,0,14690000000,16413000000,0,0,0,0,0,0,0,7569330000000,7757823000000,0,15327153000000
2018,0,7246888000000,-5374138000000,30753000000,78886000000,0,2591000000,-878832000000,-117898000000,1087309000000,0,0,1120473000000,-47079000000,-9051374000000,0,279766000000,-33000000000,6522000000,-5431491000000,9119323000000,0,8580000000,383848000000,0,-15280000000,-2572403000000,0,-35499000000,0,-2607902000000,-86672000000,0,-3577000000,0,1184000000,0,0,5867000000,25350000000,-57848000000,37951000000,0,0,0,0,0,37951000000,-2627799000000,15327153000000,0,12699354000000
2019,0,8810450000000,-6675098000000,102161000000,63754000000,0,14968000000,-1023913000000,-179585000000,1178949000000,0,-457781000000,-1061396000000,55250000000,-8956023000000,0,-2125000000,-61392000000,83556000000,1252566000000,3628849000000,0,-6880000000,4800406000000,0,24122000000,478101000000,0,-18724000000,0,459377000000,-47771000000,0,0,0,0,0,0,0,15297000000,-32474000000,0,0,0,0,0,0,0,426903000000,12699354000000,0,13126257000000
