Year,Quarter,1. Interest and Similar Income,2. Interest and Similar Expenses,I. Net Interest Income,3. Fees and Commission income,4. Fees and Commission expenses,II. Net Fee and Commission Income,III. Net gain/(loss) from foreign currency and gold dealings,IV. Net gain/(loss) from trading of trading securities,V. Net gain/(loss) from disposal of investment securities,5. Other incomes,6. Other expenses,VI. Net Other income/(expenses),VII. Dividends income,Total operating income,VIII.General and Admin expenses,IX. Operating Profit Before Provision for Credit Losses,X. Provision for credit losses,XI. Profit before tax,7. Business income tax - current,8. Business income tax - deferred,XII. Business Income Tax,XIII. Net Profit For the Year,XIV. Minority Interest,XV. Basic Earnings Per Share
2011,1,982087205950,-883553040940,98534165010,6171348568,-3074249437,3097099131,-4159523820,-14944488019,0,1012175641,-86284616,925891025,2316761242,85769904569,-56544737787,29225166782,0,29225166782,-7306291696,0,-7306291696,21918875086,0,0
2012,2,1532619166690,-1383302957818,149316208872,5839102411,-5706608567,132493844,3638821002,0,0,835196978,-17561558,817635420,3235400000,157140559138,-103277453208,53863105930,-10845284673,43017821257,0,0,0,43017821257,0,0
2013,2,2044158746177,-1748359167182,295799578995,4466846092,-5830947530,-1364101438,1793467275,13467553884,-28698925456,13749220689,-27460500,13721760189,1485000000,296204333449,-183353452075,112850881374,-62223274815,50627606559,-12285651640,0,-12285651640,38341954919,0,0
2016,1,1240071046860,-970000621179,270070425681,4085978506,-5572956073,-1486977567,-16646933059,0,-16988387186,9180369856,-717693365,8462676491,3960000000,247370804360,-125421931312,121948873048,0,121948873048,0,0,0,121948873048,0,0
2016,2,1417153673757,-989314021305,427839652452,6865707932,-5037981116,1827726816,-1174037718,0,-12377350604,17557087928,-60248164,17496839764,2758000000,436370830710,-135624494607,300746336103,-151356094327,149390241776,-28007223437,589007622,-27418215815,121972025961,0,0
2016,3,1496039900444,-1232877261429,263162639015,9657012761,-5584319840,4072692921,-3693503295,0,2055987827,10646774316,-5845125733,4801648583,2034320000,272433785051,-149577816631,122855968420,-6970069444,115885898976,-22742125054,-589007622,-23331132676,92554766300,0,0
2016,4,1484472000000,-1111633000000,372839000000,6988000000,-7856000000,-868000000,38845000000,0,31352000000,3832000000,-6577000000,-2745000000,0,439423000000,-294342000000,145081000000,94319000000,239400000000,-50862000000,0,-50862000000,188538000000,0,0
2017,1,1522710000000,-1211331000000,311379000000,5264000000,-4881000000,383000000,7795000000,0,6545000000,8838000000,-6402000000,2436000000,68000000,328606000000,-149634000000,178972000000,-36167000000,142805000000,-28623000000,0,-28623000000,114182000000,0,0
2017,2,1757277000000,-1278610000000,478667000000,35669000000,-5321000000,30348000000,7870000000,0,61000000,36321000000,-32997000000,3324000000,2288000000,522558000000,-160016000000,362542000000,-210177000000,152365000000,-29877000000,0,-29877000000,122488000000,0,0
2017,3,1722153000000,-1300026000000,422127000000,11019000000,-2425000000,8594000000,412000000,0,-16303000000,2063000000,-1278000000,785000000,520000000,416135000000,-177960000000,238175000000,-50770000000,187405000000,-37402000000,0,-37402000000,150003000000,0,0
2017,4,1812613000000,-1364273000000,448340000000,23602000000,-1232000000,22370000000,9399000000,0,12081000000,19841000000,-556000000,19285000000,11814000000,523289000000,-261293000000,261996000000,811000000,262807000000,-47429000000,0,-47429000000,215378000000,0,0
2018,1,1790862000000,-1351412000000,439450000000,8926000000,-3070000000,5856000000,7200000000,0,-9516000000,48749000000,-976000000,47773000000,5183000000,495946000000,-189969000000,305977000000,-95568000000,210409000000,-41072000000,0,-41072000000,169337000000,0,0
2018,2,1823740000000,-1371434000000,452306000000,28128000000,-4167000000,23961000000,1807000000,0,71759000000,30280000000,-253000000,30027000000,4631000000,584491000000,-247177000000,337314000000,-113328000000,223986000000,-43871000000,0,-43871000000,180115000000,0,0
2018,3,1839096000000,-1511467000000,327629000000,11269000000,-4352000000,6917000000,550000000,4749000000,16360000000,4219000000,-1127000000,3092000000,15536000000,374833000000,-201072000000,173761000000,-24981000000,148780000000,-27068000000,0,-27068000000,121712000000,0,0
2018,4,2134383000000,-1655040000000,479343000000,44487000000,-8217000000,36270000000,7129000000,0,1598000000,20682000000,-3501000000,17181000000,0,541521000000,-241639000000,299882000000,-40474000000,259408000000,-50931000000,0,-50931000000,208477000000,0,0
2019,1,2023919000000,-1622174000000,401745000000,44056000000,-11091000000,32965000000,6095000000,0,-8192000000,21521000000,-641000000,20880000000,0,453493000000,-208548000000,244945000000,0,244945000000,-49040000000,0,-49040000000,195905000000,0,0
2019,2,2261283000000,-1720214000000,541069000000,29240000000,-8291000000,20949000000,1186000000,0,7373000000,787000000,-4030000000,-3243000000,5772000000,573106000000,-268742000000,304364000000,-113302000000,191062000000,-37028000000,0,-37028000000,154034000000,0,636
2019,3,2305448000000,-1818150000000,487298000000,18511000000,-7064000000,11447000000,-4206000000,0,4414000000,40922000000,-1143000000,39779000000,2176000000,540908000000,-302308000000,238600000000,-28378000000,210222000000,-41662000000,0,-41662000000,168560000000,0,0
