Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2005,0,272860483230,-97089312448,-24409617121,-8702562007,-14404174815,12848631075,-101747951246,0,39355496668,-316421838,78690910,-70000000,0,-38637184435,0,4375448862,-34569466501,30390567270,-21129077481,57968544106,-50400000000,0,-13243386519,0,3586647376,8372677543,12636121942,0,21008799485
2006,0,187176698416,-142003114075,-33760636562,-442769157,-8815052245,53464159444,-116538502242,3552093234,-60919216421,-2581192432,171458438,-107157450000,1900000000,-84507214665,8250000000,11561248328,-172363150331,338988780000,-42593064000,58041152092,-76227360338,0,-6857790952,0,271351716802,38069350050,21008799485,0,59078149535
2007,0,489524577530,-329200583614,-42338134271,-125883333,-12949505745,213347272432,-294772687689,3993788412,23485055310,-64399682060,147108369,-67893349427,130011822331,-239905280100,30000000000,72258996850,-139780384037,126958487663,0,0,-36000000000,0,-19746918500,0,71211569163,-45083759564,59078149535,0,13994389971
2008,0,673017953215,-286102406412,-56300590254,0,-78441617042,480645613332,-522428067293,20851918797,210390885546,-14884428120,0,-1479244707495,1405139108053,-258805096441,55148607699,38061133129,-254585383175,179300160000,-59906424991,72162378071,-4000000000,0,-53607345000,0,133948768080,89754270451,13994389971,0,103748660422
2009,0,534387987063,-454538353266,-69687985659,-547088513,-16288017850,197314046184,-262299806520,6775094293,-71659218561,-82852636714,13845453,-51394022796,127163694893,-262056749036,222833483773,39384163710,-6908220717,112357335759,-2320479507,121998404261,-87286500000,0,-71999322000,0,72749438513,-5818000765,103748660422,0,97930659657
2010,0,563055785177,-490149792849,-71171191197,-20102682881,-97829726855,285359411610,-273304116771,31073437388,-104142313766,-65514105720,2244318180,0,23312878353,-231781522565,21556242450,45780984304,-204401204998,0,0,584802726245,-209502000000,-61100711970,0,0,314200014275,5656495511,97930659657,0,103587155168
2011,0,846728007993,-745732728713,-61860791300,-77786236329,-28798600081,244063123821,-155810670362,0,20802105029,-27042340452,44350914091,-12950000000,131713657118,-228610478781,33599979000,13436936870,-45501332154,40000000,-2962357112,496601139209,-439357902477,0,-84421382088,0,-30100502468,-54799729593,103587155168,0,48787425575
2012,0,341110119740,-151245227649,-63546304218,-62887090163,-14762791777,162579149925,-206539065454,13826979964,4708790404,-986692273,938675379,-8000000000,13133781893,-130967214747,108100795774,25771439718,7990785744,1700000000,0,308986213100,-320322099906,0,-13787248957,0,-23423135763,-10723559615,48787425575,0,38063865960
2013,0,327642359798,-140480326702,-65570399086,-69618845775,-18811626113,198186868056,-216743354289,11446581087,14604675889,-1185229661,42136363,-21670000000,4520000000,-147963877791,117820883023,10450374718,-37985713348,4044023436,-680000,372775243383,-345444395980,0,0,0,31374190839,7993153380,38063865960,0,46057019340
2014,0,613707377181,-370860486708,-74031400222,-48229057708,-5887456796,588253770329,-591211254085,18063090817,111741491991,-4515300936,12554640747,-18180932000,19310000000,-99948705245,137331209445,20257577202,66808489213,2927054639,0,334324644572,-471213553312,0,3763665590,0,-130198188511,48351792693,46057019340,0,94408812033
2015,0,713302976815,-275638912163,-77231292580,-55926861736,-5428408653,405035441616,-321168157505,18540310268,382944785794,-5748288907,208065366,-360240660000,74500000000,-106313338615,94245033961,7774854987,-295574333208,0,0,787240416356,-625735008397,0,-38150420000,0,123354987959,210725440545,94408812033,0,305134252578
