Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2012,3,0,0,0,0,0,0,0,0,307057700777,19181987799,5349465468,0,-62750655163,-169500950736,66600000000,13499382523,-127620770109,0,0,-91236040107,26767458279,0,-51175000,0,-64519756828,114917173840,166590439505,0,281507613345
2012,4,0,0,0,0,0,0,0,0,-98775296092,-80092771358,-4994738197,0,31494373000,146396176787,-66600000000,21167729322,47370769554,0,0,153575902475,-122576248647,0,-2906325000,0,28093328828,-23311197710,281507613345,343724229,258540139864
2013,1,1131443790704,-638950570682,-291955505796,-105059261,-15468618396,50540621000,-106220029153,0,129284628416,0,0,-17430000000,0,-112610000000,1300000000,1935554784,-126804445216,0,0,180340453522,-393791198,0,-800000000,0,179146662324,181626845524,251740139864,1514444628,434881430016
2013,4,0,0,0,0,0,0,0,0,-128202261189,-68978749374,21022001119,6791000000,-26891000000,148501999789,82691689731,56532043753,219668985018,0,0,141398070366,-121337444680,0,0,0,20060625686,111527349515,212489276465,-209497550,323807128430
2014,1,1315646144576,-583605898958,-357585146534,-44240000,-29727253882,43055592716,-91763132164,0,295976065754,-9949880680,293837500,-33000000000,10000000000,-147560000000,0,1277930011,-178938113169,0,0,0,-967000000,0,0,0,-967000000,116070952585,323807128430,0,439878081015
2014,4,0,0,0,0,0,0,0,0,-224233559970,-43987289445,-956303198,-80200000000,95391000000,192719999789,61680000211,8317440029,232964847386,0,0,130937172674,-140910432110,0,-3136000000,0,-13109259436,-4377972020,281371294777,1436854162,278430176919
2015,1,1727920782660,-827047873658,-448965041542,0,-25570592630,52725832284,-117829991379,23988250194,361233115735,-20020414543,0,-35000000000,2000000000,-212420000000,0,7953701478,-257486713065,0,0,0,-173000000,0,0,0,-173000000,103573402670,278430176919,1869359544,383872939133
2015,2,0,0,0,0,0,0,0,0,-139443706029,-127063410320,128990506,-25000000000,31000000000,121100000000,840000000,10374695055,11380275241,0,0,112296997130,-131053898077,0,-84000000000,0,-102756900947,-230820331735,383872939133,-1869359544,151183247854
2015,3,0,0,0,0,0,0,0,0,632769804802,-25413987760,5941500118,0,6500000000,-111580000000,26933750000,13284374561,-84334363081,0,0,2500000000,-2534000000,0,0,0,-34000000,548401441721,151183247854,15782950640,715367640215
2015,4,1457447934157,-1448684021999,-240821702944,0,-46770923223,57598832459,-119773023106,0,-341002904656,-93890983781,47800000,-99000000000,206200000000,234886000000,20000000000,30729325903,298972142122,0,0,71883827910,-88308591606,0,0,0,-16424763696,-58455526230,656782879202,15620850429,613948203401
2016,1,1846285680300,-997136026143,-541734481116,-21000000000,-13441336161,39857364581,-142240991917,32416425658,170590209544,-14967703241,104963637,-25000000000,4000000000,0,0,926623151,-34936116453,0,0,14890737360,-47132129580,0,0,0,-32241392220,103412700871,432105376102,0,535518076973
2016,2,0,0,0,0,0,0,-175829464584,0,-175829464584,-65871595689,245953777,-18000000000,27000000000,-44000000000,12246522026,9124035130,-79255084756,0,0,75915287280,-21546630340,0,-126000000000,0,-71631343060,-326715892400,535518076973,-235770143,208566414430
2016,3,0,0,0,0,0,0,0,0,666229559541,44509911258,2984248222,-25000000000,4000000000,-242731000000,-12246522026,10579595000,-217903767546,0,0,-499411080,154313970,0,0,0,-345097110,447980694885,208566414174,235770143,656782879202
2016,4,1457447934157,-1448684021999,-240821702944,0,-46770923223,57598832459,-119773023106,0,-341002904656,-93890983781,47800000,-99000000000,206200000000,234886000000,20000000000,30729325903,298972142122,0,0,71883827910,-88308591606,0,0,0,-16424763696,-58455526230,656782879202,15620850429,613948203401
2017,1,1809430804792,-1026266977294,-541008380421,0,-10105177935,115796774887,-152070295462,37287106917,195776748567,-23699356280,20700000,-25000000000,3000000000,-20586535573,0,5207716428,-61057475425,21000000000,0,20373494690,-27050691520,0,0,0,14322803170,149042076312,568282070427,0,717324146739
