disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2008-12-03,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2008-12-05,,,,,,,
2008-12-19,investorRight,MEETING,Họp cổ đông,2008-12-31,2009-02-14,2009-02-14,ĐHCĐ thường niên năm 2009,,,,
2009-05-07,investorRight,MEETING,Họp cổ đông,2009-05-15,2009-06-20,2009-06-20,ĐHCĐ bất thường,,,,
2009-07-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-08-27,2009-10-30,2009-10-30,Cổ tức đợt 2/2008 (1.000 đ/cp),1000,10,2,2008
2009-08-09,investorRight,MEETING,Họp cổ đông,2009-09-16,2009-10-03,2009-10-03,ĐHCĐ bất thường 2009,,,,
2010-01-22,investorRight,MEETING,Họp cổ đông,2010-02-25,2010-03-27,2010-03-27,ĐHCĐ thường niên 2010,,,,
2010-03-22,investorRight,KINDDIV,Cổ phiếu thưởng,2010-03-29,2010-03-31,,Tỷ lệ 100:10,,10,,
2010-03-22,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2010-03-29,2010-03-31,,"Trả cổ tức đợt 3/2009, Tỷ lệ 100:10",,10,3,2009
2010-06-18,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2010-06-28,2010-06-30,,"Trả cổ tức năm 2009, Tỷ lệ 100:20",,20,,2009
2010-08-06,investorRight,MEETING,Họp cổ đông,2010-08-16,2010-09-18,2010-09-18,ĐHCĐ bất thường 2010,,,,
2011-01-19,investorRight,MEETING,Họp cổ đông,2011-02-15,2011-03-19,2011-03-19,ĐHCĐ thường niên niên độ tài chính 2009-2010,,,,
2011-03-24,investorRight,DIVIDEND,Cổ tức bằng tiền,2011-04-04,2011-04-20,2011-04-20,Trả cổ tức niên độ tài chính 2009-2010 (500 đ/cp),500,5,,2009
2012-01-18,investorRight,MEETING,Họp cổ đông,2012-02-15,2012-03-22,2012-03-22,Đại hội cổ đông,,,,
2012-03-29,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-04-10,2012-05-23,2012-05-23,Trả cổ tức đợt 1/2012 (500 đ/cp),500,5,1,2012
2012-06-18,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-06-27,2012-07-12,2012-07-12,Cổ tức đợt 2.2011 (500 đ/cp),500,5,2,2011
2012-09-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-09-28,2012-10-18,2012-10-18,Cổ tức đợt 3.2011 (500 đ/cp),500,5,3,2011
2012-10-30,investorRight,DIVIDEND,Cổ tức bằng tiền,2012-11-26,2012-12-20,2012-12-20,Cổ tức đợt 4 của NĐTC 2009-2010 và NĐTC 2010-2011(500đ/cp),500,5,4,2009
2013-01-10,investorRight,MEETING,Họp cổ đông,2013-01-21,2013-03-06,2013-03-06,ĐHĐCĐ thường niên 2013,,,,
2013-03-08,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-03-18,2013-04-18,2013-04-18,Trả cổ tức đợt 1.2012 (1.000 đ/cp),1000,10,1,2012
2013-05-03,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-05-16,2013-06-20,2013-06-20,Trả cổ tức đợt 2.2012 (1000 đ/cp),1000,10,2,2012
2013-08-16,investorRight,DIVIDEND,Cổ tức bằng tiền,2013-08-27,2013-09-12,2013-09-12,Trả cổ tức đợt 3 của NĐTC 2011-2012 (500 đ/cp),500,5,3,2011
2013-10-29,investorRight,MEETING,Họp cổ đông,2013-11-06,2014-01-08,2014-01-08,Đại hội cổ đông thường niên năm 2014,,,,
2014-01-14,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-01-22,2014-02-19,2014-02-19,Trả cổ tức đợt 1.2013(1000đ/cp),1000,10,1,2013
2014-04-07,investorRight,POLL,Lấy ý kiến cổ đông,2014-04-14,2014-04-28,2014-04-28,V/v tăng tỷ lệ sở hữu của nhà đầu tư nước ngoài,,,,
2014-04-21,investorRight,DIVIDEND,Cổ tức bằng tiền,2014-05-21,2014-06-26,2014-06-26,Trả cổ tức đợt 2/2013 (1000đ/cp),1000,10,2,2013
2014-04-25,investorRight,ADPAYDATE,Thay đổi thời gian trả cổ tức,2014-05-21,2014-07-03,2014-07-03,Thay đổi ngày chi trả cổ tức đợt 2 năm 2013,,,,
2014-11-26,investorRight,MEETING,Họp cổ đông,2014-12-03,2015-01-19,2015-01-19,Đại hội cổ đông thường niên năm tài chính 2014-2015,,,,
2015-03-09,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-03-16,2015-03-27,2015-03-27,Trả cổ tức đợt 3 năm 2012-2013 (500đ/cp),500,5,3,2012
2015-05-19,investorRight,DIVIDEND,Cổ tức bằng tiền,2015-06-15,2015-07-01,2015-07-01,Trả cổ tức đợt 1/2013-2014 (1.000đ/cp),1000,10,1,2013
