2020-04-08,1340728,690198,201770,1565682,919102,168890
2020-03-13,2989745,1964875,311520,3270435,2251155,149110
2020-03-20,539599,224229,44330,1994641,1288891,188250
2020-03-23,165266,66850,318980,3093474,2105344,55640
2020-04-09,2334176,1486859,122990,3100184,2117881,241660
2020-04-10,1739058,1132458,120500,2445672,1588042,116440
2020-04-13,1911068,1015816,32770,2651942,1855904,197980
2020-04-14,7791421,6509456,790330,2604589,1332520,976540
2020-04-15,6062042,4497127,756660,1406778,940607,844470
2020-04-16,2094091,925591,239890,3464999,2285929,151050
2020-04-17,3453457,2477997,317280,3397923,2398993,320980
2020-04-20,3112211,1711571,407790,3952689,2797809,136140
2020-04-21,3041825,1740045,455810,9107575,7334765,703500
2020-04-22,4295990,3286570,79030,1585260,987480,2058310
2020-04-23,1777333,1457313,0,397,0,6579060
2020-04-24,16741578,13846483,2409920,4321392,3351611,4749640
2020-04-27,4372216,2703166,557060,3370984,2199874,194210
2020-04-28,1504795,826685,147000,1308325,784255,175040
2020-04-29,1451617,814717,29800,1970883,1357233,250340
2020-05-04,3974625,2932105,387450,3271855,2362445,164260
2020-05-05,929252,550127,106510,1309338,842870,122410
