Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2011,0,9304123046022,-32203459541,9271919586481,-8262007212838,1009912373643,314791865375,-477376687036,-306487481093,-19041370752,-714395338663,113890842567,84186972522,-40233288765,43953683757,27065080516,184909606840,-153360489123,65696265789,-87664223334,97245383506,116369108847,-19123725341,-76,0
2012,0,4660992660732,-191488521019,4469504139713,-4680007431395,-210503291682,129096316537,-587199010427,-475987230490,-15955198139,-1036029727950,-1720590911661,123432305652,-114843654272,8588651380,-111859764350,-1823862024631,-28927909955,5452751232,-23475158723,-1847337183354,-508946193723,-1338390989631,-3670,0
2013,0,5006740972456,-44692803733,4962048168723,-4907781647528,54266521195,73283516763,-811479142448,-454402187209,-16884051758,-1248072342746,-1948885498994,286270903157,-474307755099,-188036851942,-21820633478,-2158742984414,-30952622411,-38655163497,-69607785908,-2228350770322,-605619103728,-1622731666594,-4057,0
2014,0,8938809761010,-10826331334,8927983429676,-8550837001943,377146427733,505671759325,-311928430551,-131442443218,-17203586298,-536591281482,17094888727,105630289950,-56369995226,49260294724,-19122458307,47232725144,-45294691485,8374498414,-36920193071,10312532073,-5121462942,15433995015,39,0
2015,0,11843363824425,-7067766989,11836296057436,-11088185760069,748110297367,90221137086,-34987210487,-136740804866,-23733489545,-677839033566,70416233652,71403600073,-53295937287,18107662786,0,88523896438,-58269570143,-7562894497,-65832464640,22691431798,-1294833289,23986265087,45,0
2016,0,9209868604305,-57942803872,9151925800433,-8801260690751,350665109682,114718313393,-99998848722,-147193219648,-9383437277,-223367351172,106537027129,58370904307,-51207585604,7163318703,0,113700345832,-24100361736,2122215234,-21978146502,91722199330,15799525568,75922673762,181,0
2017,0,3822648495401,-53388234033,3769260261368,-3722594950906,46665310462,89483323901,-148238876032,-108949594810,-11408498238,-392088823574,-438469365495,63731579005,-40524718449,23206860556,0,-415262504939,-4771485794,3713159129,-1058326665,-416320831604,-17832138184,-398488693420,0,0
2018,0,3345660315979,-545797977,3345114518002,-3501927999298,-156813481296,79017790974,-111898745446,-106779203847,-14173252452,-224545864929,-431022343898,52559904053,-9774488542,42785415511,0,-388236928387,-3067409717,-22886859936,-25954269653,-414191198040,-153432362509,-260758835531,-652,0
2019,0,1997653161780,-61428818,1997591732962,-2077605202200,-80013469238,31797204169,-44729646480,-91014312562,-272185000,-333326214663,-433322953539,71865795050,-26163651963,45702143087,0,-387620810452,-5545369953,473057993,-5072311960,-392693122412,-179122232317,-213570890095,-534,0
