Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,0,33921878961,502886380,0,0,0,-254847015,459987500,0,34629905826,-34740570863,-26816848001,48212044153,260033007,-5095918641,-1328546674,44695836024,-30933589510,28882345321,-433964952,0,-39650000000,29800000000,-27004726800,1383230000,254847015,-35650614737,0,0,32200000000,-14115200000,0,0,0,18084800000,11316530584,1359157740,0,12675688324
2011,0,2631988101,420058554,23702967,-736923983,0,0,3205213277,0,5544038916,15562237880,16089714593,-22725380933,276769234,-3061414614,-3028060127,0,-3467927500,5189977449,-34554549,0,0,0,-6553800000,0,736923983,-5851430566,0,0,18100000000,-13002950000,0,-15000000000,0,-9902950000,-10564403117,12675688324,0,2111285207
2012,0,1053176286,445682542,803997033,0,0,-18509520,4879936676,0,7164283017,-974578840,17288320105,-9776998743,-270388638,-3355795342,-100000000,5945713000,-2240230000,13680324559,-12090910,0,-8140030000,0,0,5418530000,18509520,-2715081390,0,0,21700000000,-30672450000,0,0,0,-8972450000,1992793169,2111285207,0,4104078376
2013,0,-7934599798,371500863,-827700000,0,0,461342675,2489897890,0,-5439558370,-1389386408,3509923001,28325571950,81849496,-1132187955,-650000000,0,-5408616333,17897595381,0,60000000,0,0,0,1183794545,14000266,1257794811,0,0,9200000000,-28611350000,0,0,0,-19411350000,-255959808,4104078376,0,3848118568
2014,0,604046236,274687032,0,0,0,41429549,2521044228,0,3441207045,-8363301029,-15665285478,-14567034624,96250404,-4100812546,0,0,0,-39158976228,0,0,0,0,0,19395000000,1077661361,20472661361,0,0,34150000000,-15507250000,0,0,0,18642750000,-43564867,3848118568,0,3804553701
2015,0,76197167,258121778,0,0,0,-203688478,1793232113,0,1923862580,-13369145641,8665694033,-6718383227,72399861,-1207100041,-717454686,0,0,-11350127121,0,0,0,0,-300000000,700000000,3688478,403688478,0,0,50644398000,-38932838000,0,0,0,11711560000,765121357,3804553701,0,4569675058
2016,0,196405386,303215188,0,0,0,-5792838,1588988091,0,2082815827,1858274488,-64884007736,-46793277070,35342779,-925415151,0,0,0,-108626266863,-1340981818,0,0,0,0,5386363636,5792838,4051174656,50000000000,0,92526100000,-39379560000,0,0,0,103146540000,-1428552207,4569675058,0,3141122851
2017,0,3746406173,364939764,0,0,0,-4400477969,3332293158,0,3043161126,-7140370267,-14482491293,1330427087,-369496764,-3013148993,-300000000,0,-119328348,-21051247452,-35102000,0,0,0,0,0,4400477969,4365375969,0,0,88160000000,-59266903860,0,0,0,28893096140,12207224657,3141122851,0,15348347508
2018,0,5157682123,346229147,0,0,0,-175002233,4496725672,0,9825634709,-4915651337,-71804189163,55107928240,204576183,-9547437065,-508838937,0,-91250000,-21729227370,0,0,0,0,0,0,155662507,155662507,22000000000,0,122800000000,-122254760720,0,0,0,22545239280,971674417,15348347508,0,16320021925
2019,0,7889315212,281321676,0,0,0,-905550670,3334678260,0,10599764478,-16775169746,-42127768131,54809671300,-8068706619,-3334678260,-1430226300,0,-37858000,-6364971278,0,0,0,0,-2000000000,2000000000,905550670,905550670,0,0,168488487000,-160740391420,0,0,0,7748095580,2288674972,16320021925,0,18608696897
