Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,1,3125662922,-3983926759,-903618284,-1020454081,0,13694632880,-9340858204,123979407,1571438474,-33257818,0,-10350000000,10000000000,-3182000000,0,77087566,-3488170252,0,0,6100000000,-103800000,0,0,0,5996200000,4079468222,1359157740,0,5438625962
2010,3,32526843236,-38782443171,-2522877283,-3476863526,0,31043270588,-22558897011,0,-3770967167,-39020818,0,-13842000000,11000000000,-4974000000,692000000,99747488,-7063273330,0,0,28850000000,-14011400000,0,0,0,14838600000,4004359503,1359157740,0,5363517243
2010,4,70978338628,-63981557680,-3305431891,-5095918641,-1328546674,44695836024,-30933589510,0,11029130256,-559763636,0,-39650000000,29800000000,-18525713051,1383230000,254847015,-27297399672,0,0,32200000000,-14115200000,0,0,0,18084800000,1816530584,1359157740,0,3175688324
2011,1,26933157467,-6719075313,-799863184,-1935793638,-1013937916,2392672838,-7252073331,0,11605086923,-10272730,0,-28910000000,24000000000,-6359800000,0,162517628,-11117555102,0,0,5700000000,-6728800000,0,0,0,-1028800000,-541268179,3175688324,0,2634420145
2011,4,12036631666,-3675747007,-707664006,-3313164855,0,1755968293,-7463442914,0,-1367418823,0,0,8800000000,-8790000000,0,0,-54398133,-44398133,0,0,2300000000,-1366550000,0,0,0,933450000,-478366956,2589229672,0,2110862716
2012,1,3891727252,-523578670,-609078683,-2045703220,-100000000,2633479851,-1712991215,0,1533855315,0,0,0,0,0,0,2647961,2647961,0,0,2000000000,-3366550000,0,0,0,-1366550000,169953276,2111285207,0,2281238483
2012,2,9761657562,-7633353896,-535402951,-1982921097,0,770883810,-11723135898,0,-11342272470,-12090910,10056343000,-3000000000,2000000000,0,0,8260104,9052512194,0,0,13200000000,-5291550000,0,0,0,7908450000,5618689724,2281238483,0,7899928207
2012,3,7883948959,-217300216,-570246357,-1583621176,0,8685197754,-2184194694,0,12013784270,0,2210255000,-3000000000,4000000000,-1000000000,0,2903073,2213158073,0,0,0,-18988550000,0,0,0,-18988550000,-4761607657,7899928207,0,3138320550
2012,4,12563662172,-4595599627,-595989068,-1304214416,0,2941081476,-6472081093,0,2536859444,0,0,0,0,-50000000,0,4698382,-45301618,0,0,1500000000,-3025800000,0,0,0,-1525800000,965757826,3138320550,0,4104078376
2013,1,8200149401,-1463161450,-552883128,-1287773209,-50000000,7100845372,-10075400969,0,1871776017,0,0,0,0,0,0,5035484,5035484,0,0,0,-2025800000,0,0,0,-2025800000,-148988499,4104078376,0,3955089877
