Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2012,3,38186903644,-38661059084,-1694665727,-1172810767,-1359857481,26107250,-3706592478,0,-8381974643,-796128268,0,0,0,0,0,8904312,-787223956,0,0,23320347779,-13925317965,0,0,0,9395029814,225831215,2387277008,0,2613108223
2013,1,77857026355,-41388914043,-3289682681,-1495360909,-10350709037,48194701,-1876687805,1687321992,19503866581,-608732727,0,0,0,0,0,6292089,-602440638,0,0,36142400923,-53906927579,0,0,0,-17764526656,1136899287,807790465,0,1944689752
2013,2,104297140331,-100814086110,-3736516149,-535611649,-180000000,37477514,-5300141874,0,-6231737937,-465303636,0,0,0,0,0,8377307,-456926329,0,0,91607180626,-79272404605,0,0,0,12334776021,5646111755,1944689752,0,7590801507
2013,3,37507295906,-29976423497,-2665209870,-681043592,-1050000000,34822925,-1798817320,0,1370624552,0,0,0,0,0,0,3806601,3806601,0,0,23194712099,-27913540185,0,0,0,-4718828086,-3344396933,7590801507,0,4246404574
2013,4,27475010944,-26373901205,-2466393467,-972107988,-230000000,24038345,-1740469496,0,-4283822867,796123636,0,0,0,0,0,1804727,797928363,0,0,22548383534,-22443501235,0,0,0,104882299,-3381012205,4246404574,0,865392369
2014,1,51220718046,-45448059377,-3442321077,-913934446,-3032444952,203574100,-2376065417,0,-3788533123,-870627273,0,0,0,0,0,2789151,-867838122,0,0,39750996421,-32542256534,0,0,0,7208739887,2552368642,865392369,0,3417761011
2014,2,130311374708,-91161888660,-3182516982,-374938752,-264687829,423034326,-5914024226,0,29836352585,-1086153273,94500000,0,0,0,0,2812292,-988840981,0,0,61968840914,-88529400685,0,-2710180500,0,-29270740271,-423228667,3417761011,0,2994532344
2014,3,61792185786,-61370039089,-2282556040,-317178803,-1050000000,309578179,-2623989795,0,-5541999762,-532335767,157960000,0,0,0,0,3189055,-371186712,0,0,31449206367,-22889401499,0,0,0,8559804868,2646618394,2994532344,0,5641150738
2014,4,37700532997,-33205915688,-2234585634,-303335368,-436151165,281717444,-2298927345,0,-496664759,-961548584,9450000,0,0,0,0,2565204,-949533380,0,0,27619543304,-27723873790,0,0,0,-104330486,-1550528625,5641150738,0,4090622113
2015,1,100714366154,-62213589103,-4505596311,-385786137,-2317414522,375603525,-3966151142,0,27701432464,-3679209109,0,0,0,0,0,7741650,-3671467459,0,0,29857787003,-46656871910,0,0,0,-16799084907,7230880098,4090622113,0,11321502211
2015,2,139001248574,-139484990611,-4177160487,-194110574,-760000000,437854144,-7719459337,0,-12896618291,-472326933,0,0,0,0,0,12414433,-459912500,0,0,31217225204,-10462611375,0,-9034401500,0,11720212329,-1636318462,11321502211,0,9685183749
2015,3,53278351537,-39922781223,-3424037846,-359570352,-1270000000,245706374,-3072566717,0,5475101773,-2236317223,90909091,0,0,-8000000000,0,2312172830,-7833235302,0,0,11214933420,-14372484717,0,-2547200000,0,-5704751297,-8062884826,9685183749,0,1622298923
2015,4,57943261277,-45071188330,-3070114401,-486008292,-447729527,279730693,-6218040351,0,2929911069,-2034755333,9090909,0,0,8000000000,0,6994896,5981330472,0,-8000000000,28879138036,-23651962646,0,-4826967500,0,-7599792110,1311449431,1622298923,0,2933748354
