Year,Quarter,1. Premium received and interest income received,2. Payments to suppliers,3. Payments to employees,4. Interest payment,5. Payments for enterprise income tax,6. Other cash receipts,7. Other cash disbursements,NET CASH FLOWS FROM OPERATING ACTIVITIES,1. Purchase of fixed assets,2. Proceeds from disposal and liquidation of fixed assets,3. Loans to other entities and payments for purchase of debt instruments of other entities,4. Collections from borrowers and proceeds from sale of debt instruments of other entities,5. ,6. Withrawals of investments in other entities,"7. Interest received, dividends received and profit shares",8. Cash transfer under trusted investment arrangement,9. Cash receipt from trusted investment arrangement,NET CASH FLOWS FROM INVESTING ACTIVITIES,1. Cash receipts from issuing shares,"2. Payments to shareholders, repurchasing shares",3. Cash receipts from short and long term loans,4. Payments for original loans,5. Payments for financial loans,6. Dividends paid out,7. Refund to investors and shares premium paid to MOF,NET CASH FLOWS FROM FINANCING ACTIVITIES,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,IMPACT OF EXCHANGE RATE FLUCTUATION,Cash and cash equivalents at the end of period
2011,0,1869738580258,-91917446884,-136698154430,0,-139056584706,884006363106,-2258232363728,127840393616,-20051195138,198683311,0,0,-805307708871,706851854215,135418729126,0,0,17110362643,0,0,1252117645,-13695305000,0,-31047666227,0,-43490853582,101459902677,296579693061,0,398039595738
2012,0,1559838713120,-46612665011,-154806264569,0,-139460189997,1304469138921,-2432554320334,90874412130,-17609718693,25463635,0,0,-1293750611783,1490523675345,160654782737,0,0,339843591241,0,0,156078575,0,0,0,-87216857000,-87060778425,343657224946,398039595738,0,741696820684
2013,0,2248548703668,-1004019722395,-155118613171,0,-139042428164,860027508161,-1777384186563,33011261536,-5472548323,846404168,0,0,-1522070209160,1077014211418,117384369611,0,0,-332297772286,0,-879823000,1933487285,-1551938889,0,-81998346780,0,-82496621384,-381783132134,741696820684,0,359913688550
2014,0,2243516512861,-1655648962386,-213938525030,0,-26687000502,334659705393,-509137246630,172764483706,-29734498061,498629905,-1702235466667,1292928772099,-11490000000,3116307693,140161119692,0,0,-306755135339,0,0,250000000,-250000000,0,-54686464120,0,-54686464120,-188677115753,359913688550,54176580,171290749377
2015,0,2419924471901,-1792445335027,-287589880940,0,-22547362524,385396831351,-562352135569,140386589192,-40902292735,543811545,-1093414000000,950158029167,-21672000000,558900000,131712277775,0,0,-73015274248,0,0,0,0,0,-62510757565,0,-62510757565,4860557379,171290749377,-34578164,176116728592
2016,0,2578886767444,-1806762277669,-284699184824,0,-24467470743,396936623268,-563199679993,296694777483,-23035294080,735828938,-1523008427500,970052502514,0,157072000000,133770614799,0,0,-284412775329,22314875000,0,0,0,0,-69233415815,0,-46918540815,-34636538661,176116728592,1037698662,142517888593
2017,0,2588291626017,-1899052795164,-318617820271,0,-23739417832,409943284948,-795510617680,-38685739982,-65232150033,15397470876,-1973414583000,1418787865000,0,0,187511015702,0,0,-416950381455,532306650000,0,0,0,0,-76886343075,0,455420306925,-215814512,142517888593,-101599473,142200474608
2018,0,2992632973744,-2043348190920,-361064109176,0,-36127638313,344757979833,-737412112306,159438902862,-62456289688,292186628,-1154664450000,1015105388370,-38273850000,0,220290835037,0,0,-19706179653,0,0,0,0,0,-104677335275,0,-104677335275,35055387934,142200474608,-53413122,177202449420
2019,0,3118046486528,-2158986199015,-417274570651,0,-33020470963,331171880781,-762898725574,77038401106,-23707992614,499445454,-1259000000000,1034760238784,0,0,215741673544,0,0,-31706634832,0,0,0,0,0,-104918504250,0,-104918504250,-59586737976,170562603210,-158836182,110817029052
