Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2017,2,3624468647223,133798476482,130548476482,3250000000,1904536441450,1916262943907,-11726502457,478194030028,488517662596,2053877482,0,0,58846884225,-71224394275,9713279182,9713279182,0,99050715285,96878156090,0,1490957559,0,0,681601636,0,0,0,637194378987,359701225104,231243818219,381413917617,-150170099398,0,0,0,107453833406,133880587411,-26426754005,21003573479,85201645773,96057873261,-10856227488,172517281029,0,1350000000,182701281029,-11534000000,8071341642,8071341642,0,0,0,4261663026210,3365320299352,3350214614935,0,220489180224,1276985801,26416728941,105334583762,0,62750706794,46563124839,0,0,0,15105684417,0,0,0,0,0,0,0,0,0,0,896342726858,896342726858,709742180000,13252855866,0,0,0,50153748628,0,43732766970,79461175394,0,0,0,4261663026210
2017,3,4125620636397,165079984368,111829984368,53250000000,2413661435760,2427069032407,-13407596647,483943437734,498564395645,2216724987,0,0,54071526187,-70909209085,8733139724,8733139724,0,99193522697,97653925173,0,954304069,0,0,585293455,0,0,0,653131106245,374956224257,229365279758,384960923593,-155595643835,0,0,0,120294286031,148252654429,-27958368398,25296658468,84675704664,96057873261,-11382168597,174117281029,0,1350000000,182701281029,-9934000000,7588332656,7588332656,0,0,0,4778751742642,3339356029484,3323651934877,0,234126930105,612577565,19146603605,129429270876,0,34756547821,43345090634,0,0,0,15704094607,0,0,0,0,0,0,0,0,0,0,1439395713158,1439395713158,887177730000,360042938141,0,0,0,50153748628,0,43732766970,98288529419,0,0,0,4778751742642
2017,4,4313656218392,142200474608,113450474608,28750000000,2483515965616,125234032407,-14053588557,576069750394,602999840909,1843878228,0,0,44311981731,-73085950474,6594529739,6594529739,0,109993360570,108203058239,0,922758876,0,0,867543455,0,0,0,702467945557,412566943661,242252236814,402719120847,-160466884033,0,0,0,147120715288,177703033520,-30582318232,23193991559,84149763555,96057873261,-11908109706,186034744989,0,1350000000,191774744989,-7090000000,7959152713,7959152713,0,0,0,5016124163949,3548234411182,3528960028301,0,271421501912,2564714552,27085489853,165874385909,0,34368740849,40334768172,0,0,0,19274382881,0,0,0,0,0,0,0,0,0,0,1467889752767,1467889752767,887177730000,359463149516,0,0,0,50153748628,0,43732766970,127362357653,0,0,0,5016124163949
2018,1,4251564110584,125939115214,122189115214,3750000000,2433602837562,2449380527569,-15777690007,556073676919,562163933250,15448079804,0,0,52304404144,-73842740279,6413588706,6413588706,0,157758171023,157133748781,0,624422242,0,0,0,0,0,0,749156327012,420672176974,240018947720,406433674570,-166414726850,0,0,0,151605060192,182927808976,-31322748784,29048169062,83623822446,96057873261,-12434050815,224284484989,0,1350000000,235923904989,-12989420000,8979508064,8979508064,0,0,0,5000720437596,3604296508711,3585956359503,0,316696094921,4611403362,21214516947,141354067757,0,75403871513,36662743048,0,0,0,18340149208,0,0,0,0,0,0,0,0,0,0,1396423928885,1396423928885,887177730000,359463149516,0,0,0,50153748628,0,50100773484,49528527257,0,0,0,5000720437596
2018,2,4515817703865,138300441249,134810441249,3490000000,2421966820212,2442236127569,-20269307357,588021756041,591140618629,22601431463,0,0,49365312890,-75085606941,6763836962,6763836962,0,206796130617,205847194615,0,948936002,0,0,0,0,0,0,745183805470,417932557375,236981028520,409547400753,-172566372233,0,0,0,158555955000,191062627157,-32506672157,22395573855,83097881337,96057873261,-12959991924,222979484989,0,1350000000,235923904989,-14294420000,9827547230,9827547230,0,0,0,5261001509335,3838558890610,3806191870394,0,329684036408,4523658417,26836073017,141725356337,0,25884397136,46914022372,0,0,0,32367020216,0,0,0,0,0,0,0,0,0,0,1422442618725,1422442618725,887177730000,359463149516,0,0,0,51427349931,0,50100773484,74273615794,0,0,0,5261001509335
2018,3,4588358751371,176018675071,171678675071,4340000000,2498535457012,2517634127569,-19098670557,512583337168,516996517526,21373726405,0,0,51491782865,-77278689628,6836059468,6836059468,0,226098628934,225219982936,0,757045998,0,0,121600000,0,0,0,749853129883,421452388620,236311265003,414634658905,-178323393902,0,0,0,165573256255,200132226193,-34558969938,19567867362,82571940228,96057873261,-13485933033,224879843218,0,1350000000,236047263218,-12517420000,9637623278,9637623278,0,0,0,5338211881254,3884156807977,3854320279426,0,335211278522,4431216446,25487872118,163597132151,0,31316690847,43412040557,0,0,0,29836528551,0,0,0,0,0,0,0,0,0,0,1454055073277,1454055073277,887177730000,359463149516,0,0,0,51427349931,0,50100773484,105886070346,0,0,0,5338211881254
2018,4,4524975492972,177202449420,160877449420,16325000000,2515431520626,2535005605803,-19574085177,483244701225,514409484704,4910422943,0,0,39900136001,-75975342423,7189033034,7189033034,0,238614987267,238072843851,0,420543416,0,0,121600000,0,0,0,835653695316,444026953869,262200929348,450437073701,-188236144353,0,0,0,173677918075,226436149731,-52758231656,8148106446,82045999119,96057873261,-14011874142,283271307178,0,1350000000,294044577178,-12123270000,14543982435,14543982435,0,0,0,5360629188288,3870856488231,3827868957971,0,324469236704,3526682712,33621391917,196105806796,0,104673400067,40935731198,0,0,0,42987530260,0,0,0,0,0,0,0,0,0,0,1489772700057,1489772700057,887177730000,359463149516,0,0,0,51427349931,0,57180846972,134523623638,0,0,0,5360629188288
2019,1,4760269864505,139991442408,123666442408,16325000000,2437302473396,104205605803,-22703132407,581809465886,602333986127,5972181135,0,0,49575270385,-76071971761,7228183967,7228183967,0,232601091488,232189307047,0,319684441,0,0,92100000,0,0,0,840635484279,448371608892,258934547482,449593079187,-190658531705,0,0,0,170670128162,222902149731,-52232021569,18766933248,81520058010,96057873261,-14537815251,280671307178,0,1350000000,294044577178,-14723270000,18353890238,18353890238,0,0,0,5600905348784,4177946251467,4147538337576,0,390017343357,4806241102,30016287180,147797126187,0,73102354086,38758049574,0,0,0,30407913891,0,0,0,0,0,0,0,0,0,0,1422959097317,1422959097317,887177730000,359463149516,0,0,0,51427349931,0,57180846972,67710020898,0,0,0,5600905348784
2019,2,4814540005479,134932961777,128607961777,6325000000,2541210449296,2570205605803,-28995156507,620035641485,638373167071,11364228815,0,0,48763176764,-78464931165,6649504815,6649504815,0,218077738686,217663866988,0,368571698,0,0,45300000,0,0,0,831282050596,444606285763,256531409192,454310715730,-197779306538,0,0,0,169437643500,222902149731,-53464506231,18637233071,80994116901,96057873261,-15063756360,278451393589,0,1350000000,293474663589,-16373270000,15462377982,15462377982,0,0,0,5645822056075,4192106249669,4159336491676,0,441500301788,2951189535,31589382320,150756696695,0,93125559082,48211184271,0,0,0,32769757993,0,0,0,0,0,0,0,0,0,0,1453715806406,1453715806406,887177730000,359463149516,0,0,0,68159301024,0,57180846972,81734778894,0,0,0,5645822056075
2019,3,4872981134477,107177072339,98887072339,8290000000,2603791687276,2635656245283,-31864558007,569449580726,587259345667,10107845896,0,0,46721124609,-74638735446,5460584906,5460584906,0,211802106841,211578772343,0,117834498,0,0,105500000,0,0,0,856531781416,450186787615,260342060485,464043672641,-203701612156,0,0,0,169503044552,224356776913,-54853732361,20341682578,80468653071,96057873261,-15589220190,294943143189,0,1350000000,312262013189,-18668870000,19259626684,19259626684,0,0,0,5729512915893,4238493950394,4207608773820,0,342438041679,2765820457,25244247781,172989389827,0,32775095738,44763888299,0,0,0,30885176574,0,0,0,0,0,0,0,0,0,0,1491018965499,1491018965499,887177730000,359463149516,0,0,0,68159301024,0,57180846972,119037937987,0,0,0,5729512915893
2019,4,4988631403584,100817029052,100817029052,0,2739141542154,2768282897636,-29141355482,568168953108,595580477399,8906501637,0,0,38928877839,-75246903767,5945664512,5945664512,0,225189783609,225183953085,0,5830524,0,0,0,0,0,0,854207308365,463568436400,267480798862,473287971870,-205807173008,0,0,0,170791580075,226948256236,-56156676161,25296057463,79944143781,96057873261,-16113729480,276547513772,0,1350000000,296877117189,-21679603417,22352374555,22352374555,0,0,0,5842838711949,4301881707556,4261639243355,0,359667533732,3527292948,33736020371,188752380035,0,35472637070,43587462671,0,0,0,40242464201,0,0,0,0,0,0,0,0,0,0,1540957004393,1540957004393,887177730000,359463149516,0,0,0,68159301024,0,57180846972,168975976881,0,0,0,5842838711949
2020,1,5115175205645,127362265811,127362265811,0,2640676223584,76282897636,-27606674052,664200019305,683668959866,7306904360,0,0,48763104086,-75538949007,5254244606,5254244606,0,295664950322,295447153415,0,217796907,0,0,0,0,0,0,859753570435,487303488619,279396544495,493800068458,-214403523963,0,0,0,183331285075,242564684973,-59233399898,24575659049,79419634491,96057873261,-16638238770,261718639550,0,1350000000,296877117189,-36508477639,19559607918,19559607918,0,0,0,5974928776080,4510561177491,4483515719126,0,490776450679,6238370986,30814233448,163342540572,0,31618646051,41597333464,0,0,0,27045458365,0,0,0,0,0,0,0,0,0,0,1464367598589,1464367598589,887177730000,359463149516,0,0,0,68159301024,0,65465853473,84101564576,0,0,0,5974928776080
