Year,Quarter,Gross written premium,Reinsurance premium assumed,Deductions,Reinsurance premium ceded,Premium deductions,Premium returns,Other deductions,Increase in unearned premium reserve and techinical reserve,Commission on reinsurance ceded,Other income,Income on reinsurance assumed,Income on reinsurance ceded,Income from other acitvites,Net sales from insurance business,Claim and maturity payment expenses,Claim expenses for reinsurance assumed,Deductions,Recoveries form reinsurance ceded,Subrogation recoveries,Salvages,Claim expenses on retained risks,Claim expenses using catastrophe reserve,Increase/(decrease) in claim reserve,Provision for catastrophe reserve,Other insurance operating expenses,Other underwriting expenses,Commissions,Expense of recourse against the third party,Expense of handling fully-indemnified goods,Risk minimization expenses,"Loss adjusting fee, risk assessment",Others,Other reinsurance assumed expenses,Other reinsurance ceded expenses,Other direct insurance operating expenses,Total direct insurance operating expenses,Gross insurance operating profit,Income from banking activities,Expenses from banking activities,Net operating income from banking activities,Revenue from other activities,Expenses from other activities,Net operating income from other activities,Selling expenses,General and administrative expenses,General and administrative expenses of insurance operation,General and administrative expenses of banking operation,General and administrative expenses of others operation,Net operating profit from insurance operation,Net profit from bank operation,Net profit from others operation,Income from financial activites,of which: interest expenses,Profit from financial activities,Other incomes,Other expenses,Net other profit,Shares of the profit of associates and joint ventures,Profit before tax,Equalisation reserve,Enterprise income tax for the year,Profit after tax,Minority Interest,Net profit attributable to shareholders of the group,Earnings per share
2012,3,477965160337,27275345451,-126828975181,-125665867855,-158925417,-855054527,-149127382,-14865143329,29990227931,745933184,0,324076540,421856644,394282548393,-240337439303,-7696112481,66227203659,63943174551,1035522869,1248506239,-181806348125,0,-6242348516,-11366542036,-53373569919,-50051580904,-43509516511,-229549398,0,-6080933089,-39306182,-192275724,0,-3321989015,0,-252788808596,141493739797,0,0,0,0,0,0,-51549106835,-84732984887,-84732984887,0,0,5211648075,0,0,37090352589,-9793812922,27296539667,5139708495,-5210792132,-71083637,0,32437104105,0,-8017116388,24419987717,0,24419987717,0
2012,4,543117437001,19593263920,-141062328202,-136938692400,-266309976,-1364114027,-2493211799,-19048245499,32102980122,5953698335,0,5036400989,917297346,440656805677,-256364844691,-11719137349,70917736549,69389738465,271008705,1256989379,-197166245491,65491401186,-29207883969,-12875339565,-74183820366,-69819905340,-55122797800,-3411493300,-13600000,-4943108800,-5718252029,-610653411,-4363915026,0,0,-247941888205,192714917472,0,0,0,0,0,0,-94785965159,-99112063518,-99112063518,0,0,-1183111205,0,0,39452670556,-11936267118,27516403438,6045141160,-4519404179,1525736981,0,27859029214,0,-6430542103,21428487111,0,21428487111,0
2013,1,479062505428,23895929708,-150750810895,-148118533641,0,-2632277254,0,14630495346,37277031856,3271635648,0,2938585009,333050639,407386787091,-212494490470,-15499684237,67771735092,66903623365,399467020,468644707,-160222439615,0,-134172916182,-3559010168,-60774389545,-55263682132,-45545658256,-900195580,0,-3817810083,-4719373052,-280645161,0,-5510707413,0,-358728755510,48658031581,0,0,0,0,-82618892480,-82618892480,0,-82954496756,-82954496756,0,0,-34296465175,0,-82618892480,35345329663,4850399597,40195729260,3942380551,-3999872740,-57492189,0,-76777120584,0,0,-76777120584,0,-76777120584,0
2013,2,507863063727,132184015157,-120128562689,-117123496486,0,-3005066203,0,-52401866445,27282169403,2152514290,0,1987199357,165314933,496951333443,-214984684061,-47199469646,51148853101,49619419352,364098694,1165335055,-211035300606,15000000000,2443666127,-5224205869,-82662637502,-51049866580,-41967264177,-416568252,0,-3312996482,-4886258128,-466779541,-37123478335,5510707413,0,-281478477850,215472855593,0,0,0,0,82618892480,82618892480,-157651492373,-95235270111,-95235270111,0,0,-37413906891,0,82618892480,35678787786,-1968476162,33710311624,7344274125,-6449010310,895263815,0,79810561028,0,0,79810561028,0,79810561028,0
2013,3,453243918136,35270033446,-153363075364,-148748418073,0,-3603771930,-1010885361,26880400963,28455548621,4856533222,0,3716632137,1139901085,395343359024,-210008753130,-82867088284,85555777940,80043096905,1821022784,3691658251,-207320063474,0,4718903604,-3398783937,-57166747620,-47507155673,-38362533750,-301346816,0,-4518276384,-3878566051,-446432672,-9659591947,0,0,-263166691427,132176667597,0,0,0,0,0,0,-57493577981,-81977985680,-81977985680,0,0,-7294896064,0,0,30934396019,6793236990,37727633009,11684900484,-5654946639,6029953845,0,36462690790,0,-9136997698,27325693092,0,27325693092,0
2013,4,544289972300,34524684441,-127115043418,-116723994745,-2488657305,-1357996583,-6544394785,-27418703801,26422324824,1881175218,0,2148614262,-267439044,452584409564,-257249668168,-13193974458,84756673309,72618678372,11297455999,840538938,-185686969317,0,-28027220851,-4603926223,-136814368101,-66562242876,-48668389730,-1570496017,0,-6782605454,-9031113233,-509638442,-48411852860,-21840272365,0,-355132484492,97451925072,0,0,0,0,0,0,-1351488332,-61457756857,-61457756857,0,0,34642679883,0,0,35159581587,-24903853836,10255727751,13808137107,-12792077502,1016059605,0,45914467239,0,-11011270248,34903196991,0,34903196991,0
2014,1,490303425816,59673169694,-144247471479,-154911664771,10664193292,0,0,0,35689400510,8380176,0,0,8380176,440191598874,-205241591460,0,0,0,0,0,-190636787395,0,-29752649458,-7901298615,-139663461938,-50787167602,-50787167602,0,0,0,0,0,0,0,-88876294336,-367954197406,72237401468,0,0,0,0,0,0,0,-70280932021,-70280932021,0,0,1956469447,0,0,30034221189,-6299009753,23735211436,9306063527,-8460255719,845807808,0,26537488691,0,-5192181058,21345307633,0,21345307633,0
2014,2,528577862487,32408359100,-133505705117,-136367406455,2861701338,0,0,0,3071495178,-2284945,0,0,-2284945,425908061955,-220199689132,0,6174497876,0,6174497876,0,-183229068154,0,-53884139272,-8492376303,-106035543332,-193062960377,1593240184,0,0,0,0,-194656200561,-1848877291,0,88876294336,-351641127061,74266934894,0,0,0,0,0,0,0,-71760551803,-71760551803,0,0,2506383091,0,0,35416046942,-11098924170,24317122772,5743617728,-6543194490,-799576762,0,26023929101,0,-4457525458,21566403643,0,21566403643,0
2014,3,484301523137,33423002474,-143245153712,-152499898742,9254745030,0,0,0,16670091408,7295288,0,0,7295288,405639097613,-224219116145,0,0,0,0,0,-191199445299,0,-1650777380,-7304492537,-154839537820,-24636044036,-24636044036,0,0,0,0,0,0,0,-130203493784,-354994253036,50644844577,0,0,0,0,0,0,0,-50319146008,-50319146008,0,0,325698569,0,0,33711000099,-8450872639,25260127460,20856582917,-20467672296,388910621,0,25974736650,0,-6029577592,19945159058,0,19945159058,0
2014,4,620396998061,29719083092,-144005462156,-158596948683,14591486527,0,0,0,20032691215,363648,0,0,363648,473652683579,-264321316507,0,3185596108,0,3185596108,0,-211125630655,0,18677163850,-26594657702,-179166106890,-29344213424,-29344213424,0,0,0,0,0,0,0,-149821893466,-398209231397,75443452182,0,0,0,0,0,0,0,-64208264735,-64208264735,0,0,11235187447,0,0,30226397161,-10586940235,19639456926,26338129753,-25637572168,700557585,0,31575201958,0,-6489940122,25085261836,0,25085261836,0
2015,1,536352892477,34329746734,-141990650645,-135529199401,-6461451244,0,0,0,31794812370,0,0,0,0,459127413272,-177581415988,-20426773656,738305503,0,738305503,0,-170793498330,0,-47613698023,-13054603194,-155877110624,-48042789781,-48042789781,0,0,0,0,0,0,0,-107834320843,-387338910171,71788503101,0,0,0,0,0,0,0,-71230510559,-71230510559,0,0,557992542,0,0,37878348546,-11430541759,26447806787,27175643607,-26482042279,693601328,0,27699400657,0,-3184879385,24514521272,0,24514521272,0
2015,2,550767439104,47656307695,-134499772114,-121761897517,-12737874597,0,0,0,29601634586,0,0,0,0,480442312719,-218593595167,0,1175981443,0,1175981443,0,-187167450153,0,-46959528238,-14299855478,-149643198157,-257477519000,-48219215068,0,0,0,0,-209258303932,0,0,107834320843,-398070032026,82372280693,0,0,0,4348776715,-1910426648,2438350067,0,-72036339983,-72036339983,0,0,10335940710,0,2438350067,26058991520,-795655488,25263336032,31077067499,-31237084357,-160016858,0,37877609951,0,-7981605350,29896004601,0,29896004601,0
2015,3,493024944462,25178444396,-149535970491,-150852410689,1316440198,0,0,0,31850174138,2177754,0,0,2177754,424668868760,-298804912064,0,462864457,0,462864457,0,-226171798306,0,20602504071,-11020529347,-142075889251,-142075889251,-44681684667,0,0,0,0,-97394204584,0,0,0,-358665712833,66003155927,0,0,0,2191467375,-1126366907,1065100468,0,-74451340642,-74451340642,0,0,-8448184715,0,1065100468,37965278505,-7993113093,29972165412,27370329524,-26270925200,1099404324,0,23688485489,0,-5075350000,18613135489,0,18613135489,0
2015,4,651097062555,54386910191,-136594918091,-127501777390,0,-9093140701,0,0,31845857140,59843700,0,0,59843700,531756171261,-312665694259,0,344181626,0,344181626,0,-252304295740,0,19820514247,-17339465860,-195823541677,-195823541677,-49908716495,0,0,0,0,-145914825182,0,0,0,-445646789030,86109382231,0,0,0,2336278061,-2704395183,-368117122,0,-73580694139,-73580694139,0,0,12528688092,0,-368117122,24848306309,-11392582755,13455723554,18255887530,-18177268077,78619453,0,25694913977,0,-5614149578,20080764399,0,20080764399,0
2016,1,581260225651,28936222210,-139101398242,-145957425363,6856027121,0,0,0,28184400858,22509852,0,0,22509852,477001588482,-249452598389,0,124939322,0,124939322,0,-215632011176,0,-12584431494,-9284780450,-152677455319,-42818497159,-42818497159,0,0,0,0,0,0,0,-109858958160,-390178678439,86822910043,0,0,0,2221048633,-1324853664,896194969,0,-81975372400,-81975372400,0,0,4847537643,0,896194969,32166275029,-7592016855,24574258174,13467852320,-13087976181,379876139,0,30697866925,0,-5551003144,25146863781,0,25146863781,0
2016,2,601416667121,62644096467,-142834248047,-156213394608,13379146561,0,0,0,35325460836,0,0,0,0,523363770281,-256878633304,0,1319652071,0,1319652071,0,-217266713853,0,-39205902509,-10156947380,-166051713736,-166051713736,-45721178081,0,0,0,0,-120330535655,0,0,0,-432681277478,90682492803,0,0,0,3923630672,-1668194411,2255436261,0,-75436193906,-75436193906,0,0,15246298897,0,2255436261,34184820583,-2136399816,32048420767,16796911151,-16631810374,165100777,0,49715256702,0,-10005564906,39709691796,0,39709691796,0
2016,3,599218181132,19994379947,-152011181523,-159235258253,7224076730,0,0,0,30502074166,0,0,0,0,447472359056,-270654136524,0,154569373,0,154569373,0,-232093072665,0,24354302585,-9199546057,-154586419468,-154586419468,-42110258536,0,0,0,0,-112476160932,0,0,0,-371524735605,75947623451,0,0,0,3376539062,-3831315173,-454776111,0,-79287336745,-79287336745,0,0,-3339713294,0,-454776111,37124490018,-8124641426,28999848592,5344866405,-5279866155,65000250,0,25270359437,0,-3241125955,22029233482,0,22029233482,0
2016,4,701867822090,51819608804,-149982922935,-175126661539,25143738604,0,0,0,39467215113,0,0,0,0,619490536180,-348779034312,0,285656920,0,285656920,0,-300684623861,0,-3173017188,-11571215387,-217345725785,-217345725785,-45260502204,0,0,0,0,-172085223581,0,0,0,-532774582221,86715953959,0,0,0,3453846375,-2585111269,868735106,0,-79551864819,-79551864819,0,0,7164089140,0,868735106,37656089346,-20445477414,17210611932,3748032616,-4424871027,-676838411,0,24566597767,0,-4626228777,19940368990,0,19940368990,0
2017,1,592870426570,30865184937,-145508979628,-144605665347,0,-903314281,0,0,33263832495,0,0,0,0,511622469759,-330905677222,-19526655244,39888305,0,39888305,0,-233074368131,0,-40467961107,-9582598923,-154457320824,-154457320824,-38595168031,0,0,0,0,-115862152793,0,0,0,-437582248985,74040220774,0,0,0,2979240322,-1376139809,1603100513,0,-82881268225,-82881268225,0,0,-8841047451,0,1603100513,59920303032,-12475099374,47445203658,3631923818,-3713042798,-81118980,0,40126137740,0,-7766960914,32359176826,0,32359176826,0
2017,2,617314441382,68433071491,-149827814124,-147082154981,0,-2745659143,0,0,46496410234,0,0,0,0,572266890342,-326612227469,-27534568196,913954546,0,913954546,0,-293193826346,0,-19651862561,-10773307158,-164556049132,-164556049132,-43541533941,0,0,0,0,-121014515191,0,0,0,-488175045197,84091845145,0,0,0,2141794779,-1618658268,523136511,0,-75174847444,-75174847444,0,0,8916997701,0,523136511,47042855095,1113088290,48155943385,2183585609,-2681784429,-498198820,0,57097878777,0,-9998107573,47099771204,0,47099771204,0
2017,3,603061576607,33168313264,-153869054833,-147596570061,0,-6272484772,0,0,34697862896,43978296,0,0,43978296,511868197112,-262346327814,-84136964117,3418214807,0,3418214807,0,-276471782241,0,-23687438863,13241223727,-162442143779,-162442143779,-41754451464,0,0,0,0,-120687692315,0,0,0,-449360141156,62508055956,0,0,0,2708337429,-1619811353,1088526076,0,-78351714914,-78351714914,0,0,-15843658958,0,1088526076,40339961325,-9595974214,30743987111,15656334052,-7980045100,7676288952,0,23665143181,0,-4837789156,18827354025,0,18827354025,0
2017,4,798409973638,43861541095,-171205450916,-165184887317,0,-6020563599,0,0,36351523155,110008032362,0,0,110008032362,735672250915,-373805858817,-16626425404,9406753948,0,9406753948,0,-311663112156,0,1404929770,802817222,-239314333425,-239314333425,-46311882183,0,0,0,0,-193002451242,0,0,0,-548769698589,186902552326,0,0,0,2759976732,-1509685339,1250291393,0,-101965326932,-101965326932,0,0,84937225394,0,1250291393,-59969734760,8462466632,-51507268128,2804171121,-2022471065,781700056,0,35461948715,0,-6388120481,29073828234,0,29073828234,0
2018,1,623697092223,32324827553,-144244992741,-145713939549,1468946808,0,0,0,33091022851,32678049051,0,0,32678049051,554992837819,-293802044188,-22071419612,916316035,0,916316035,0,-264900918171,0,3191263004,-5103079802,-170327225152,-170327225152,-46887472070,0,0,0,0,-123439753082,0,0,0,-437139960121,117852877698,0,0,0,2633894230,-1578697719,1055196511,0,-86616097229,-86616097229,0,0,31236780469,0,1055196511,27570502803,-15883663750,11686839053,1045944240,-1454802296,-408858056,0,43569957977,0,-8574454259,34995503718,0,34995503718,0
2018,2,728410931081,29609011357,-158424734320,-169849257607,11424523287,0,0,0,47328104788,26839728280,0,0,26839728280,618315627052,-324189695122,-16597898697,327474367,0,327474367,0,-305232672535,0,3748489683,-5881706849,-191102020238,-191102020238,-46730421540,0,0,0,0,-144371598698,0,0,0,-498467909939,119847717113,0,0,0,2731259796,-1386584551,1344675245,0,-83281859792,-83281859792,0,0,36565857321,0,1344675245,24356760324,-14338976548,10017783776,2462391688,-2779950123,-317558435,0,47610757907,0,-8334873195,39275884712,0,39275884712,0
2018,3,660781174190,19321233782,-160193372671,-206929233748,46735861077,0,0,0,33075512784,26866470110,0,0,26866470110,554759082494,-294091332344,0,288571258,0,288571258,0,-251266613258,0,-2540398636,-4731731743,-201094405289,-201094405289,-44692747834,0,0,0,0,-156401657455,0,0,0,-459633148926,95125933568,0,0,0,2738100506,-1563841044,1174259462,0,-83234911355,-83234911355,0,0,11891022213,0,1174259462,28943376237,-2330140317,26613235920,666729125,-740390946,-73661821,0,39604855774,0,-7992401222,31612454552,0,31612454552,0
2018,4,796444202083,52564650146,-193037506807,-223774157437,0,30736650630,0,0,42845269002,33747337604,0,0,33747337604,685326067147,-396878213597,-47289941545,795699455,0,795699455,0,-292447329128,0,27229152898,-6252346947,-262135739311,-262135739311,-41873914493,0,0,0,0,-220261824818,0,0,0,-533606262488,151719804659,0,0,0,3160468136,-2057303860,1103164276,0,-116183831628,-116183831628,0,0,35535973031,0,1103164276,17443909253,-10436809121,7007100132,1035004824,-362084615,672920209,0,44319157648,0,-8601530868,35717626780,0,35717626780,0
2019,1,666243788139,33051849193,-153735070062,-178861077596,25126007534,0,0,0,46510753050,32485468407,0,0,32485468407,591795606650,-337299049324,-12889372461,20819040,0,20819040,0,-260499772581,0,-8015789814,-5204345597,-188005868263,-188005868263,-49316514363,0,0,0,0,-138689353900,0,0,0,-461725776255,130069830395,0,0,0,2019162164,-1487885866,531276298,0,-87316432939,-87316432939,0,0,42753397456,0,531276298,16442425877,-11869429359,4572996518,827595374,-254878226,572717148,0,48430387420,0,-8782662560,39647724860,0,39647724860,0
2019,2,757138787522,30747260837,-197098530059,-202919954610,5821424551,0,0,0,56002057453,40763855022,0,0,40763855022,640858897098,-320446388111,12889372461,383550541,0,383550541,0,-260567005810,0,-16741555410,-5849660937,-229674833188,-229674833188,-46641076942,0,0,0,0,-183033756246,0,0,0,-512833055345,128025841753,0,0,0,2614092322,-1523928091,1090164231,0,-92267738364,-92267738364,0,0,35758103389,0,1090164231,10351785911,4013741178,14365527089,1058749616,-941403299,117346317,0,51331141026,0,-9246314356,42084826670,0,42084826670,921
2019,3,716987029238,49738841656,-183828040038,-207875345629,24047305591,0,0,0,35992715223,40009831440,0,0,40009831440,621928032293,-292428673045,-29240908541,194708699,0,194708699,0,-255723436764,0,-20176484228,-5588505255,-238834030776,-238834030776,-55542194791,0,0,0,0,-183291835985,0,0,0,-520322457023,101605575270,0,0,0,2504035414,-1610257312,893778102,0,-79200893459,-79200893459,0,0,22404681811,0,893778102,22279353299,-5222356463,17056996836,1547154701,-1974119400,-426964699,0,39928492050,0,-5594526338,34333965712,0,34333965712,0
2019,4,929485894636,52953972331,-263581646295,-297012671383,0,33431025088,0,0,59926545726,38230641533,0,0,38230641533,754028538138,-406032441010,0,90650267,0,90650267,0,-298601059426,0,18318028494,-6854271954,-308406118877,-308406118877,-55948391734,0,0,0,0,-252457727143,0,0,0,-595543421763,158485116375,0,0,0,3271940647,-1615267237,1656673410,0,-112046074143,-112046074143,0,0,46439042232,0,1656673410,21958427258,-6024210865,15934216393,1247701262,-298065573,949635689,0,64979567724,0,-11948471068,53031096656,0,53031096656,0
2020,1,860873246360,36861830527,-194364918406,-227649194124,33284275718,0,0,0,59431698868,37325825816,0,0,37325825816,669302278461,-319448263175,-20625053638,47846454,0,47846454,0,-269056777517,0,20231433077,-6700858828,-269388694404,-269388694404,-55124817735,0,0,0,0,-214263876669,0,0,0,-524914897672,144387380789,0,0,0,2386103649,-1525670796,860432853,0,-101227779539,-101227779539,0,0,43159601250,0,860432853,14416738605,-5949502257,8467236348,109091146,-23973126,85118020,0,52572388471,0,-10555069871,42017318600,0,42017318600,0
2020,2,915576392900,48646951046,-228892700055,-222407002214,-6485697841,0,0,0,75660688530,45080280237,0,0,45080280237,762403286714,-296242046215,0,0,0,0,0,-258543924240,0,-22305099090,-7418163417,-307881225051,-307881225051,-63048880969,0,0,0,0,-244832344082,0,0,0,-596148411798,166254874916,0,0,0,1384988486,-1202288461,182700025,0,-100938558489,-100938558489,0,0,65316316427,0,182700025,17000982781,-648403374,16352579407,418048575,-50977139,367071436,0,82218667295,0,-15144356983,67074310312,0,67074310312,0
