Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2006,0,366177151631,38559914462,38559914462,0,247338983622,247338983622,0,62811669239,0,0,0,0,62811669239,0,1547318912,1547318912,0,15919265396,0,0,0,0,0,15919265396,0,0,0,214837138846,117876427836,40396516035,40396516035,0,0,0,0,66885357464,66885357464,0,10594554337,0,0,0,96960711010,0,39907490000,57053221010,0,0,0,0,0,0,581014290477,394479426425,41040459632,0,0,0,0,0,0,41040459632,0,0,0,0,0,0,0,0,353438966793,353438966793,0,0,0,0,0,186534864052,180024576063,140656620000,0,0,0,0,11673039480,0,6286480847,21408435736,6510287989,6510287989,0,581014290477
2007,0,451679244343,129311627357,129311627357,0,192434246598,192434246598,0,78393260593,0,0,0,0,78393260593,0,31112105676,31112105676,0,20428004119,0,0,0,0,0,20428004119,0,0,0,253440744619,125244508144,43918975604,43918975604,0,0,0,0,66875582296,66875582296,0,14449950244,0,0,0,128196236475,0,39907490000,88288746475,0,0,0,0,0,0,705119988962,506354529725,55067760231,0,0,0,0,0,0,55067760231,0,0,0,0,0,0,0,0,451286769494,451286769494,0,0,0,0,0,198765459237,194651969427,140656620000,0,0,0,0,13926559034,0,8029770973,32039019420,4113489810,4113489810,0,705119988962
2008,0,740722330963,225136716617,225136716617,0,354293534202,354293534202,0,107471899240,0,0,0,0,107471899240,0,23255847490,23255847490,0,30564333414,0,0,0,0,0,30564333414,0,0,0,274163479358,121245668603,121245668603,121245668603,0,0,0,0,0,0,0,0,0,0,0,130515150300,0,39709490000,118620150600,-27814490300,10355487395,3870874220,0,6484613175,0,1014885810321,600547523337,54354001551,0,0,0,0,0,0,54354001551,0,0,0,0,1088704053,0,0,0,545104817733,545104817733,0,0,0,0,0,414338286984,410387276524,410387276524,0,0,0,0,0,0,0,0,3951010460,3951010460,0,1014885810321
2009,0,830067986549,204612867448,78212867448,126400000000,430399459104,430399459104,0,142852791832,118093833145,670836419,0,0,28910431890,-4822309622,15403106022,15403106022,0,36799762143,9909634757,134433779,0,0,660805034,26094888573,0,0,0,404489110222,133175118656,60265127610,103252201102,-42987073492,0,0,0,72909991046,73774510127,-864519081,0,0,0,0,215763520800,0,78820650000,159229649600,-22286778800,9422632058,2586929583,0,6835702475,0,1234557096771,820171551413,134737410879,0,21218735125,2797127300,17037054441,22784938464,0,66061204990,4838350559,0,0,0,1385307462,352222513,0,0,684048833072,505784547665,0,55369368963,122894916444,0,0,414385545358,414385545358,338322120000,0,0,0,1020285672,19709572160,0,12496654267,42836913259,0,0,0,1234557096771
2010,0,1258338636102,296579693061,96236176945,200343516116,757839378548,757839378548,0,153637118726,113896326575,824589157,0,0,47975443403,-9059240409,18300456250,18300456250,0,31981989517,7111172202,131491975,0,0,743588034,23995737306,0,0,0,441783543359,166844756751,87171297228,139638520360,-52467223132,0,0,0,79673459523,80678483489,-1005023966,0,0,0,0,202642920100,0,25231650000,203859637600,-26448367500,9371738413,2482269225,0,6889469188,0,1700122179461,889055586158,102381949733,0,6474839159,4231173427,24874565372,34053785158,0,27406409890,5341176727,0,0,0,1926406654,518278800,0,0,784747229771,577972884879,0,133504313876,73270031016,0,0,811066593303,811066593303,713239130000,0,0,0,1006612990,21146406789,0,15655543730,60018899794,0,0,0,1700122179461
2011,0,1521770020210,398039595738,75689595738,322350000000,818678615541,851007389441,-32328773900,242967812775,223122788238,0,0,0,49536939550,-29691915013,20362012712,20362012712,0,41721983444,7612759579,131491975,0,0,1009198034,32968533856,0,0,0,471377589564,276441124782,179005137294,242005714100,-63000576806,0,0,0,97435987488,98525234574,-1089247086,0,0,0,0,144623730381,0,27294650000,138212752181,-20883671800,7501996050,759025037,0,6742971013,0,1993147609774,1149067091295,173107087050,0,56609464541,2147682003,33514786847,44901582710,0,26368465042,9565105907,0,0,0,2683146023,805278800,0,0,973276858222,706156953540,0,149518810126,117601094556,0,0,844080518479,844080518479,699543825000,0,0,0,1032349400,24305296252,0,20832607560,98366440267,0,0,0,1993147609774
2012,0,1432033237767,741696820684,82896820684,658800000000,441271419200,467329606577,-26058187377,186891578882,160649961845,0,0,0,42952535992,-16710918955,18348370216,18348370216,0,43825048785,10743095039,124043100,0,0,1843079800,31114830846,0,0,0,642510327426,318757286559,199780881258,279817012098,-80036130840,0,0,0,118976405301,120229426959,-1253021658,0,0,0,0,261515578800,0,33054525000,242422027600,-13960973800,8380456488,779524673,0,7600931815,0,2074543565193,1225625423807,158959965159,0,34114352716,2764914539,32340284692,44146845961,0,34020287069,11573280182,0,0,0,1749821300,1749821300,0,0,1064915637348,764803824907,0,199935336484,100176475957,0,0,848918141386,848918141386,699543825000,0,0,0,0,29482360082,0,25717966557,94173989747,0,0,0,2074543565193
2013,0,1807539804418,359913688550,69339488550,290574200000,959229814675,971079694408,-11849879733,423474386139,411890417945,0,0,0,30148819963,-18564851769,16162276603,16162276603,0,48759638451,13983198506,124043100,0,0,1884165800,32768231045,0,0,0,594836843278,431190313039,251934744472,334639156006,-82704411534,0,0,0,128613853609,129983668281,-1369814672,50641714958,0,0,0,154732862600,0,0,161632862600,-6900000000,8913667639,2054733992,0,6858933647,0,2402376647696,1577710732125,316055690041,0,173980736219,2523641790,24823270603,51931262782,0,48037011398,14759767249,0,0,0,1606237300,1606237300,0,0,1260048804784,803113498844,0,354972903786,101962402154,0,0,824665915571,824665915571,698664002000,0,0,0,0,34382737951,0,29027183564,62591992056,0,0,0,2402376647696
2014,0,3027437888570,171290749377,56911549377,114379200000,1383646781041,88515846643,-11582761436,358524439598,336185535497,4779373263,0,0,71886710083,-54327179245,11023500087,11023500087,0,106469321691,106295246634,0,108829612,0,0,65245445,0,0,0,619817477040,450117427957,258972253249,356385597415,-97413344166,0,0,0,130472688708,132879007590,-2406318882,60672486000,0,0,0,153767825000,0,1350000000,69851525000,-17433700000,6593133419,6593133419,0,0,0,3647255365610,2791445971934,2786145968365,0,201112971941,1656505544,18579893511,56426752079,0,50045735090,17908096228,0,0,0,5300003569,0,0,0,0,0,0,0,0,0,0,855809393676,855809393676,709742180000,3496950000,0,-12558869134,0,37676935951,0,33437144267,84015052592,0,0,0,3647255365610
2015,0,3107226689123,176116728592,71166728592,104950000000,1569976225295,97946946643,-14554749126,373147822382,372320901663,7867835896,0,0,64102583229,-71143498406,11723736562,11723736562,0,107505013338,106907268801,0,0,0,0,597744537,0,0,0,609993319405,407138512258,232948448792,347521465585,-114573016793,0,0,0,154287126583,165627494317,-11340367734,19902936883,55373517118,60086566355,-4713049237,131221934233,0,1350000000,151167934233,-21296000000,6019408229,6019408229,0,0,0,3717220008528,2913485074256,2904212022263,0,175602994776,2690415868,26843192895,81408079519,28000000,92662256193,23294358581,0,0,0,9273051993,0,0,0,0,0,0,0,0,0,0,803734934272,803734934272,709742180000,3496950000,-12558869134,0,0,42439396654,0,38444865555,22170411197,0,0,0,3717220008528
