disclosuredDate,group,type,typeDesc,effectiveDate,expiredDate,actualDate,content,dividend,ratio,divPeriod,divYear
2006-12-15,stockAlert,listedHnx,Ngày giao dịch đầu tiên trên HNX,2006-12-15,2007-10-12,,,,,,
2007-03-23,investorRight,MEETING,Họp cổ đông,2007-03-30,2007-04-21,2007-04-21,ĐHCĐ thường niên năm 2007,,,,
2007-04-16,investorRight,DIVIDEND,Cổ tức bằng tiền,2007-04-23,2007-05-21,2007-05-21,Trả cổ tức đợt 1/2007 (1000 đ/cp),1000,10,1,2007
2007-05-16,investorRight,ISSUE,Phát hành thêm,2007-05-24,2007-07-04,,"Phát hành 10000000 cp cho CĐHH, giá 50000 đ/cp",,20,,
2007-05-16,investorRight,ISSUE,Phát hành thêm,2007-05-24,,,"Phát hành 1000000 cp cho CBCNV, giá 50000 đ/cp",,,,
2007-05-16,investorRight,ISSUE,Phát hành thêm,2007-05-24,,,"Phát hành 9000000 cp cho CĐCL, giá 150000 đ/cp",,,,
2007-05-16,investorRight,STOCKDIV,Cổ tức bằng cổ phiếu,2007-05-24,2007-05-28,,Tỷ lệ 100:20,,20,,2006
2007-10-29,stockAlert,listedHose,Ngày giao dịch đầu tiên trên HOSE,2007-10-29,,,Ngày giao dịch đầu tiên trên HOSE,,,,
2007-12-14,investorRight,KINDDIV,Cổ phiếu thưởng,2007-12-24,2007-12-26,,Tỷ lệ 100:50,,50,,
2008-03-11,investorRight,MEETING,Họp cổ đông,2008-03-20,2008-04-20,2008-04-20,ĐHCĐ thường niên 2008,,,,
2008-05-05,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-05-15,2008-07-03,2008-07-03,Trả cổ tức đợt 2/2007 (2000 đ/cp),2000,20,2,2007
2008-11-07,investorRight,DIVIDEND,Cổ tức bằng tiền,2008-11-26,2008-12-19,2008-12-19,Trả cổ tức năm 2008 (1000 đ/cp),1000,10,,2008
2009-02-25,investorRight,MEETING,Họp cổ đông,2009-03-04,,,ĐHCĐ thường niên 2009,,,,
2009-11-05,investorRight,POLL,Lấy ý kiến cổ đông,2009-11-16,2009-11-26,2009-11-26,Lấy ý kiến cổ đông bằng văn bản,,,,
2009-12-23,investorRight,DIVIDEND,Cổ tức bằng tiền,2009-12-31,2010-01-19,2010-01-19,Trả cổ tức đợt 1/2009 (1000 đ/cp),1000,10,1,2009
2010-03-17,investorRight,KINDDIV,Cổ phiếu thưởng,2010-03-25,2010-03-29,,Tỷ lệ 100:100,,100,,
2010-03-17,investorRight,MEETING,Họp cổ đông,2010-03-25,,,ĐHCĐ thường niên 2010,,,,
