Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2009,4,462154533926,0,0,0,0,0,0,0,0,80555515722,9016800000,0,46395916826,70425099614,528035998,193672170494,220097633,0,61340897639,0,462154533926,-176591020629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285563513297,0,0,0,0,0,0,0,0,0,0,0,0,0,-1787749097,283775764200,34955202,-301990,34653212,22832985703,306643403115,0,0,0,-60336380308,21592340858,267899363665,267899363665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,1,450069317389,0,0,0,0,0,0,0,0,46240174462,0,9367240638,1198032256,0,573976845,314577311440,217137181,0,77895444567,0,450069317389,-89231956966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360837360423,0,0,0,0,0,0,0,0,0,0,0,0,0,-3804405072,357032955351,33250574,-1100061,32150513,2833313513,359898419377,0,0,0,-84621925945,-4579357841,270697135591,270697135591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,2,381302814562,0,0,0,0,0,0,0,0,56424563719,2480000000,9834437814,18104555078,0,791653316,152200677514,161957054,0,141304970067,0,381302814562,-173512032776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207790781786,0,0,0,0,0,0,0,0,0,0,0,0,0,-1954017884,205836763902,90044853,-6854542038,-6764497185,0,199072266717,0,0,0,-51421472836,5300856587,152951650468,152951650468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,349953750030,0,0,0,0,0,0,0,0,35855843647,10135023320,0,84070143636,0,314000003,103281576002,254923154,0,116042240268,0,349953750030,-125850273009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224103477021,0,0,0,0,0,0,0,0,0,0,0,0,0,-2253284123,221850192898,31869023,-671712429,-639843406,-26776176932,194434172560,0,0,0,-44557395885,-3711899394,146164877281,144807885840,0,-1356991441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,322290807897,0,0,0,0,0,0,0,0,37523132301,525000000,0,6207854137,0,741454793,139951030116,296856312,0,137045480238,-250000000,322040807897,-203731310131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118309497766,0,0,0,0,0,0,0,0,0,0,0,0,0,-3133882527,115175615239,5671166207,-4924168454,746997753,33492014192,149414627184,0,0,0,-16406386139,-14659398769,118348842276,118823946776,0,475104500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,1,232128295474,0,0,0,0,0,0,0,0,26694080482,6420000000,0,11578119458,0,151904544,57425483684,676211396,0,129182495910,-5850000,232122445474,-276867808900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-44745363426,0,0,0,0,0,0,0,0,0,0,0,0,0,-2456209180,-47201572606,90715861,-12517,90703344,-52059362179,-99170231441,0,0,0,-2627210636,-78163477,-101875605554,-101953769031,0,-78163477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,2,245089638435,0,0,0,0,0,0,0,0,22243055714,0,0,20590578617,0,376197411,77016712340,1170813593,0,123692280760,0,245089638435,-218859476691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26230161744,0,0,0,0,0,0,0,0,0,0,0,0,0,-8661549122,17568612622,118598530,-26223,118572307,-6618751367,11068433562,0,0,0,-2308364140,-3680931221,5079138201,1398206980,0,-3680931221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,3,208946375921,0,0,0,0,0,0,0,0,27431523519,0,0,3125357746,0,628960699,49193947182,1277769871,0,127288816904,0,208946375921,-116673228310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92273147611,0,0,0,0,0,0,0,0,0,0,0,0,0,-1995527741,90277619870,99090122,-566705,98523417,569954586,90946097873,0,0,0,-2080845748,-4956961597,83908290528,83153261602,0,-755028926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,4,161884463060,0,0,0,0,0,0,0,0,19636345500,0,0,2782240489,0,1330168148,44066308703,1353632545,0,92715767675,0,161884463060,-44373225447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117511237613,0,0,0,0,0,0,0,0,0,0,0,0,0,-14825572703,102685664910,245498038,-680101024,-434602986,21509018011,123760079935,0,0,0,3078557006,-31197224510,95641412431,96531313308,0,889900877,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,1,164423899082,0,0,0,0,0,0,0,0,28640249901,0,5061000,9700665577,0,1173427077,41632569273,2370151848,0,80901774406,0,164423899082,-1361313236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163062585846,0,0,0,0,0,0,0,0,0,0,0,0,0,-1968339964,161094245882,1511801351,-496494000,1015307351,43019072715,205128625948,0,0,0,-36364203640,16442509740,185206932048,185105688440,0,-101243608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
