Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2005,0,50905490224,0,0,0,0,0,0,0,0,3541183365,5010000000,0,3423776250,141541575,252830165,23960176380,54210406,0,14521772083,0,50905490224,-23362490633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27542999591,0,0,0,0,0,0,0,0,0,0,0,0,0,-570851922,26972147669,2731582,-2319186,412396,0,26972560065,0,0,0,-1618644570,0,25353915495,25353915495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,0,378479403564,0,0,0,0,0,0,0,0,49204063577,60004346555,8911433540,7351342719,0,1194330245,194427361720,357666870,0,57028858338,-500000,378478903564,-75162311840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303316591724,0,0,0,0,0,0,0,0,0,0,0,0,0,-633027606,302683564118,29709434,-22706713,7002721,0,302690566839,0,0,0,-60660033696,0,242030533143,242030533143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,0,1352734628760,0,0,0,0,0,0,0,0,250374692239,51620852881,0,23303341001,32621939182,5480963894,695396145555,0,0,293936694008,-287197790,1352447430970,-392278336766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960169094204,0,0,0,0,0,0,0,0,0,0,0,0,0,-1096828631,959072265573,458789183,-145647903,313141280,2132135518,961517542371,0,0,0,-97341575132,0,864175967239,864175967239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8378,0
2008,0,1382644216704,0,0,0,0,0,0,0,0,115751810479,8646285660,0,9456472056,44561548222,5413832090,453734142155,282081100,0,744798044942,-600181818,1382044034886,-1072329837940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309714196946,0,0,0,0,0,0,0,0,0,0,0,0,0,-761877233,308952319713,25267192151,-22335211375,2931980776,-34065054697,277819245792,0,0,0,-27302275035,0,250516970757,250516970757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868,0
2009,0,1121557943660,0,0,0,0,0,0,0,0,196203846337,9236390000,0,50301749737,88419267954,1756798538,603679970807,666456491,0,171293463796,-31888000,1121526055660,-233474467665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888051587995,0,0,0,0,0,0,0,0,0,0,0,0,0,-6261966451,881789621544,137062842,-103548166,33514676,73888378228,955711514448,0,0,0,-173223959369,21592340859,804079895938,804079895938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5360,0
2010,0,1503616689880,0,0,0,0,0,0,0,0,176043714129,13140023320,0,108242078334,19811488075,2421084957,710010595072,930873701,0,473016832292,-250000000,1503366689880,-592325572635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911041117245,0,0,0,0,0,0,0,0,0,0,0,0,0,-11145589606,899895527639,5826330656,-5638799981,187530675,2736427943,902819486257,0,0,0,-195700683962,-17649799417,689469002878,688587115937,0,-881886941,0,0,0,0,0,0,0,0,0,0,0,0,1982,0
2011,0,848048772890,0,0,0,0,0,0,0,0,96005005216,6420000000,0,38076296310,0,2487230802,227702451908,4478427405,0,472879361249,-5850000,848042922890,-656773739348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191269183542,0,0,0,0,0,0,0,0,0,0,0,0,0,-27938858746,163330324796,553902871,-680706469,-126803598,-36599141321,126604379877,0,0,0,-3937863518,-39913280804,82753235555,79129012745,0,-3624222810,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,849294221184,0,0,0,0,0,0,0,0,105807913215,0,29061000,79784442039,0,5191757059,276558485135,12559455663,0,369363107073,0,849294221184,-454524349042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394769872142,0,0,0,0,0,0,0,0,0,0,0,0,0,-17991632074,376778240068,5079281085,-658800233,4420480852,106059910285,487258631205,0,0,0,-82563882162,60797688748,465492437791,464299378161,0,-1193059630,0,0,0,0,0,0,0,0,0,0,0,0,1328,0
2013,0,726943829636,0,0,0,0,0,0,0,0,138279714570,0,181607894,28691792508,0,5345687143,196308973064,9479145425,0,348656909032,0,726943829636,-386476250295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340467579341,0,0,0,0,0,0,0,0,0,0,0,0,0,-12022643097,328444936244,63070461122,-72287364,62998173758,114391074176,505834184178,0,0,0,-88381199859,-117048764,417335935555,418044800069,0,708864514,0,0,0,0,0,0,0,0,0,0,0,0,1192,0
2014,0,1564610137885,0,0,0,0,0,0,0,0,328600376565,2844259220,543481183,20966718460,0,5623352899,721120170953,7771606391,0,477140172214,-100000000,1564510137885,-689827540779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,874682597106,0,0,0,0,0,0,0,0,0,0,0,0,0,-14759715127,859922881979,53655881077,-5367783,53650513294,14267004784,927840400057,0,0,0,-218587928515,35443063119,744695534661,744830193840,0,134659179,0,0,0,0,0,0,0,0,0,0,0,0,2117,0
