2020-04-08,5000,0,15000,5300,0,10300
2020-03-13,33200,0,24600,19500,0,5000
2020-03-20,32950,0,2000,38750,0,14200
2020-03-23,1150,0,0,1050,0,0
2020-04-09,3950,0,40000,5950,0,5000
2020-04-10,250,0,127000,1250,0,14200
2020-04-13,4450,0,11200,2450,0,7200
2020-04-14,28500,0,6300,12100,0,40500
2020-04-15,22150,0,20000,42350,0,1200
2020-04-16,9800,0,1000,68400,40000,55000
2020-04-17,21350,0,100100,8550,0,2100
2020-04-20,72500,0,12700,17000,0,22300
2020-04-21,17100,0,11600,33100,0,20700
2020-04-22,17550,0,2500,9850,0,3300
2020-04-23,12900,0,0,5000,0,7700
2020-04-24,69050,0,7000,40650,0,23700
2020-04-27,25600,0,31000,27500,0,69900
2020-04-28,114100,0,13300,35700,0,21500
2020-04-29,69200,41000,0,45800,34700,53200
2020-05-04,54200,38700,43500,11800,0,11000
2020-05-05,550,0,0,10050,0,0
