Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2011,1,0,-154026017371,-7781965823,0,-7063721650,26326856840,-28398416502,0,-170943264506,99036789922,152931,-367237273511,0,0,368973174075,5541435824,106314279241,0,0,0,0,0,-5116428561,0,-5116428561,-69745413826,277538521994,0,207793108168
2012,1,0,-18411157098,-9577407586,0,-4157698619,75903502187,-88821135100,0,-45063896216,-24586691839,0,-382383334090,0,0,383281861449,748014829,-22940149651,0,0,0,0,0,0,0,0,-68004045867,117547229351,0,49543183484
2012,2,0,-6085326987,-6933676244,0,-1109260419,30323619899,-10281581999,0,5913774250,-22828492705,9381175,-154266918183,0,0,155099292579,392256971,-21594480163,0,0,9419969594,0,0,-11791500000,0,-2371530406,-18052236319,49543183484,0,31490947165
2016,1,93997530787,-15679139900,-14807574817,-20510484850,-6774286372,83708168468,-106115094341,0,13819118975,-8379391954,176000000,-41500000000,21000111111,0,0,43138476,-28660142367,0,0,52669111918,-65538550000,0,-5937500,0,-12875375582,-27716398974,124289560156,0,96573161182
2016,2,0,0,0,0,0,0,0,0,405240423217,-133529852137,-176000000,41500000000,-21000111111,0,0,12966002429,-100239960819,0,0,78760440938,-140803550000,0,0,0,-62043109062,242957353336,96573161182,0,339530514518
2016,3,132194834047,-32551476246,-14888038263,2545209585,0,785354579472,-783491189868,0,89163918727,-166770874952,0,-353220539182,401331698929,-51999356,-34002849356,1482356504,-151232207413,0,0,67753628441,-20311720053,0,0,0,47441908388,-14626380298,339530514518,0,324904134220
2016,4,143085159142,-5144886955,-10459788565,-11910409875,-70033940826,670336846951,-940769348405,0,-224896368533,-184884698420,176000000,-440600000000,447220539182,51999356,33402849356,4209158685,-140424151841,399998900000,0,196409753116,-154020576027,0,-120005937500,0,322382139589,-42938380785,324904134220,0,281965753435
2017,1,140813076139,-35376321157,-11365381902,-340039241,0,31250058798,-18270718786,0,106710673851,-111474972043,0,-311000000000,311000000000,0,0,2622168410,-108852803633,0,0,85296591596,-49269780620,0,0,0,36026810976,33884681194,282051924177,0,315936605371
2017,2,0,0,0,0,0,0,0,0,63747443133,-63690923722,66261577418,311000000000,-311000000000,-10798558814,0,6417918995,-1809986123,0,0,45322521161,-66462240413,0,0,0,-21139719252,40797737758,315936605371,0,356734343129
2017,3,272263788917,-21023299677,-13393375784,-12272906987,0,20132214928,-50589607700,0,195116813697,-81161460800,0,-800831819039,796900000000,0,0,3664171454,-81429108385,0,0,73190611292,-72825141277,0,0,0,365470015,114053175327,356734343129,0,470787518456
2017,4,161805630218,-34220737627,-10651258142,-11829487349,-4404297720,20741873004,-38389226815,0,83052495569,-132314780899,0,-1135933887176,1130034032176,0,0,5645587618,-132569048281,0,0,80744250000,-91505206888,0,0,0,-10760956888,-60277509600,470787518456,6557015,410516565871
2018,1,154924444289,-132573828672,-19520578076,-10901853185,-12570371172,36236386099,-14415224770,0,1178974513,-99355105122,0,-1004032850000,1004032850000,0,0,4353056252,-95002048870,0,0,79226910200,-82753799144,0,0,0,-3526888944,-97349963301,410516565871,0,313166602570
2018,2,0,0,0,0,0,0,0,0,127143662370,-40746082144,0,742002000000,-1004032850000,0,0,7740919354,-295036012790,0,0,48785200000,-73514750000,0,0,0,-24729550000,-192621900420,313166602570,0,120544702150
2018,3,392817189392,-35104083838,-10623313555,-9308467265,0,29666205977,-45008622238,0,322438908473,-18284564162,0,-668138825000,668138825000,0,0,2331863421,-15952700741,0,0,16667494640,-79514750000,0,0,0,-62847255360,243638952372,382575552150,0,626214504522
2018,4,162704480618,-66861819653,-11224887382,-9773978204,-15591642724,6630274588,-32920743559,0,32961683684,-41401604758,0,-1307500000000,1307500000000,0,0,10272200976,-31129403782,0,0,41401604758,-3514750000,0,0,0,37886854758,39719134660,626214504522,0,665933639182
2019,1,84607787455,-39395352152,-16083695098,-9781746123,-15602432111,6103097983,-11367828894,0,-1520168940,-5788000000,0,-1073000000000,1073000000000,0,0,7453112383,1665112383,0,0,5788000000,-3514750000,0,0,0,2273250000,2418193443,665933639182,0,668351832625
2019,2,0,0,0,0,0,0,0,0,-90474735253,-37747484891,0,532197292500,-1073000000000,0,0,7817221989,-570732970402,0,0,59009057000,-3549232189,0,0,0,55459824811,-605747880844,668351832625,0,62603951781
2019,3,110066342601,-59420224830,-9382932452,-12342101781,0,3016292216,-22971985681,0,8965390073,-40117943000,0,-142000000000,142000000000,0,0,9212425737,-30905517263,0,0,40117943000,-27976905938,0,0,0,12141037062,-9799090128,812076334281,0,802277244153
