Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,29784307144,603153891,0,0,0,0,0,0,30387461035,-34964397122,-64477846660,201987420342,-16178228972,0,0,0,0,116754408623,-10744101999,0,-99227344000,0,0,0,0,-109971445999,66520929730,0,0,0,0,-23702049657,0,42818880073,49601842697,0,0,49601842697
2008,0,96968116465,1434593687,0,0,0,12118994,0,0,98414829146,34606086534,64366846584,-75753300157,401197153,0,-5272272553,161965417,-8048037429,108877314695,-18997932429,342273111,-487561313827,390532603724,-450000000,0,0,-116134369421,269776500,0,0,0,0,-25266829573,0,-24997053073,-32254107799,49601842697,469284542,17817019440
2009,0,145848263982,1663595800,0,0,0,-24201460117,0,0,123310399665,-12279990703,-4934700,-56498013645,-11570611947,0,-3869392534,0,-10399661557,28687794579,-16838753815,4149709506,-188735384806,332814179263,0,450000000,17407234572,149246984720,0,0,0,0,0,34716995500,0,34716995500,212651774799,17817019440,2096884215,232565678454
2010,0,140647259788,7205172896,0,0,0,-40121163501,0,0,107731269183,357756436,-156107029,-351591262,8032112611,0,-15770067674,0,0,99843372265,-139864137345,2295057165,-365252534193,375332909624,0,0,38618176024,-88870528725,0,0,0,0,0,-6000000000,0,-6000000000,4972843540,232565678454,0,237538521994
2011,0,52316953167,2325587530,9624000,0,0,-26793936260,0,0,27858228437,-5600979748,68189752,34249830856,-73341058005,0,0,0,914176200,-15851612508,-392933616395,251750000,-756759753430,796759753430,0,0,26542186260,-326139680135,240000000000,0,0,0,0,-18000000000,0,222000000000,-119991292643,237538521994,0,117547229351
2012,0,67629030282,2335474536,0,0,0,-6226739784,0,0,63737765034,9070907204,-103612414,-74410271907,618493775,0,-8745691545,1204675000,0,-8627734853,-46236792997,150000000,-363128992365,363128992365,0,0,6076739784,-40010053213,0,0,10575629594,-11791500000,0,0,0,-1215870406,-49853658472,117547229351,0,67693570879
2013,0,82218408040,1738684931,0,-4345599,-5654555368,0,56118275,0,78354310279,-7996112931,-124607177,-106860375431,-314095285,-56118275,-7133741306,3859161780,-6769639012,-47041217358,-3031674879,0,0,0,0,0,5654555368,2622880489,0,0,100504902463,-2163260169,0,-54200940000,0,44140702294,-277634575,67693570879,4345599,67420281903
2014,0,70321291383,2321741062,0,-7942023,0,-13406787889,0,0,59228302533,-3089775048,-80699872142,-19601632264,-2461365639,0,-7730746801,9656916946,-1370232000,-46068404415,-1737989475,0,0,0,-47331000000,0,13406787889,-35662201586,0,0,115264137251,-2154200000,0,-29996452500,0,83113484751,1382878750,67420281903,7942023,68811102676
2015,0,70729103664,78883761542,427251341,-22139290,0,-20220934894,578253013,0,130375295376,-382567832629,21415989,211972501099,1431585431,-578253013,-14891853838,231313139,-8149009766,-62154838212,-92029191342,0,0,0,0,0,20220934894,-71808256448,0,0,276784640473,-42367665123,0,-44997562500,0,189419412850,55456318190,68811102676,22139290,124289560156
2016,0,91490186144,35565997915,5701221667,-86170742,0,-24387037668,375464496,0,108659661812,13992733757,-119512273,357968671073,-2524342462,-375464496,-77557817739,139560000,-5612809158,394570680514,-373359335628,176000000,0,0,0,0,23677286546,-349506049082,400000000000,0,395592934413,-562975387566,0,-120005985000,0,112611561847,157676193279,124289560156,86170742,282051924177
2017,0,115601193169,300700474870,752603783,-6557015,0,-27408791204,1128417192,0,390767340795,43831775695,-18025119,805737342958,-9962221144,-1128417192,-11368611692,2922854612,-5077364330,1215704674583,-1103231105968,0,0,0,-16698354991,0,28191266204,-1091738194755,0,0,284553974049,-280062369198,0,0,0,4491604851,128458084679,282051924177,6557015,410516565871
2018,0,-145604373924,1050403764073,-958033475,0,0,-45124278995,51795861,0,858768873540,-146510240687,133902407,-28787821421,2932343325,-51795861,-28580331600,0,-5757197061,652147732642,-381957255187,0,-208669675000,0,0,0,38443435402,-552183494785,0,0,186081209598,-239298049144,0,0,0,-53216839546,46747398311,410516565871,0,457263964182
