Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,3,190978241443,-174853082682,-15083827636,-1138889948,-3333683712,50787687270,-57481549790,0,-10125105055,-7187339494,74929670,0,0,-185000000,0,1055903368,-6241506456,0,-289880220,57547000000,-47378996000,0,-1498004000,0,8380119780,-7986491731,11199486062,1253928090,4466922421
2010,4,302427575152,-218481404052,-31512051425,-1489067190,-5366786254,3779053017,-13353805911,0,36003513337,-10979277714,169929670,-149685221112,132720610000,-194207500,289880220,2431040285,-25247246151,0,-289880220,58561000000,-58203006000,0,-2519447420,0,-2451333640,8304933546,42234874950,540684490,51080492986
2011,1,46482792829,-90501219162,-6600005033,-11404825,-1158345359,1036352294,-3688887100,0,-54440716356,-182997458,0,-49466608333,80980250000,-67000000,0,1813813245,33077457454,0,0,31141100000,-3909300000,0,0,0,27231800000,5868541098,3080492986,0,8949034084
2011,3,107247068921,-107183409090,-6103436842,-1250000476,-683425870,847306982,17278758135,0,10152861760,-1117626504,3859839,0,7000000000,-55000000,0,117250337,5948483672,0,0,59618835266,-74974457315,0,-2074958605,0,-17430580654,-1329235222,1015559289,955449000,641773067
2012,1,64368382339,-168143722205,-5332655429,-272139326,-869517109,950968562,-6508020318,0,-115806703486,-275272727,34761905,-24400540907,44461207573,-70000000,0,576606969,20326762813,0,0,89492438000,-10570992644,0,-1592992800,0,77328452556,-18151488117,23159773132,-91995521,4916289494
2012,2,69585953519,-33763423734,-5750126589,-1245513923,-1293007995,4265336854,-1813161062,0,29986057070,-1208947273,-34761905,24400540907,-44461207573,-81000000,0,111902481,-21273473363,0,0,39816777366,-40052000190,0,0,0,-235222824,8477360883,4916289494,-51942837,13341707540
2012,3,109084318051,-65794671291,-5529000507,-921626758,-728758522,1165377367,-4448769147,0,32826869193,-899511979,380230996,-64900540907,84961207573,-70000000,0,256900495,19728286178,0,0,17739489157,-65855528490,0,-5006144000,0,-53122183333,-567027962,13341707540,-133913904,12640765674
2012,4,142066257962,-25415494884,-7205851635,-230327489,-557882752,1313859280,2064802941,0,112035363423,-1110945663,142857,-74000000000,34000000000,-2325000000,0,195059626,-43240743180,0,0,12838340381,-44510704934,0,400,0,-31672364153,37122256090,12640765674,-1412341,49761609423
2013,1,64226106449,-29768408256,-9257116467,-75436382,-2332720496,947537078,-4536030660,0,19203931266,0,0,-144960195000,102000000000,-1277411455,0,717888080,-43519718375,0,0,35492200000,-13254311290,0,0,0,22237888710,-2077898399,47673015991,0,45595117592
2013,2,23424805849,-5102934280,-2645713737,-472985077,-1086625216,327201611,-33971261615,0,-19527512465,-781842819,0,82658350600,-75884240000,-8655121971,0,1317818660,-1345035530,0,0,39246692231,-26262480000,0,-3622232160,0,9361980071,-11510567924,45595117592,2028789,34086578457
