Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2015,1,55638788996,-2350403506,-1103672838,-16227483605,0,935031256,-11383588644,0,25508671659,-148199600,0,-25000000000,0,0,0,524997009,-24623202591,0,0,0,0,0,0,0,0,885469068,48055383034,0,48940852102
2015,2,48005955012,-3794339838,-1590694453,-16632439769,-379860084,631904379,-13125643834,0,13114881413,0,0,-46475555948,24000000000,0,0,1011049377,-21464506571,0,0,0,-26364000000,0,-8458269700,0,-34822269700,-43171894858,48940852102,0,5768957244
2015,3,78474890338,-2576855865,-1622198963,-15697419381,-130374598,2149558050,-18557573699,12241877599,42040025882,-84026250,0,-37000000000,5000000000,0,0,17616521,-32066409729,0,0,0,0,0,-136717350,0,-136717350,9836898803,5768957244,0,15605856047
2015,4,53973064615,-930505167,-2105148237,-15508460720,-1215706376,23651548240,-12121142176,0,45743650179,7638750,0,-20129238714,43390754096,0,0,2243314555,25512468687,0,0,0,-66837000000,0,-79569850,0,-66916569850,4339549016,15605856047,0,19945405063
2016,1,36991073096,-2410889121,-1603185947,-14930471386,0,3862167811,-2815346459,12237382182,19093347994,0,0,-5077531214,5000000000,0,0,223321246,145790032,0,0,0,0,0,-20975158350,0,-20975158350,-1736020324,19945405063,0,18209384739
2016,2,27250433756,-1440893176,-2290141629,-14027047971,0,2831194425,-10744859269,12227973288,1578686136,0,0,-127083333,20214040566,0,0,1086048968,21173006201,0,0,0,-10000000000,0,-211460025,0,-10211460025,12540232312,18209384739,0,30749617051
2016,3,45067880907,-4708710134,-1035680471,-13471650839,0,4564102091,-13950093296,0,16465848258,0,0,-11000000000,5127083333,0,0,365904681,-5507011986,0,0,0,-22345000000,0,0,0,-22345000000,-11386163728,30749617051,0,19363453323
2016,4,95767872773,-1852870066,-2132918645,-13893942524,-2500000000,12476492777,-21929035567,0,65935598748,0,0,0,23000000000,0,0,1010948400,24010948400,0,0,0,-32356000000,0,0,0,-32356000000,57590547148,19363453323,0,76954000471
2017,1,64197963470,-1176713378,-1912136450,-12776151909,-792810239,6510772472,-12723043354,0,41327880612,0,0,-37189883721,12000000000,0,0,1064467438,-24125416283,0,0,0,0,0,-67403068575,0,-67403068575,-50200604246,76954000471,0,26753396225
2017,2,74422537430,-2443901771,-1698013327,-13054353249,-709294000,7497934743,-21791060805,12180422176,42223849021,-60000000,0,-32284033048,23000000000,0,0,742028215,-8602004833,0,0,0,-32875000000,0,1629925,0,-32873370075,748474113,26753396225,0,27501870338
2017,3,56708659300,-1524291765,-1653293288,-12469587190,-1500000000,13733686780,-23686743851,0,29608429986,-8136750000,0,-131805556,32402364431,0,0,1100714832,25234523707,0,0,0,0,0,-40373679600,0,-40373679600,14469274093,27501870338,0,41971144431
2017,4,119249146124,-2904693377,-2376240779,-12176629526,0,12989388817,-19933127540,12519453426,94847843719,-20000000,0,0,19284033048,0,0,1104998158,20369031206,0,0,0,-37312000000,0,-1067619850,0,-38379619850,76837255075,41971144431,0,118808399506
2018,1,40166106074,-135240453,-2284297062,-11585353361,-5365353096,4177556580,-16055319725,0,8918098957,0,0,-24000000000,0,0,0,880443428,-23119556572,0,0,0,0,0,-61182796635,0,-61182796635,-75384254250,118808399506,0,43424145256
2018,2,55565051626,-3692265634,-1855261371,-12112348340,-2003237275,11144385061,-21407443010,0,25638881057,0,0,0,24000000000,0,0,658809924,24658809924,0,0,0,-32745000000,0,-48202236815,0,-80947236815,-30649545834,43424145256,0,12774599422
2018,3,87409508960,-4367949060,-1642557483,-11434309020,-443267118,10970059697,-30289833834,0,50201652142,-771008236,0,-28018260274,2131805556,0,0,180964646,-26476498308,0,0,0,0,0,-151256340,0,-151256340,23573897494,12774599422,0,36348496916
2018,4,108194302554,-2031398679,-2147561626,-11095579644,-2500000000,11721671188,-27600700347,0,74540733446,-21837454,0,0,26038993629,0,0,368268972,26385425147,0,0,0,-39601200000,0,-66551813580,0,-106153013580,-5226854987,36348496916,0,31121641929
2019,1,50650971711,-2936118787,-2297539924,-10506823917,-3142638816,5185652171,-16182113879,12547674344,20771388559,0,0,0,0,0,0,72940852,72940852,0,0,0,0,0,-37374854705,0,-37374854705,-16530525294,31121641929,0,14591116635
2019,2,59221983420,-6496197422,-1626625675,-10642246038,-1008263889,5807283342,-11290218353,12807396572,33965715385,-31500000,0,0,0,0,0,35907499,4407499,0,0,0,-33230000000,0,-510037995,0,-33740037995,230084889,14591116635,0,14821201524
2019,3,58471662281,-3394898909,-2251198956,-10111789463,-1386000000,7138658479,-17889924322,12618507680,30576509110,-73583000,0,-9000000000,0,0,0,138224205,-8935358795,0,0,0,0,0,-29456946140,0,-29456946140,-7815795825,14821201524,0,7005405699
2019,4,117304500380,-4571817544,-2186757413,-10199500393,-3000000000,11790702909,-25810443197,0,83326684742,0,0,0,9000000000,0,0,79441558,9079441558,0,0,0,-44837500000,0,-215715690,0,-45053215690,47352910610,7005405699,0,54358316309
2020,1,46823648277,-5150050714,-1236795421,-9723112084,-524754120,9582974828,-17724599176,0,22047311590,0,0,0,0,0,0,46425858,46425858,0,0,0,0,0,-54618601700,0,-54618601700,-32524864252,51131026254,0,18606162002
2020,2,50699486746,-3612226199,-1819984299,-9566437910,-107000000,3150528675,-8453673214,0,30290693799,0,0,0,0,0,0,17449763,17449763,0,0,12000000000,-33230000000,0,-24265597285,0,-45495597285,-15187453723,18606162002,0,3418708279
