Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2015,1,323311210645,972345453198,-68028463958,84527618890,0,-88946878978,271965388066,0,1495174327863,-1495356082912,-127697176174,-1153421893231,1672673806015,-353689895879,-90715118610,131631048243,-1994509518958,-1915910503643,-256680349781,45366583184,-226130000000,168280000000,0,17805900000,159243027165,-92114839432,0,0,7032286445652,-5733924615368,-1159437753080,-185021536887,0,-46097459683,-2054122802758,5480179551676,-15094063406,3410962685512
2015,2,201010393346,977853706094,1139168417,285423210531,0,-140982327572,281659575205,0,1606103726021,-339432380077,-248201162279,175730813192,763336656837,-274558590739,-90699629983,32096599596,-1796722509065,-172346476497,-158030055866,14528041148,-200870000000,183550000000,0,0,31336464047,-129485550671,0,0,12964723858085,-11696753615099,-762506818077,-95480716464,0,409982708445,108150681277,3410962685512,15193894998,3534307261787
2015,3,375641512703,1066764120795,19482561561,766141071315,0,-82713880624,297033490645,0,2442348876395,-523950483855,-331773937852,333645934475,-993897787967,-366226002130,-56377915580,3456440517908,-1173445876397,2786763324997,-13037928029178,1095009194,-220465332844,245208500000,-21267460000,153041891368,216890713015,-12663424708445,0,0,19470805203279,-8409781272746,-1110131211052,-53879184874,0,9897013534607,20352151159,3534307261787,-5098745610,3549560667336
2015,4,148851158340,1201880985739,3329985441,338910420848,0,-110824929309,303642690500,0,1885790311559,3099740917160,484702943165,1243564627203,-544647197620,-269441055997,-84949778844,2139542535478,-3962601207992,3991702094112,-6899561647256,109912215987,-362238000000,255583706444,-120000000,25944440128,-44861268366,-6915340553063,0,0,7592091976647,-1882817014327,-1667084126325,-85537659803,0,3956653176192,1033014717241,3549560667336,-8752148158,4573823236419
2016,1,1411671041188,1254778177925,4172787748,-527589761881,0,-26645869538,314281395789,0,2430667771231,-163397821242,-149162913612,1002598371033,-7930068066,-388594004484,-96281265856,303297301796,-1215631556495,1715565814305,-58379432068,8658227272,-280020380000,283538000000,0,0,22757658085,-23445926711,0,0,5107133322099,-5984928873170,-1629035205681,-64850739496,0,-2571681496248,-879561608654,4573823236419,16482096491,3710743724256
2016,2,622264241104,1271953191147,2113820046,1061760978299,0,-229424557071,347227621395,0,3075895294920,-597284254146,-262204307300,1386473423107,-324151622138,-342422673974,-95580352520,609639078081,-374587903806,3075776682224,-4359581792714,142020017283,-297895222222,253664960000,-25000000000,2915300000,136507980873,-4147368756780,24511846000,0,8155663304113,-5842728546202,-1003711229886,-74898385721,0,1258836988304,187244913748,3710743724256,-9732343640,3888256294364
2016,3,850889141730,1292254453697,-34214225418,-150346236012,0,-44417073812,320474004610,0,2234640064795,-210938666909,196924149984,1455421485997,-279619203611,-314557625714,-83535331683,161189603736,-204328060093,2955196416502,-3599089473981,1065787999,-574744920000,370933142222,-83280000000,0,-55382132126,-3940497595886,2503307708000,0,5754005962920,-4637798424923,-1216575929665,-41450294854,0,2361489021478,1376187842094,3888256294364,-16284400187,5248159736271
2016,4,-286325063589,1399306678625,68988864465,346225412165,0,-244764200926,383444598641,0,1666876289381,2819091823431,-739835548442,385554149355,7504479038,-482478588169,-112140241135,-1074125983613,1645323223904,4115769603750,-3571949685355,143642814108,-303022455000,166039000000,1280000000,21690000000,139142883388,-3403177442859,39622210000,0,8352408232458,-10400897126527,-942285579256,-253099500421,0,-3204251763746,-2491659602855,5248159736271,8385225960,2764885359376
2017,1,853725480780,1391724760284,3182685697,-23250726021,0,-53616710574,370296961266,0,2542062451432,617904378329,182307359865,548733931272,-255900553501,-426111056784,-56631864728,897326252,-50328842229,3102933129908,-467927363359,1225788635,-326850000000,196415000000,-4558600000,0,22786998584,-578908176140,0,0,5219171068612,-4526518204935,-1256969088923,-32942409879,0,-597258635125,1926766318643,2764885359376,4317574817,4695969252836
2017,2,168219697432,1393251957450,50051364617,-13387499380,0,-43265881534,406983174733,0,1961852813318,2034538754083,-305786122997,146041588391,93461355593,-362689312992,-109070919544,-897326252,-11210443820,3446240385780,-88236892655,755328829,-121688000000,337697000000,-28785340000,0,121810390434,221552486608,0,0,5645928942294,-7622347948246,-1007649410470,-117266279626,0,-3101334696048,566458176340,4695969252836,-927805196,5261499623980
2017,3,1610750284668,1297541535371,21374936134,-6531891382,0,-122061317896,383426611471,0,3184500158365,1376274970821,253852449073,1101508917650,-188512413211,-353107726406,-81648524381,0,-114597755684,5178270076227,147108432809,1609855989023,-321340000000,248688000000,-15769402000,0,103192383474,1771735403306,35280000000,0,5021795912303,-7645996180853,-1301549070624,-158937732934,0,-4049407072108,2900598407425,5261499623980,1247642493,8163345673898
2017,4,525960920533,1262835517806,23544078949,-20733494276,0,-98168372311,397430439808,0,2090869090509,2946699795591,-729797248433,2561894943363,52814495842,-443595464864,-109997594503,0,-118029274367,6250858743138,-339984917696,695828431,-396425084991,427280000000,-30015002842,0,68104482749,-270344694349,27395865832,0,3536614129083,-8768487580264,-1010347729443,-702289382600,0,-6917114697392,-936600648603,8163345673898,3000042027,7229745067322
2018,1,1429109862460,1256360362320,-19500291936,162284187328,0,-123164309195,367708289305,0,3072798100281,1337411399192,104243028538,381869599368,11306379573,-318429464851,-117194416971,0,-141495034434,4330509590696,-213696176285,806252726,-299705000000,331120000000,0,0,137002050828,-44472872731,0,0,4415504483249,-4266370782986,-1305372647552,-274124684,0,-1156513071973,3129523645992,7540619875446,6521242855,10676664764293
