Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2018,1,4655179285,272077610,0,0,0,-251961375,0,0,4675295520,2725233877,-19186109776,8082650211,149403533,0,-2485971261,867834119,-405337713,-5577001490,-6211959603,0,-52200000000,59200000000,0,0,251961375,1040001772,0,0,0,0,0,0,0,0,-4536999718,25519623995,0,20982624277
2018,2,16946442318,601983275,0,0,0,-930470056,0,0,16617955537,-64705097670,7637931887,31899587098,-354124194,0,3875737,391058036,-201594700,-8710408269,-7155820677,1518000000,52200000000,-19200000000,0,0,1481675611,28843854934,0,0,0,0,0,0,0,0,20133446665,20982624277,0,41116070942
2018,3,20641530642,477511605,0,0,0,-3230052797,0,0,17888989450,37770359046,-3213453178,-21562173276,178574035,0,-534135373,-1258892155,606932413,13876200962,437939722,-1518000000,-35000000000,16000000000,-25000000000,0,2678847242,-42401213036,0,0,0,0,0,0,0,0,-28525012074,41116070942,0,12591058868
2018,4,21367579244,699605826,58273044,0,0,-5527059032,0,0,16598399082,-47377905118,6794144372,-34726150849,-197945166,0,-2625617512,0,0,-45535075191,9300717280,0,-5000000000,-16000000000,0,57200000000,-2472940968,43027776312,0,0,0,0,0,0,0,0,-2507298879,12591058868,0,10083759989
2019,1,9674974319,730742332,0,0,0,-369702233,0,0,10036014418,9342802323,2626289851,-2760287151,177864547,0,-7291202122,588232732,-20727581106,-8007866508,0,0,-28000000000,35000000000,0,0,369702233,7369702233,0,0,0,0,0,0,0,0,-638164275,15074159158,0,14435994883
2019,2,19921639880,801687860,96849642,0,0,-1862928027,2227455,0,18959476810,1681179054,9722673169,13109865200,242822544,-2227455,-2647008444,-588232732,20527581106,61006129252,-7599358193,0,28000000000,0,0,26250000000,612928027,47263569834,0,0,1451823596,-1451823596,0,0,0,0,108269699086,14435994883,0,122705693969
2019,3,22662026857,766072811,-125947468,0,0,-804017614,0,0,22498134586,-25391705321,19669494501,-16877319166,183676175,0,0,0,0,82280775,-1338764101,909090909,-81600000000,0,0,0,1039976559,-80989696633,0,0,0,0,0,-20000000000,0,-20000000000,-100907415858,122705693969,0,21798278111
2019,4,9508129096,885505223,1528431349,0,0,-1253084796,0,0,10668980872,-22384799360,-19216919158,36146324917,55945380,0,-337408776,0,0,-24033665648,-2135290918,0,20690000000,0,0,0,2267125851,20821834933,10100000000,-8512574110,0,0,0,0,0,1587425890,-1624404825,21798278111,0,20173873286
2020,1,6062448682,965629350,0,0,0,-356119591,0,0,6671958441,26047544225,-23893659269,20196842674,241540631,0,-9064904702,0,0,35719553455,-4450000000,0,0,0,-71400000000,0,356119591,-75493880409,0,0,0,-8000000,0,-9262806750,0,-9270806750,-49045133704,76683297361,0,27638163657
2020,2,16738081808,955156896,6504005828,0,0,-1960280,0,0,24195284252,-36428379335,36137069004,-31083045933,260506269,0,-81972234,0,0,5141433070,0,0,-30000000000,11000000000,0,0,1960280,-18998039720,0,0,5402638728,8000000,0,0,0,5410638728,-8445967922,27638163657,0,19192195735
