Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2016,1,39938440561,-28966965057,-4445303399,-1154356079,0,745389245,-6719335535,0,-602130264,-1164898974,0,0,0,0,0,0,-1164898974,0,0,18819034198,-20920926235,0,-30600000,0,-2132492037,-3899521275,8795645149,0,4896123874
2016,2,43453952096,-19294586308,-4602081511,3351462927,0,684625179,-9742569177,0,13850803206,-889344909,0,0,0,0,0,0,-889344909,0,0,13308302213,-25964496432,0,-44340000,0,-12700534219,260924078,4896123874,0,5157047952
2017,1,44475815132,-35769091975,-7623402963,-939441608,0,326136195,-8515665867,0,-8045651086,-7643911393,0,0,0,0,0,0,-7643911393,0,0,42623541345,-19478835140,0,-3906660000,0,19238046205,3548483726,2503428001,0,6051911727
2017,2,47742769577,-20757171756,-7813577307,-1153695509,0,472447890,-3843056327,0,14647716568,-10844301873,0,0,0,0,0,0,-10844301873,0,0,27062325185,-34437387357,0,-36080000,0,-7411142172,-3607727477,6051911727,0,2444184250
2017,3,0,0,0,0,0,0,0,0,8225143713,-11593782168,0,0,0,0,0,0,-11593782168,0,0,31975581034,-27148230582,0,-52160000,0,4775190452,1406551997,2444184250,445063,3851181310
2017,4,41084314556,-32341321854,-7868534342,-782492355,0,1408248243,-12896597221,0,-11396382973,306812156,265000000,0,0,0,0,5145000000,5716812156,0,0,38434730066,-33310000000,0,0,0,5124730066,-554840751,3851181310,0,3296340559
2018,1,59526077163,-31256108798,-9317594300,-1288233482,-2828918752,619257154,-10557886001,0,4896592984,-16309226038,0,0,0,0,0,0,-16309226038,0,0,46797525451,-33799504534,0,-800000,0,12997220917,1584587863,3296340559,0,4880928422
2018,2,86085664070,-42734705800,-8668149656,-1850407843,-140000000,776374947,-4377738505,0,29091037213,-18378895634,987547000,0,0,0,0,0,-17391348634,0,0,45049055174,-54939000000,0,-3210000,0,-9893154826,1806533753,4880928422,-794836,6686667339
2018,3,66053658742,-50817992506,-8590316524,-1465143507,0,289916456,-7189867283,0,-1719744622,-4081338195,-89777000,0,0,0,0,0,-4171115195,0,0,50999116938,-49539000000,0,-2810000,0,1457306938,-4433552879,6686667339,0,2253114460
2018,4,68929803405,-39771453617,-9274689581,-1471255655,-3000000000,5974469476,-7108665631,0,14278208397,-12702778845,0,0,0,0,0,5390000000,-7312778845,0,0,36617216460,-42343761163,0,-1500000,0,-5728044703,1237384849,2253114460,-13530,3490485779
