2020-03-20,43100,20600,3800,63100,20500,1200
2020-03-13,31650,8300,100,55550,33200,3500
2020-03-20,43100,20600,3800,63100,20500,1200
2020-03-23,12250,6200,200,27350,0,0
2020-03-24,24550,0,1000,8150,0,3500
2020-03-25,16750,0,1600,9150,0,1200
2020-03-26,3850,0,3500,21850,10000,9300
2020-03-27,13950,0,0,23350,0,0
2020-03-30,22500,8500,100,36100,7900,200
2020-03-31,22950,10000,700,52150,29000,5900
2020-04-01,7600,0,5100,12800,0,400
2020-04-02,10200,10200,0,10200,10200,0
2020-04-03,30100,0,7200,25400,0,0
2020-04-06,58150,29700,2300,33050,0,2300
2020-04-07,17150,7000,1400,13150,0,2000
2020-04-08,42600,17200,2100,19700,0,3400
2020-04-09,9250,0,1000,23150,0,2400
2020-04-10,35600,15000,300,40700,23200,900
2020-04-13,17200,0,900,17500,0,2100
2020-04-14,152150,74000,9100,69350,8200,17600
2020-04-15,66900,31500,14200,63200,25700,9400
2020-04-16,129300,64300,2200,33000,0,7800
2020-04-17,78550,15000,12300,64450,28300,13500
2020-04-20,124500,47500,1700,89400,34300,12200
2020-04-21,82000,27600,34000,188400,93100,11600
2020-04-22,42100,6000,8000,35200,15200,7100
2020-04-23,40450,10700,1000,81750,46500,1000
2020-04-24,27450,0,79100,55450,16000,1000
2020-04-27,192300,99800,26800,84900,26000,18600
2020-04-28,33100,8000,8600,69100,34300,5600
2020-04-29,7850,0,2300,31750,5600,1700
2020-05-04,19150,0,1800,39350,5000,1300
2020-05-05,11150,0,900,31750,20000,3000
