date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2020-01-06,850,0,600,6850,5000,100
2020-01-07,4050,0,400,3150,1200,100
2020-01-08,7450,6100,0,4150,2300,700
2020-01-09,1650,1500,0,7250,6100,300
2020-01-10,4550,2000,1400,1550,0,300
2020-01-13,9400,8850,0,12500,9850,0
2020-01-14,24100,17700,3100,50500,43800,3000
2020-01-15,19600,13100,2000,7300,5000,2600
2020-01-16,9000,1400,1400,3600,1500,100
2020-01-17,12150,4150,500,15750,9050,1800
2020-01-20,7400,6400,0,14400,12000,1400
2020-01-21,27400,14900,1100,24000,18400,400
2020-01-22,27400,17400,2000,34900,28800,6000
2020-01-30,24850,15950,0,22550,17050,200
2020-01-31,26300,13700,200,41600,27600,3000
2020-02-03,15300,9400,600,27900,23500,1000
2020-02-04,10250,1200,900,6550,3400,500
2020-02-05,11250,3400,800,14950,12400,2800
2020-02-06,43050,35900,3100,43550,35800,0
2020-02-07,30400,12400,1800,8900,4400,1700
2020-02-10,35050,23300,4400,15250,5400,5000
2020-02-11,32550,19800,2100,6750,3700,500
2020-02-12,37500,26500,3500,19300,12400,1200
2020-02-13,12000,2800,300,5500,0,1400
2020-02-14,11550,7000,1300,6950,4300,0
2020-02-17,6800,0,1300,11100,6200,600
2020-02-18,3500,1000,1500,6300,3700,900
2020-02-19,16150,2400,1700,5150,0,1000
2020-02-20,9000,2700,1200,12900,8900,1000
2020-02-21,17850,7200,12900,8150,3600,1800
2020-02-24,36050,30100,15700,64050,56400,3200
2020-02-25,13500,8000,1100,18300,12300,600
2020-02-26,13700,6400,200,8000,2300,500
2020-02-27,12200,6400,600,7900,5500,600
2020-02-28,24600,16900,4300,46000,38400,1100
2020-03-02,7750,2000,15300,6650,4100,3000
2020-03-03,31800,16000,1900,55200,45100,1900
2020-03-04,19800,4300,400,40900,32900,200
2020-03-05,13500,9500,300,7400,3500,900
2020-03-06,12300,1000,1500,7800,5200,100
2020-03-09,14200,1000,1200,47900,33200,2500
2020-03-10,34650,22400,1000,25650,21000,300
2020-03-11,6100,0,2700,10900,6900,800
2020-03-12,23500,11100,500,20400,10400,1300
2020-03-13,41850,30300,1800,24450,15000,1200
2020-03-17,8150,5000,1200,10050,5900,0
2020-03-18,5850,0,300,11050,6000,0
2020-03-19,14000,3000,500,4500,0,200
2020-03-20,29750,21600,1200,28750,19000,200
2020-03-23,3350,2900,3300,3850,3000,300
2020-03-24,123950,100500,1500,21850,8600,1600
2020-03-25,87850,58800,2500,60950,53600,1600
2020-03-26,57450,25600,4300,49050,30500,3100
2020-03-27,41350,20200,5400,12950,3900,1700
2020-03-30,26900,5900,2000,24200,12000,1100
2020-03-31,36600,14700,4300,20700,7900,1800
2020-04-01,24150,14600,7400,13350,8800,800
2020-04-02,18750,18750,0,18750,18750,0
2020-04-03,20500,3300,7700,9000,2000,1400
2020-04-06,48250,26500,8100,31750,24500,6800
2020-04-07,21100,4000,800,11700,7000,300
2020-04-08,12100,2000,400,8700,6700,200
2020-04-09,119500,83400,9300,38400,27600,6400
2020-04-10,38650,10500,2000,26450,20200,200
2020-04-13,49400,23100,1500,29800,20700,1800
2020-04-14,58400,26850,3400,30100,15350,400
2020-04-15,24850,9400,300,36350,24400,4200
2020-04-16,39700,16800,2700,26200,17200,900
2020-04-17,51850,21850,9300,10150,1850,2600
2020-04-20,39850,4500,5200,33550,19300,3700
2020-04-21,38100,13100,5200,62300,36700,12500
2020-04-22,43500,22100,2700,8900,3000,800
2020-04-23,57550,29300,5400,9550,2700,3500
2020-04-24,63050,35100,4800,7250,1000,1600
2020-04-27,19750,4950,4000,14150,6550,5300
2020-04-28,10500,4200,6000,5100,3100,5300
2020-04-29,18100,4900,2800,6800,4000,1000
2020-05-04,22100,8000,1800,16100,11600,600
2020-05-05,4150,1000,100,13250,7200,0
