Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2010,2,73043572363,-33572081921,-15184720362,-1745902039,-892500000,18950745865,-30383983052,0,10215130854,-5984375629,0,0,-225650260,0,0,34765499,-6175260390,0,0,31287046940,-26731439705,0,-6604550000,0,-2048942765,1990927699,4872897398,0,6863825097
2010,3,203205992612,-104241775135,-33741953970,-6277205419,-3078235124,42194986789,-88715649524,6676546957,9346160229,-19480657351,0,0,-225650260,-150000000,0,78458782,-19777848829,0,0,88318906604,-72415281368,0,-6624950000,0,9278675236,-1153013364,2527819421,0,1374806057
2010,4,112047524275,-51678040607,-8248293254,-3740786112,-2094841888,9272543890,-43418468451,0,12139637853,-2880174345,0,0,0,-1371000000,0,29681529,-4221492816,0,0,34943408602,-23865106331,0,0,0,11078302271,18996447308,1374806057,0,20371253365
2011,1,92806875654,-44683008613,-7437827731,-5356213208,-1467165986,12354787741,-37409687430,0,8807760427,-2994164015,0,-6054993850,0,0,0,46306965,-9002850900,0,0,17445780488,-28297377132,0,0,0,-10851596644,-11046687117,20369890488,0,9323203371
2011,2,68767439709,-45418668961,-5571421962,-6116361866,-1025410361,10572554515,-54475747697,0,-33267616623,-3137074015,0,4000000000,2054993850,-6000000000,0,64780023,-3017300142,0,0,70973786809,-30669992623,0,0,0,40303794186,4018877421,9323203371,-4837503,13337243289
2011,3,81442191468,-37165978494,-3936027725,-7678056541,-2881653127,77111962485,-90464469278,0,16427968788,-3992984457,3992000,-7000000000,0,0,0,258929339,-10730063118,0,0,102748421873,-115497162151,0,0,0,-12748740278,-7050834608,13337243289,0,6286408681
2011,4,139176532826,-47179478472,-6528809640,-7294496036,-11712467346,72509838648,-100461061587,0,38510058393,-3417408446,0,-15500000000,7000000000,0,0,65110161,-11852298285,0,0,97843732832,-95156614543,0,0,0,2687118289,29344878397,6286408681,7037909,35638324987
2012,1,66806028450,-31887854969,-6595110736,-6265319398,-3536865806,10553752907,-61690361935,0,-32615731487,-3795213308,0,-14000000000,14000000000,0,0,128440317,-3666772991,0,0,45524273663,-41155517404,0,0,0,4368756259,-31913748219,51138324987,-3678175,19220898593
2012,2,47406093283,-24014355039,-1338559877,-6275795200,-6020162,13225459703,-29373727448,0,-376904740,-2791130812,0,14000000000,-14000000000,0,0,532933194,-2258197618,0,0,34489989715,-36437490301,0,-8736391000,0,-10683891586,-13318993944,19220898593,0,5901904649
2012,3,120971995557,-30543813821,-5208040746,-4379515070,-509832163,13092983600,-46744624211,0,46679153146,-3083729839,-3454546,0,801000000,0,0,46668173,-2239516212,0,0,41250704266,-83836641393,0,0,0,-42585937127,1853699807,5901904649,0,7755604456
