Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2013,2,1364370827654,71802738695,71802738695,0,1008851598672,1024128577997,-15276979325,274356789434,267636572105,1802273121,0,0,17073165782,-12155221574,0,0,0,9359700853,307204437,0,0,0,0,9052496416,0,0,0,245602620043,12293827855,5793827855,27600373679,-21806545824,0,0,0,6500000000,6556057850,-56057850,0,0,0,0,225858461534,0,26647632341,216235833333,-17025004140,7450330654,1434376108,0,6015954546,0,1609973447697,876866090857,445263048481,40000000000,275927623489,6983507380,14649362719,20233877555,12692458057,65559969696,9216249585,0,0,0,0,0,0,0,431603042376,288852499421,0,79163744058,63586798897,0,0,733107356840,733107356840,660000000000,4875765330,0,0,0,0,1800187891,11168499388,55262904231,0,0,0,1609973447697
2013,3,1370556596292,42388468973,42388468973,0,1055826074751,1071212508797,-15386434046,258368412687,256813012878,3081308807,0,0,18040829227,-19566738225,91147215,91147215,0,13882492666,655246753,0,0,0,0,13227245913,0,0,0,328998980224,14614107727,8049107727,35704617045,-27655509318,0,0,0,6565000000,6606599125,-41599125,0,0,0,0,307038692897,0,0,324063697037,-17025004140,7346179600,1299661304,0,6046518296,0,1699555576516,902946648531,437399526960,0,289993872295,10189229205,26607587594,23384567211,15136749129,65714471941,6373049585,0,0,0,0,0,0,0,465547121571,296975279132,0,94858709818,73713132621,0,0,770969123775,770969123775,660000000000,4875765330,0,0,7052332500,0,1800187891,11168499388,86072338666,0,0,25639804210,1699555576516
2013,4,1460618650560,29616960030,29616960030,0,1059287738000,1060077535905,-789797905,363728578453,338035855035,2000007331,0,0,41763270495,-18070554408,83641171,83641171,0,7901732906,704540250,0,0,0,0,7197192656,0,0,0,290633935297,19471976028,12913596400,41474776123,-28561179723,0,0,0,6558379628,6606599125,-48219497,0,0,0,0,258981591667,0,0,276832767037,-17851175370,12180367602,1231828056,0,10948539546,0,1751252585857,933513329897,449388449924,0,344702235235,9439415367,28468342839,34787972456,13886730370,12518704072,5585049585,0,0,0,0,0,0,0,484124879973,293629389132,0,117615506692,72879984149,0,0,792916877882,792916877882,660000000000,4875765330,0,0,7052332500,0,1800187891,11168499388,108020092773,0,0,24822378078,1751252585857
2014,1,2116522708175,92933589466,92933589466,0,1023965598936,1024349320368,-383721432,349924486387,274457138877,1630240252,0,0,93277627332,-19440520074,24329511,24329511,0,36423714704,17878760484,4469129864,0,0,0,14075824356,0,0,0,307097197709,18653827162,12100864202,41514645123,-29413780921,0,0,0,6552962960,6606599125,-53636165,0,0,0,0,275973950481,0,0,293256954537,-17283004056,6469420066,1102110105,418770415,0,4948539546,2423619905884,1559184391791,1556958420203,0,319086356998,10362156799,37685208944,12683968988,18930091375,13881775838,5944923962,0,0,0,2225971588,0,0,0,0,0,0,0,0,0,0,836541296154,836541296154,693000000000,4875765330,0,0,7052332500,0,1800187891,13311197165,116501813268,0,0,27894217939,2423619905884
2014,2,2431994819950,135291058191,127291058191,8000000000,1055343924133,1058085204875,-2741280742,383028224997,303126903588,929002049,0,0,98732349410,-19760030050,200054485,200054485,0,52302242307,33133112255,0,4724463963,0,0,14444666089,0,0,0,329862726235,22226054963,15678508671,46045501627,-30366992956,0,0,0,6547546292,6606599125,-59052833,0,0,0,0,293950308533,0,0,310407934537,-16457626004,7686362739,2105552345,632270848,0,4948539546,2761857546185,1871259101238,1866765551813,0,353451260078,12562921826,37093485388,26822922311,20862912129,15033145730,2886312437,0,0,0,4493549425,0,0,0,0,0,0,0,0,0,0,860250786729,860250786729,693000000000,4875765330,0,0,7052332500,0,1800187891,15296050945,138226450063,0,0,30347658218,2761857546185
2014,3,2466814167233,57885672217,57885672217,0,1119274084523,1120323549365,-1049464842,407283531130,346295855425,1383971827,0,0,87692792380,-28089088502,304714069,304714069,0,62808213784,41511647854,0,4245470793,0,0,17051095137,0,0,0,375650878129,23799472126,15186342502,46480872019,-31294529517,0,0,0,6542129624,6606599125,-64469501,2071000000,0,0,0,336753710200,0,50000000000,303211336204,-16457626004,9097695803,2713105824,213500433,0,6171089546,2842465045362,1919881828265,1914095808386,0,377627710747,17304350487,36798814492,22432913540,17458347729,11700586286,1570112437,0,0,0,5786019879,0,0,0,0,0,0,0,0,0,0,890710485209,890710485209,762299820000,4875765330,0,0,7052332500,0,1800187891,15296050945,99386328543,0,0,31872731888,2842465045362
2014,4,2645785861399,154229365232,58729365232,95500000000,1063843940648,1066976832716,-3132892068,398318625058,363952882261,1854102733,0,0,59069139691,-26557499627,257051523,257051523,0,61944714792,52278352548,0,864879581,0,0,8801482663,0,0,0,420974271787,24693259879,18156546923,50631521299,-32474974376,0,0,0,6536712956,6606599125,-69886169,0,0,0,0,381860515867,0,50000000000,348418363704,-16557847837,8420496041,2219406495,0,0,6201089546,3066760133186,2127989271776,2120594012200,0,378815383990,6711317151,52037024104,33844232187,29402950346,15487106419,3931236644,0,0,0,7395259576,0,71521103,0,0,0,0,0,0,0,0,905401997829,905401997829,762299820000,4875765330,0,0,7052332500,0,1800187891,17652521022,111721371086,0,0,33368863581,3066760133186
2015,1,2798780104120,72532242280,72532242280,0,1180880790785,96788828973,-6162078188,455548890277,380079391330,3213399874,0,0,97399593011,-25143493938,250274823,250274823,0,58862478125,54129467696,0,4733010429,0,0,0,0,0,0,404958943043,24152289011,17620992723,51240051378,-33619058655,0,0,0,6531296288,6606599125,-75302837,0,0,0,0,366635255867,0,0,126542783704,-16557847837,1970308619,1970308619,0,0,0,3203739047163,2228851808365,2220497811945,0,424119433701,11419886285,41753342272,4394367932,7838708200,11799711060,780869908,0,0,0,8353996420,0,71521103,0,0,0,0,0,0,0,0,974887238798,974887238798,762299820000,4875765330,0,0,7052332500,1800187891,17652521022,0,145367385584,0,0,0,3203739047163
2015,2,2964836225132,132774583238,121774583238,11000000000,1297762184664,53432134057,-2701639393,509127983255,452507210107,3412677774,0,0,78170102020,-24962006646,225334476,225334476,0,65003262587,59884652224,0,5118610363,0,0,0,0,0,0,312443066248,24969582778,18318288582,53050607669,-34732319087,0,0,0,6651294196,6739599125,-88304929,0,0,0,0,272717460402,0,0,126542783704,-16603618302,2555301022,2555301022,0,0,0,3277279291380,2356808088597,2353638153302,0,461648906084,8672757200,44420207316,20830163324,11980912645,73278180054,1475140422,0,0,0,3169935295,0,71521103,0,0,0,0,0,0,0,0,920471202783,920471202783,762299820000,4875765330,0,0,7052332500,1800187891,0,19701834293,85484158472,0,0,0,3277279291380
2015,3,3652147368683,1050684611120,78234611120,972450000000,1161507843413,93809617002,-3207480111,416453653622,349556217359,6595106116,0,0,84742422303,-24440092156,620189054,620189054,0,66444665370,60147758238,0,6296907132,0,0,0,0,0,0,563623585023,35028968667,0,0,0,28394174471,64441638596,-36047464125,6634794196,6739599125,-104804929,0,0,0,0,513496190598,0,0,126592200204,-16603618302,8850171212,8850171212,0,0,0,4215770953706,3288208787369,3285699715074,0,379692603768,11177395700,32068269642,25059994810,11229860081,1048717010694,1467740422,0,0,0,2509072295,0,71521103,0,0,0,0,0,0,0,0,927562166337,927562166337,762299820000,4875765330,0,0,-273119101,1800187891,0,19701834293,97959665817,0,0,0,4215770953706
2015,4,3557412777816,237562639483,61562639483,176000000000,1856411688539,76436025183,-5130581575,376482512493,323209641857,1243908976,0,0,72155193485,-20126231825,637995302,637995302,0,64307772393,63400626051,0,907146342,0,0,0,0,0,0,759379088609,33709430640,27091136444,65355713964,-38264577520,0,0,0,6618294196,6739599125,-121304929,0,0,0,0,710834082235,0,0,126446125641,-16624536107,646492569,646492569,0,0,0,4316791866425,2282902747510,2279787656064,0,304460405960,6240523752,36310662319,37833640578,12443240955,14394972948,5389533649,0,0,0,3115091446,0,71521103,0,0,0,0,0,0,0,0,2033889118915,2033889118915,1172768950000,655565033362,0,0,3079726272,1800187891,0,19701834293,136835123210,0,0,0,4316791866425
2016,1,3776554259265,105337044392,80337044392,25000000000,1962306465902,135233301286,-8890250018,499191587070,400413247733,1339439102,0,0,116411306303,-18972406068,599095238,599095238,0,75720243364,72099326809,0,3620916555,0,0,0,0,0,0,898794560550,33196410908,26594616712,66412354834,-39817738122,0,0,0,6601794196,6739599125,-137804929,0,0,0,0,849201676782,0,0,125946505000,-16755601931,962996901,962996901,0,0,0,4675348819815,2600492529763,2591987208036,0,415570948373,12309145123,44987467441,24589527793,13083239393,34130201982,130029649,0,0,0,8505321727,0,5474751384,0,0,0,0,0,0,0,0,2074856290052,2074856290052,1172768950000,655565033362,0,0,1642889339,1800187891,0,22310289169,174831508794,0,0,0,4675348819815
2016,2,4010082440304,249512328630,99700328630,149812000000,2253283600241,135401755343,-6707513348,404727975907,299818745142,1649840373,0,0,126931760506,-23672370114,515599419,515599419,0,70319224586,69480243849,0,838980737,0,0,0,0,0,0,553550461352,31625299148,25040004952,63863848888,-38823843936,0,0,0,6585294196,6739599125,-154304929,0,0,0,0,505317017385,0,0,125946505000,-16755601931,1336187694,1336187694,0,0,0,4563632901656,2542756174431,2532645062513,0,368015413394,8329186367,33927814663,37297736117,18809529106,95715431270,14256820737,0,0,0,10111111918,0,5474751384,0,0,0,0,0,0,0,0,2020876727225,2020876727225,1172768950000,655565033362,0,0,114891890,6457956038,0,25482360997,112193196848,0,0,0,4563632901656
2016,3,4039234836152,124780312859,90968312859,33812000000,2382628740164,136004329467,-4850390364,480839023386,365138996157,2824676149,0,0,136992749290,-24117398210,1075272276,1075272276,0,68014282888,64685382390,0,3328900498,0,0,0,0,0,0,593824210598,34669356376,28099358460,68351887468,-40252529008,0,0,0,6569997916,6739599125,-169601209,0,0,0,0,519972430774,0,0,125946505000,-16755601931,760841484,760841484,0,0,0,4633059046750,2575542784210,2565138220346,0,420226657458,11681040952,27278026296,44760131936,18040615211,102911010760,12550220737,0,0,0,10404563864,0,5474751384,0,0,0,0,0,0,0,0,2057516262540,2057516262540,1172768950000,655565033362,0,0,-179658518,6457956038,0,25482360997,148042206537,0,0,0,4633059046750
2016,4,3841695600315,161100537368,51100537368,110000000000,2248670127382,158015141767,-11775147718,423026018588,320060442241,645641070,0,0,124481333444,-22161398167,669480104,669480104,0,80772326019,80607451735,0,164874284,0,0,0,0,0,0,639584329532,37369002270,30765969353,73231179359,-42465210006,0,0,0,6603032917,6785949125,-182916208,0,0,0,0,562236895483,0,0,125907370000,-31036308273,278305519,278305519,0,0,0,4481279929847,2398369929107,2387698101446,0,326576904083,8308876201,26542377481,38832423861,19569429265,41674668584,11109220737,0,0,0,10671827661,0,5474751384,0,0,0,0,0,0,0,0,2082910000740,2082910000740,1172768950000,655565033362,0,0,2941708646,6457956038,0,25482360997,167885658251,0,0,0,4481279929847
2017,1,4378670942816,92901787714,52089787714,40812000000,2328334587497,160157662095,-5811360008,477229241997,363185752288,1133731922,0,0,137048576452,-24138818665,641772726,641772726,0,99418955205,95760810723,0,3658144482,0,0,0,0,0,0,794476265627,35546558173,28958471088,73396662035,-44438190947,0,0,0,6588087085,6785949125,-197862040,0,0,0,0,717807139393,0,0,125907370000,-33777058203,1472818015,1472818015,0,0,0,5173147208443,3044989659238,3038885253223,0,424405266027,17317436091,33266611259,23945159490,24946435416,43937903801,375806145,0,0,0,6104406015,0,2858623268,0,0,0,0,0,0,0,0,2128157549205,2128157549205,1172768950000,655565033362,0,0,4173242884,6457956038,0,27976733665,209046544569,0,0,0,5173147208443
2017,2,4525392062573,50278964918,50278964918,0,2696918225726,199495913796,-14354878603,472302081185,349998223164,1550596228,0,0,146882436872,-26129175079,642803025,642803025,0,82939674249,82338136897,0,601537352,0,0,0,0,0,0,475637257733,33903122929,27273964084,73427958713,-46153994629,0,0,0,6629158845,6845849125,-216690280,0,0,0,0,401665428599,0,0,75907370000,-35493647775,987226989,987226989,0,0,0,5001029320306,2951915766889,2946038376441,0,388191798256,9473317574,27236428501,35887308229,30234888706,116397307611,16796971869,0,0,0,5877390448,0,2858623268,0,0,0,0,0,0,0,0,2049113553417,2049113553417,1172768950000,655565033362,0,0,-13089181,6457956038,0,31357848279,130468993329,0,0,0,5001029320306
2017,3,4003994111218,86168468123,86168468123,0,2474444030956,199495526895,-19722970627,460597640857,320919158780,5803890718,0,0,156168621805,-22294030446,604979862,604979862,0,87773862786,82941635649,0,4832227137,0,0,0,0,0,0,673118143297,32096384548,25447567892,73617703033,-48170135141,0,0,0,6648816656,6885444435,-236627779,0,0,0,0,601415050393,0,0,75907370000,-35275072231,541491024,541491024,0,0,0,4677112254515,2572857552226,2567847118829,0,319276984195,9984368691,26291725872,45111943392,41724882121,126701212726,2572343309,0,0,0,5010433397,0,2858623268,0,0,0,0,0,0,0,0,2089730730420,2089730730420,1172768950000,655565033362,0,0,4475943340,6457956038,0,31357848279,163600024864,0,0,0,4662588282646
2017,4,4143219058770,54656445594,54656445594,0,2549327300821,194265033949,-14153687019,474007808737,337382247863,2415675531,0,0,151067554324,-16857668981,504744572,504744572,0,94970635999,94848363624,0,122272375,0,0,0,0,0,0,573274819336,30537230391,23907821460,74194322296,-50286500836,0,0,0,6629408931,6885974209,-256565278,0,0,0,0,506058762179,0,0,75907370000,-40776223556,2688251611,140755059,2547496552,0,0,4716493878106,2621345493551,2619324670317,0,315633788393,5057733957,37291744251,58827516101,39876424410,56266086451,11165571869,0,0,0,2020823234,0,0,0,0,0,0,0,0,0,0,2095148384555,2095148384555,1172768950000,655565033362,0,0,6047974333,6457956038,0,39646366421,180807840723,0,0,0,4716493878106
2018,1,3645423114247,112853298545,112853298545,0,1836246721237,136393400476,-12922434239,472859404991,340085854483,4520244492,0,0,145203287444,-16949981428,482734442,482734442,0,104727815106,100302709817,0,4425105289,0,0,0,0,0,0,1373519794528,28601831904,21991029847,74231927527,-52240897680,0,0,0,6610802057,6886006447,-275204390,0,0,0,0,1307138064478,0,0,75907370000,-40776223556,3776572844,1229076292,2547496552,0,0,5018942908775,2866273571054,2864611335504,0,373627470459,12700597636,32440155457,26853364938,50171380427,23783288000,1518014792,0,0,0,1662235550,0,0,0,0,0,0,0,0,0,0,2152669337721,2152669337721,1172768950000,655565033362,0,0,9988717339,6457956038,0,42460263452,233299103339,0,0,0,5018942908775
2018,2,4607198415685,120153935875,120153935875,0,2728689850290,147102719301,-16188624011,655591627230,520696525528,2849295708,0,0,148200065231,-16154259237,614571662,614571662,0,114359582693,113404111177,0,955471516,0,0,0,0,0,0,541408496284,27565650642,20968617015,75126067752,-54157450737,0,0,0,6597033627,6885888495,-288854868,0,0,0,0,476446708235,0,0,75907370000,-40697186273,3420382145,872885593,2547496552,0,0,5148606911969,3057453583968,3056703248418,0,545746055873,7597702153,28837557726,47149638947,65911500147,105043848048,20746249584,0,0,0,750335550,0,0,0,0,0,0,0,0,0,0,2091153328001,2091153328001,1172768950000,655565033362,0,0,7007333855,50158477335,0,47214405717,126686154688,0,0,0,5148606911969
2018,3,4344471942227,163654227425,66154227425,97500000000,2489754269498,130319978407,-7196880899,627115152296,482761734863,2513468386,0,0,158122418376,-16282469329,1510680572,1510680572,0,121584516064,115724693690,0,5859822374,0,0,0,0,0,0,705655061624,25793199105,19205113542,75175191698,-55970078156,0,0,0,6588085563,6885794598,-297709035,0,0,0,0,642491377169,0,0,75907370000,-41087348395,3419403446,871906894,2547496552,0,0,5050127003851,2919045238780,2917704003230,0,523398845485,12185543705,11718002208,49479423240,64730599970,29926562073,17907749584,0,0,0,1341235550,0,0,0,0,0,0,0,0,0,0,2131081765071,2131081765071,1172768950000,655565033362,0,0,8003615786,50158477335,0,48217699881,168747317706,0,0,0,5050127003851
2018,4,4675064474317,99928524532,99928524532,0,2912140036446,108877373944,-661117000,479038445422,359715295468,720783096,0,0,156786482320,-38184115462,493063160,493063160,0,125700410246,125525014765,0,175395481,0,0,0,0,0,0,458353339235,23856855659,17277726568,74342325800,-57064599232,0,0,0,6579129091,6885692293,-306563202,0,0,0,0,398550825443,0,0,75907370000,-50715571068,2022145333,529255044,1492890289,0,0,5133417813552,3005059775754,3003674181982,0,470404779120,6396543278,28994893872,55895212191,68312490081,20127344262,14342849584,0,0,0,1385593772,0,0,0,0,0,0,0,0,0,0,2128358037798,2128358037798,1172768950000,655565033362,0,0,6177910716,50158477335,0,50785344947,163994610205,0,0,0,5133417813552
2019,1,4352214342168,111117839096,109193658849,1924180247,2615905796920,118677237224,-540367000,490987726027,383749709041,795398958,0,0,144822535752,-38379917724,438930325,438930325,0,134191706569,127032486472,0,7159220097,0,0,0,0,0,0,873053914052,22058103600,15488100443,74248098585,-58759998142,0,0,0,6570003157,6885420526,-315417369,0,0,0,0,815630064739,0,0,75907370000,-49794282119,1600474717,107584428,1492890289,0,0,5225268256220,3035543613950,3034237583845,0,463380395204,16813651576,42856610713,29530035713,89592887635,38250856759,3162069162,0,0,0,1306030105,0,0,0,0,0,0,0,0,0,0,2189724642270,2189724642270,1172768950000,655565033362,0,0,5427723141,50158477335,0,50782233844,225375681307,0,0,0,5225268256220
2019,2,4252018298549,84700055581,84700055581,0,2386953007266,130778583175,-962800050,490067475138,379654644079,812517685,0,0,150654438331,-41054124957,385889487,385889487,0,141135667193,140860421598,0,275245595,0,0,0,0,0,0,1246867736622,21559274474,14998265640,75466556594,-60468290954,0,0,0,6561008834,6885280370,-324271536,0,0,0,0,1190070622939,0,0,75907370000,-49794282119,1576448518,83558229,1492890289,0,0,5498886035171,3355456837600,3354150807495,0,512886513702,9604605959,33133222799,56709442001,96019030376,102685195485,22751922664,0,0,0,1306030105,0,0,0,0,0,0,0,0,0,0,2143429197571,2143429197571,1172768950000,655565033362,0,0,6979837780,87052897663,0,56564795747,135971217822,0,0,0,5498886035171
