Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2014,4,118221124081,-68398466886,-4797134000,-166527778,-7975569326,2284483563,-23776184193,0,15391725461,4500000,0,-71500000000,15000000000,0,0,2107408520,-54388091480,0,0,20000000000,0,0,0,0,20000000000,-18996366019,96012582557,0,77016216538
2015,1,86971683919,-47611186816,-9804930100,-304847157,-9739322290,4623250627,-23148794913,876018689,985853270,0,0,0,0,0,0,651041952,651041952,0,0,0,-20000000000,0,-38702459250,0,-58702459250,-57065564028,77016216538,0,19950652510
2015,2,151288899008,-74337579798,-3110739000,-139241265,-6213000985,2662223186,-21446631921,832099553,48703929225,-741427617,0,-10002576425,0,0,0,124568417,-10619435625,0,0,9705881699,0,0,-502545750,0,9203335949,47287829549,19950652510,0,67238482059
2015,3,129312856079,-76848374498,-5563594000,-166318098,-9439741000,11368227799,-21465468691,804047073,27197587591,-1533580472,0,-15011421116,262088459,0,0,417471652,-15865441477,0,0,30684785275,-38665242080,0,-38637059850,0,-46617516655,-35285370541,67238482059,0,31953111518
2015,4,179636727210,-71364258909,-6150591000,-7189271,-9914668855,7565578442,-36731639413,809764996,63033958204,-4291712968,0,-62215494500,75923977677,0,0,5541778187,14958548396,0,0,0,-1725424894,0,-132120000,0,-1857544894,76134961706,31953111518,0,108088073224
2016,1,114437904561,-57531213335,-9904726000,-142091608,-15067685151,5851717464,-27787531912,809372154,9856374019,0,0,0,0,-103000000000,0,0,-103000000000,0,0,76000000000,-76000000000,0,0,0,0,-93143625981,108089293685,0,14945667704
2016,2,166762976762,-64645282381,-3254659000,-133978216,-7439571714,-4948211890,-81905436351,800454126,4435837210,0,0,-14000000000,6000000000,0,0,1432958258,-6567041742,0,0,-76000000000,76000000000,0,-52353840,0,-52353840,-2183558372,14945667704,0,12762109332
2016,3,153404505089,-72113039320,-3267118300,0,-6407981396,16496983429,-46678251595,780310313,41435097907,-218181818,0,-20000000000,14296613160,0,0,912345365,-5009223293,0,0,0,0,0,-3727123,0,-3727123,36422147491,12762109332,0,49184256823
2016,4,185531776808,-71851598063,-3297239500,0,-17831344000,7758358852,-31871371713,0,68438582384,-224063636,0,-98700000000,62000000000,0,0,4231017718,-32693045918,0,0,0,0,0,-49074124060,0,-49074124060,-13328587594,49184256823,0,35855669229
2017,1,115740232655,-66719243274,-10549287000,0,-8936585607,4384378708,-28377091763,722700747,5542403719,-619218000,0,-372243000,180235560,0,0,267173825,-544051615,0,0,0,0,0,0,0,0,4998352104,35855669229,0,40854021333
2017,2,189328077752,-100452794349,-4898151423,-283429589,-7801000000,-3528327627,-345905272,756137255,72018469492,-658739982,0,-56627757000,13819764440,0,0,1099004520,-42367728022,0,0,0,0,0,-48180236900,0,-48180236900,-18529495430,40854021333,0,22324525903
2017,3,147865765109,-59077891274,-5946451577,-59709589,-11334000000,4568107103,-45836632175,0,30179187597,0,0,0,20000000000,0,0,6543507193,26543507193,0,0,0,0,0,-887582950,0,-887582950,55835111840,22324525903,0,78159637743
2017,4,136581947771,-75494303104,-5386834000,-637787,-17450000000,14990500762,-49022565268,735545492,4218108374,-4693083930,100000000,-41280736150,82075028156,0,0,6673616326,42874824402,0,0,0,0,0,-64528350600,0,-64528350600,-17435417824,78159637743,0,60724219919
2018,1,70413385518,-52221552964,-11280997000,0,-10220179135,2443942366,-25311290031,752516117,-26176691246,0,0,0,0,0,0,609645059,609645059,0,0,0,0,0,0,0,0,-25567046187,60724219919,0,35157173732
2018,2,189623988919,-63814410688,-4410256426,-256623288,-6533000000,1139065657,-17000588558,752516100,98748175616,-13827357566,0,0,52000000000,0,0,10985107499,49157749933,0,0,105000000000,-105000000000,0,-64452956550,0,-64452956550,83452968999,35157173732,0,118610142731
2018,3,169984083127,-78381071123,-6348752574,0,-10092000000,4358047095,-48633455079,747265186,30886851446,-4333415934,37787424845,0,0,0,0,868790442,34322799353,0,0,10000000000,-3000000000,0,-150527219150,0,-143527219150,-78317568351,118610142731,0,40292574380
2018,4,184756722386,-51616118328,-5030335000,-15595890,-12642000000,11813479291,-60263161805,0,67002990654,-1452736000,63636363,-4190000000,62500000000,0,0,10433078508,67353978871,0,0,11500000000,-18500000000,0,-86133066800,0,-93133066800,41223902725,40292574380,0,81516477105
2019,1,107969570538,-61104493124,-11870401000,0,-15091805704,2715684388,-32856029452,830029293,-10237474354,0,0,0,0,0,0,552650341,552650341,0,0,0,0,0,-43713220800,0,-43713220800,-53398044813,81516477105,0,28118432292
2019,2,137359375796,-85627963799,-3876777000,0,-5606000000,-1932725541,-12937402754,914726920,27378506702,-2774678900,0,0,2000000000,0,0,195299885,-579379015,0,0,0,0,0,0,0,0,26799127687,28118432292,0,54917559979
2019,3,138245348319,-52087189055,-6715179000,0,-6874000000,6458470578,-48720532839,844083768,30306918003,0,0,0,0,0,0,540016591,540016591,0,0,0,0,0,0,0,0,30846934594,54917559979,0,85764494573
