Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2005,0,115765970000000,1177131000000,8020515000000,3324100000000,3324100000000,0,0,472737000000,472737000000,0,11060395000000,74449345000000,74632271000000,-182926000000,0,0,0,13586843000000,13586843000000,0,0,329137000000,0,329137000000,0,0,1132020000000,1001652000000,0,130368000000,273495000000,1940252000000,0,0,0,1940252000000,0,0,115765970000000,110766131000000,2691804000000,2330107000000,2330107000000,0,84387013000000,1188380000000,19196691000000,0,972136000000,4999839000000,3864202000000,3505488000000,292242000000,0,0,0,66472000000,1031264000000,57433000000,0,46940000000,0,0,7381980000000,0,0,0,0,7381980000000,0,0,0,0,0,7381980000000,0,0,0,0,0,0,0,0,0
2006,0,135442520000000,1436603000000,5620312000000,26229341000000,26229341000000,0,0,867393000000,870374000000,-2981000000,0,80142030000000,80152334000000,-10304000000,0,0,0,17329218000000,12148027000000,5181191000000,0,510211000000,0,0,510211000000,0,1157037000000,958888000000,0,198149000000,0,2150375000000,0,0,0,2150375000000,0,0,135442520000000,129804895000000,491363000000,4923742000000,4923742000000,0,91505860000000,0,21525679000000,8178374000000,3179877000000,5637625000000,3974521000000,3616043000000,292006000000,0,0,0,66472000000,1544414000000,61139000000,0,57551000000,0,0,12365527000000,8897617000000,0,0,8897617000000,3467910000000,46717000000,0,0,0,0,3421193000000,0,0,0,0,0,0,0,0,0
2007,0,166112971000000,1743604000000,8496135000000,12841040000000,4829941000000,8011099000000,0,739381000000,742456000000,-3075000000,258000000,100482233000000,102190640000000,-1708407000000,0,0,0,37404891000000,32352839000000,5052052000000,0,684138000000,0,0,684138000000,0,1214196000000,996671000000,0,217525000000,0,2507095000000,1659447000000,220964000000,0,626684000000,0,0,166112971000000,155466442000000,712745000000,5259911000000,1094289000000,4165622000000,112425814000000,6000000,29296023000000,3672024000000,4099919000000,10646529000000,7972180000000,7608643000000,297065000000,0,0,0,66472000000,2420702000000,61585000000,0,192062000000,0,0,20077885000000,13995644000000,0,0,13995644000000,6082241000000,75402000000,0,0,0,0,6006839000000,0,0,0,0,0,0,0,0,0
2008,0,193590357000000,1980016000000,6010724000000,18273849000000,6038534000000,12235315000000,0,755256000000,796927000000,-41671000000,86810000000,118601677000000,120752073000000,-2150396000000,0,0,0,40959079000000,37039093000000,3919986000000,0,907724000000,0,761330000000,146394000000,0,1995515000000,1279280000000,0,716235000000,0,4019707000000,312279000000,2416172000000,0,1291256000000,0,0,193590357000000,181254198000000,769677000000,8824710000000,1968678000000,6856032000000,121634466000000,40217706000000,0,3459121000000,6348518000000,12336159000000,8109648000000,7717168000000,286419000000,0,0,0,106061000000,3947333000000,94880000000,0,184298000000,0,0,15932928000000,7882510000000,7630647000000,251863000000,0,8050418000000,0,8050418000000,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,0,243785208000000,2204060000000,5368942000000,24045152000000,22499128000000,1546024000000,0,299033000000,302427000000,-3394000000,75228000000,161619376000000,163170485000000,-1551109000000,0,0,0,38977048000000,33864198000000,5112850000000,0,1463756000000,0,1297310000000,166446000000,0,3297530000000,1775244000000,0,1522286000000,0,6435083000000,1513906000000,2698803000000,0,2222374000000,17242000000,0,243785208000000,231007895000000,13718689000000,15012157000000,9797640000000,5214517000000,148530242000000,220091000000,34525002000000,8585257000000,10416457000000,12572078000000,11341317000000,11252973000000,0,88344000000,0,0,0,335750000000,58735000000,0,836276000000,0,205235000000,26894710000000,15073505000000,14627519000000,445986000000,0,11821205000000,32443000000,0,0,0,0,11788762000000,0,0,0,0,0,0,0,0,0
2010,0,367712191000000,2813948000000,5036794000000,50960782000000,46680157000000,4290000000000,-9375000000,224203000000,230761000000,-6558000000,19242000000,231434907000000,234204809000000,-2769902000000,0,0,0,61585378000000,55645824000000,6208700000000,-269146000000,2092756000000,0,1782208000000,310548000000,0,3297645000000,2206346000000,0,1091299000000,0,10246536000000,1402858000000,4886335000000,0,3962061000000,15427000000,-4718000000,367712191000000,349339915000000,43220678000000,35096726000000,26188144000000,8908582000000,205918705000000,0,44734885000000,10728283000000,9640638000000,18170363000000,15262069000000,15172291000000,0,89778000000,0,0,0,571897000000,118766000000,0,2217631000000,0,201913000000,36616739000000,21790267000000,21485458000000,304809000000,0,14826472000000,49899000000,0,0,0,0,14776573000000,21790267000000,0,0,0,0,0,0,21790267000000,0
2011,0,460603925000000,3713859000000,12101060000000,65451926000000,61979076000000,3500000000000,-27150000000,542704000000,557358000000,-14654000000,20236000000,290397810000000,293434312000000,-3036502000000,0,0,0,67448881000000,65320966000000,2400000000000,-272085000000,2924485000000,0,2626045000000,298440000000,0,3746217000000,2548273000000,0,1197944000000,0,14256747000000,5556418000000,6664631000000,0,2044263000000,13612000000,-8565000000,460603925000000,431904533000000,27293733000000,74407913000000,58211970000000,16195943000000,257273708000000,0,36824508000000,11089117000000,25015554000000,28490896000000,22173891000000,20229722000000,0,1944169000000,0,0,0,1476203000000,300163000000,0,4540639000000,0,208496000000,47837808000000,30125189000000,20300939000000,9824250000000,0,17712619000000,138008000000,0,0,0,0,17574611000000,0,0,0,0,0,0,0,0,0
2012,0,503530259000000,2511105000000,12234145000000,57708302000000,21457717000000,36432503000000,-181918000000,274553000000,284267000000,-9714000000,74451000000,329682838000000,333356092000000,-3673254000000,0,0,0,73417250000000,71081582000000,2450000000000,-114332000000,2816190000000,0,2489905000000,327109000000,-824000000,5276653000000,2971038000000,0,2305615000000,0,19534772000000,9454662000000,7943559000000,0,2146201000000,11798000000,-9650000000,503530259000000,469689886000000,2785374000000,96814801000000,19983410000000,76831391000000,289105307000000,0,33226708000000,28669229000000,19088467000000,33624531000000,26219755000000,26217545000000,0,2210000000,0,0,0,2433966000000,302101000000,0,4668709000000,0,215842000000,43848065000000,27284378000000,19485195000000,7799183000000,0,16563687000000,195797000000,0,0,0,0,16367890000000,11932157000000,0,0,0,0,0,0,0,11932157000000
2013,0,576368416000000,2833496000000,10159564000000,73079476000000,59520681000000,13661254000000,-102459000000,655067000000,657693000000,-2626000000,164334000000,372988742000000,376288968000000,-3300226000000,0,0,0,83002468000000,80627909000000,2586748000000,-212189000000,3113083000000,0,2795383000000,321108000000,-3408000000,7080388000000,3464589000000,0,3615799000000,0,23291798000000,10487749000000,10035489000000,0,2782048000000,9982000000,-13488000000,576368416000000,522080831000000,147371000000,80464749000000,31865823000000,48598926000000,364497001000000,0,32424519000000,16564766000000,27982425000000,54074666000000,46205524000000,37234046000000,0,8971478000000,0,0,0,3374995000000,317641000000,0,4176506000000,0,212919000000,46730513000000,27626059000000,0,0,27626059000000,19104454000000,1421190000000,0,0,0,0,17683264000000,17545621000000,0,0,0,0,0,0,0,17545621000000
2014,0,661241727000000,4630740000000,9876451000000,75433624000000,67162062000000,8271562000000,0,3647897000000,3654333000000,-6436000000,0,435502525000000,439869027000000,-4366502000000,0,0,0,93404410000000,87338962000000,6708858000000,-643410000000,3787119000000,0,2843745000000,1030326000000,-86952000000,8894803000000,4661988000000,0,4232815000000,0,26064158000000,9981237000000,12706353000000,0,3379281000000,8167000000,-2713000000,661241727000000,605982623000000,4731403000000,103769865000000,42040236000000,61729629000000,424181174000000,415778000000,32021693000000,5294073000000,35568637000000,55033833000000,46208816000000,37234046000000,0,8974770000000,0,0,0,4345766000000,338463000000,0,4140788000000,0,225271000000,54122956000000,29742703000000,0,0,29742703000000,24380253000000,2496147000000,0,0,0,0,21884106000000,88754518000000,62361790000000,0,0,62361790000000,0,0,0,26392728000000
2015,0,779483487000000,5090768000000,11892969000000,66018789000000,64385375000000,1633414000000,0,3346354000000,3373406000000,-27052000000,0,533530118000000,538079829000000,-4549711000000,0,0,0,120024229000000,108940288000000,12928649000000,-1844708000000,3892314000000,0,2782845000000,1131164000000,-21695000000,8665767000000,4374977000000,0,4290790000000,0,27022179000000,10799595000000,12863853000000,0,3360668000000,6352000000,-1937000000,779483487000000,723373341000000,13227115000000,99169216000000,43399347000000,55769869000000,492960064000000,117619000000,54237247000000,20860497000000,42801583000000,56110146000000,46208778000000,37234046000000,0,8974732000000,0,0,0,5275032000000,441537000000,0,3942373000000,242426000000,0,67035503000000,29551935000000,0,0,29551935000000,37483568000000,5338188000000,0,0,0,0,32145380000000,95634299000000,65296692000000,0,0,65296692000000,0,0,0,30337607000000
