Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2016,1,72472546854,0,72472546854,-69861376974,2611169880,1118137391,-114646093,-109447864,0,-1362293245,2252367933,0,0,0,0,2252367933,-450473587,0,-450473587,1801894346,0,1801894346,100,0
2016,2,153313850719,0,153313850719,-148412081032,4901769687,3049610692,-166422577,-156177800,0,-1866909261,5918048541,5500,-60393988,-60388488,0,5857660053,-1171532010,0,-1171532010,4686128043,0,4686128043,0,0
2016,3,52234877676,0,52234877676,-51218533150,1016344526,3008087575,-305031714,-306328605,-665624986,-761064622,2292710779,17881,-433167,-415286,0,2292295493,-458460097,0,-458460097,1833835396,0,1833835396,38,0
2016,4,61079701397,0,61079701397,-52901652858,8178048539,2963960511,-3455504540,-334352534,-177613027,-1786763526,5722127957,0,-28162019,-28162019,0,5693965938,-1156584937,0,-1156584937,4537381001,0,4537381001,0,0
2017,1,166242053248,0,166242053248,-152873392196,13368661052,1935780080,-367849137,-367849137,0,-1738637094,13197954901,1800,-3501,-1701,0,13197953200,-2639590640,0,-2639590640,10558362560,0,10558362560,352,0
2017,2,132102466306,-975500041,131126966265,-118401945212,12725021053,716564574,-305116899,-295168614,-407392972,-2074597169,10654478587,899,-35030056,-35029157,0,10619449430,-2162670714,0,-2162670714,8456778716,0,8456778716,282,0
2017,3,103745562199,0,103745562199,-97104196929,6641365270,2255710,-276393935,-282519889,-557836638,-1651331323,4158059084,41,-11166007,-11165966,0,4146893118,-867112180,0,-867112180,3279780938,1497103,3278283835,72,0
2017,4,93533238799,0,93533238799,-84615648456,8917590343,42808633,-294088638,-289963966,-750767308,-1993968226,5921574804,10177,-571639843,-571629666,0,5349945138,-1161282261,0,-1161282261,4188662877,47637291,4141025586,0,0
2018,1,149531677971,0,149531677971,-140591726144,8939951827,11090500,-296524837,-296524837,-1039914332,-1687544211,5959844232,1,-8394880,-8394879,0,5951449353,-1309620893,0,-1309620893,4641828460,-16841545,4658670005,0,0
2018,2,156666441647,0,156666441647,-142000535922,14665905725,11235047,-307366295,-305710676,-845505197,-2269217037,11275859392,10105,1083652,1093757,0,11276953149,-2189031591,-42423998,-2231455589,9045497560,-46559535,9092057095,0,0
2018,3,104265146871,0,104265146871,-90076163373,14188983498,13826967,-334828421,-334815390,-677823388,-2074230974,11134106262,2777,-99261383,-99258606,0,11034847656,-2271414462,-13371317,-2284785779,8750061877,8369129,8741692748,0,0
2018,4,143218500980,0,143218500980,-136271623962,6946877018,70770422,2623418569,-388991205,-1028644242,-2548793380,5697862370,39720,-303814856,-303775136,0,5394087234,-1224808067,55795315,-1169012752,4225074482,102292152,4122782330,0,0
2019,1,137203454611,0,137203454611,-127940967336,9262487275,2155971,-530038610,-460162854,-843590888,-2246646133,5665462600,203292,-3728383,-3525091,0,5661937509,-1182909291,0,-1182909291,4479028218,63045972,4415982246,70,0
2019,2,117351539581,0,117351539581,-110725286753,6626252828,19448609,-361754660,460162854,-610898459,-2790468525,2906018059,36300,-20044189,-20007889,0,2886010170,-617431244,0,-617431244,2268578926,42164061,2226414865,41,0
2019,3,114190426146,0,114190426146,-105472083491,8718342655,785381067,-452803945,-446833102,-564196152,-2112826005,6373897620,1322,-188848,-187526,0,6373710094,-1299431389,0,-1299431389,5074278705,591077297,4483201408,86,0
2019,4,204848405526,0,204848405526,-190222101424,14626304102,175184104,-344006474,-342925024,-1107129908,-5049899793,8700732893,6338373,-757349766,-751011393,0,7949721500,-1662213299,-193978389,-1856191688,6093529812,-623997574,6717527386,0,0
2020,1,123467645138,0,123467645138,-113738380025,9729265113,2740025,-236283120,-233278184,-1303208933,-3695184981,4546458552,4443952,-29624745,-25180793,0,4521277759,-917973425,0,-917973425,3603304334,4339930,3598964404,60,0
2020,2,267192121680,0,267192121680,-255971761494,11220360186,884740,-167192590,-155262322,-2075563618,-1850246491,7476046553,2001,-16153020,-16151019,0,7459895534,-1467616756,-51197874,-1518814630,5941080904,80030903,5861050001,122,0
