2020-03-20,2950,0,0,13050,0,0
2020-03-13,8100,0,0,9400,0,0
2020-03-20,2950,0,0,13050,0,0
2020-03-23,1550,0,200,35350,0,0
2020-03-24,29950,0,5000,22350,0,2500
2020-03-25,10800,0,300,4900,0,0
2020-03-26,24900,0,200,10200,0,200
2020-03-27,17500,0,3700,1100,0,0
2020-03-30,13550,0,0,32650,0,0
2020-03-31,22200,0,0,9400,0,1600
2020-04-01,36200,0,400,16300,0,4000
2020-04-02,29500,29500,0,29500,29500,0
2020-04-03,79850,0,6800,10550,0,100
2020-04-06,23500,0,0,2700,0,0
2020-04-07,32500,0,4700,8400,0,100
2020-04-08,26700,0,0,11700,0,0
2020-04-09,12400,0,4800,6400,0,1000
2020-04-10,22150,0,1500,10650,0,500
2020-04-13,16800,0,0,7200,0,5000
2020-04-14,58600,0,1000,21700,0,5300
2020-04-15,69800,0,2500,27600,0,5200
2020-04-16,32950,0,200,24450,0,0
2020-04-17,18050,0,0,12850,0,900
2020-04-20,27900,0,2000,10800,0,3700
2020-04-21,17550,0,0,18650,0,1600
2020-04-22,30600,0,500,21900,0,0
2020-04-23,21400,0,3500,13300,0,5000
2020-04-24,18550,0,2000,7850,0,3000
2020-04-27,23850,0,6200,9250,0,2000
2020-04-28,12750,0,0,10650,0,0
2020-04-29,16800,0,0,5100,0,0
2020-05-04,12200,0,100,5500,0,300
2020-05-05,11500,0,1000,10700,0,3000
