date,bull,bigBull,cancelSell,bear,bigBear,cancelBuy
2019-12-02,96430,16940,0,9870,0,980
2019-12-03,74572,0,0,15528,0,0
2019-12-04,64604,8934,1000,24156,11216,1200
2019-12-05,61900,7307,0,22950,9363,1650
2019-12-06,63018,7791,0,20452,14822,730
2019-12-09,157724,4801,2100,16336,5069,2300
2019-12-10,148692,18530,0,44408,20970,0
2019-12-11,150861,0,3250,25719,0,0
2019-12-12,228237,15192,0,45453,21093,2420
2019-12-13,172125,10000,4670,29735,4343,1000
2019-12-16,201301,34681,0,39449,15289,0
2019-12-17,177404,49944,0,58596,23016,0
2019-12-18,95969,19479,2000,40211,18801,230
2019-12-19,208876,143998,21140,42444,28394,0
2019-12-20,193399,73445,0,32191,4635,2140
2019-12-23,139254,37490,0,31416,21066,0
2019-12-24,130396,58343,3430,55054,27124,0
2019-12-25,161245,95274,5000,56905,42705,0
2019-12-26,61030,11374,2000,25010,16940,0
2019-12-27,55365,19265,0,28695,19265,0
2019-12-30,210642,128561,15710,76838,41029,0
2019-12-31,53073,4682,0,14197,5508,20
2020-01-02,62801,9493,360,25189,16179,0
2020-01-03,55063,8551,0,25297,13297,0
2020-01-06,57637,9729,0,21323,16243,0
2020-01-07,62660,8581,0,21170,11459,0
2020-01-08,66434,16671,0,31686,18239,0
2020-01-09,66559,13719,0,26901,14901,0
2020-01-10,49153,10979,0,21627,12981,460
2020-01-13,60368,7705,0,23242,10375,900
2020-01-14,66970,6636,320,23380,13120,0
2020-01-15,84419,7621,0,30771,9019,230
2020-01-16,99440,25893,320,39120,30237,730
2020-01-17,84962,12149,470,19158,12551,0
2020-01-20,70485,11822,0,31405,14758,0
2020-01-21,76700,10511,0,20740,13299,1750
2020-01-22,87614,19508,6250,32596,11942,600
2020-01-30,71481,8076,0,20889,9334,0
2020-01-31,74554,9064,320,19146,10986,1110
2020-02-03,103374,0,0,11696,0,0
2020-02-04,108001,7170,0,22419,9290,0
2020-02-05,95559,9998,0,29061,16891,0
2020-02-06,117597,10723,1950,31953,21673,1250
2020-02-07,83258,8178,0,24972,10282,770
2020-02-10,74972,7521,0,38328,14178,870
2020-02-11,92199,9320,500,27491,15830,0
2020-02-12,87061,11852,0,18739,10568,200
2020-02-13,81388,0,0,11842,10082,0
2020-02-14,115071,16071,20,25329,18549,290
2020-02-17,122000,10734,280,17760,16570,0
2020-02-18,120006,11399,0,20354,17764,0
2020-02-19,121421,10734,1500,16709,12816,0
2020-02-20,109630,0,0,27170,22654,460
2020-02-21,85384,14292,1000,27996,18148,0
2020-02-24,75938,18711,1180,25962,21529,0
2020-02-25,75101,14495,0,21719,18065,0
2020-02-26,70525,16637,3090,24225,20593,0
2020-02-27,54255,12255,0,20435,15135,0
2020-02-28,64589,17980,2280,29621,21630,0
2020-03-02,44185,12090,0,19415,15930,0
2020-03-03,39600,11695,0,18770,14575,0
2020-03-04,34341,12792,0,20749,16448,2370
2020-03-05,32976,12538,0,26954,16122,580
2020-03-06,37312,9938,0,22638,13242,0
2020-03-09,40346,14801,2210,20934,15579,990
2020-03-10,33028,14154,1220,18422,14786,0
2020-03-11,31267,12547,0,17713,12973,420
2020-03-12,128269,0,0,14031,0,0
2020-03-13,115805,24335,0,42505,26665,500
2020-03-17,81405,0,3190,7955,0,0
2020-03-18,97293,13553,0,20737,17427,0
2020-03-19,40307,12022,0,16943,13358,0
2020-03-20,35768,9866,0,15382,11224,0
2020-03-23,3570,0,0,3660,0,0
2020-03-24,24014,7279,250,11546,8281,0
2020-03-25,19699,10862,0,14171,11118,0
2020-03-26,21020,6769,0,16200,13211,780
2020-03-27,22790,10432,0,16060,10678,690
2020-03-30,25598,6491,0,9702,6579,3990
2020-03-31,22287,0,0,25943,0,2280
2020-04-01,4281,0,0,24549,9860,830
2020-04-02,14415,14415,0,14415,14415,0
2020-04-03,5670,0,0,18590,0,110
2020-04-06,2271,0,0,8099,0,1100
2020-04-07,6607,0,0,2773,0,0
2020-04-08,2662,0,0,1268,0,820
2020-04-09,20550,4863,0,19190,5287,0
2020-04-10,23386,4591,0,18554,0,3650
2020-04-13,40608,0,4590,2312,0,4500
2020-04-14,31388,0,1500,13812,0,1520
2020-04-15,62370,13919,1020,15910,15161,0
2020-04-16,44810,0,0,11780,0,0
2020-04-17,9847,0,1140,9083,0,1500
2020-04-20,552,0,200,1658,0,0
2020-04-21,2380,0,1310,1710,0,0
2020-04-22,8591,0,0,1479,0,0
2020-04-23,819,0,0,301,0,240
2020-04-24,680,0,0,490,0,50
2020-04-27,43370,0,1330,7560,5771,0
2020-04-28,3120,0,20,2030,0,0
2020-04-29,225,0,0,845,0,0
2020-05-04,165,0,140,1075,0,0
2020-05-05,98,0,50,972,0,90
