Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2005,0,50672211882,0,50672211882,-42507505080,8164706802,12348087,-2790380408,-2790380408,0,-3486490408,1900184073,280012272,-367752005,-87739733,0,1812444340,0,0,0,1812444340,0,1812444340,0,0
2006,0,62121224569,-3811126009,58310098560,-46194305231,12115793329,47831371,-2870090485,-2828824385,0,-5048301134,4245233081,266251217,-15500000,250751217,0,4495984298,-1258875603,0,-1258875603,3237108695,0,3237108695,0,0
2007,0,81423092539,-494203406,80928889133,-50613433821,30315455312,594139491,-2005609588,-2005609588,0,-7178696737,21725288478,388079811,0,388079811,0,22113368289,-3095871561,0,-3095871561,19017496728,0,19017496728,25357,0
2008,0,85095110277,-2252470,85092857807,-49325574986,35767282821,6149875123,-7953863669,-4811474648,0,-14366672356,19596621919,5000000,0,5000000,0,19601621919,-2744227068,0,-2744227068,16857394851,0,16857394851,9364,0
2009,0,125890846600,-1204687773,124686158827,-80885889948,43800268879,2587465753,-4295204481,-4295204481,0,-11866736460,30225793691,255011162,-308356455,-53345293,0,30172448398,-7543112100,0,-7543112100,22629336298,0,22629336298,5902,0
2010,0,92864316951,-100151210,92764165741,-52979023756,39785141985,597717183,-4741986829,-4244628571,0,-13740959006,21899913333,1103732492,-26167261,1077565231,0,22977478564,-475429095,-2406206002,-2881635097,20095843467,0,20095843467,3082,0
2011,0,108671703070,-2377371230,106294331840,-79377264777,26917067063,1552038656,-19161381081,-9353319241,0,-13640071680,-4332347042,4899089210,-6595352,4892493858,0,560146816,-239480980,0,-239480980,320665836,0,320665836,0,0
2012,0,122010782722,-861622604,121149160118,-92061158817,29088001301,2883103046,-8128449381,-7056888834,0,-14492360123,9350294843,701056652,-7407995443,-6706938791,0,2643356052,-497282469,0,-497282469,2146073583,0,2146073583,0,0
2013,0,140099801750,-179895054,139919906696,-103812860950,36107045746,867248958,-2075196566,-3727574704,0,-23166406533,11732691605,496930154,-8784904165,-8287974011,0,3444717594,-1058301411,0,-1058301411,2386416183,0,2386416183,190,0
2014,0,114245725823,-1928451071,112317274752,-80900137015,31417137737,8413626212,-4268292929,-1537802683,0,-15133167621,20429303399,24270068932,-17085503291,7184565641,0,27613869040,-6202448756,0,-6202448756,21411420284,0,21411420284,1713,0
2015,0,124707077840,0,124707077840,-118752320254,5954757586,72653925797,-47578870543,-5122710343,-8181818,-16468908841,14552722181,30690120854,-9079919698,21610201156,0,36162923337,-4795876343,-2929095323,-7724971666,28437951671,182340934,28255610737,967,0
2016,0,293418317199,0,293418317199,-251159640683,42258676516,74887962144,-45474373894,-24101994486,0,-55175656967,16496607799,2170279169,-3961653982,-1791374813,0,14705232986,-3009846875,1832172000,-1177674875,13527558111,-1708725897,15236284008,392,0
2017,0,580890476795,0,580890476795,-533120161987,47770314808,17419504739,-37710918916,-32534206370,0,-39929159950,-12450259319,1697283695,-1626771487,70512208,0,-12379747111,-14662936943,8479679670,-6183257273,-18563004384,-3979935385,-14583068999,-375,0
2018,0,802809572200,0,802809572200,-677946868988,124862703212,43466866887,-44371403991,-32591067327,0,-43668739183,80289426925,1720962056,-1510310524,210651532,0,80500078457,-9735342666,-6330312983,-16065655649,64434422808,18331299981,46103122827,1657,0
2019,0,1299764624568,0,1299764624568,-1134948535678,164816088890,23755584282,-96983673980,-82515416516,0,-50880569722,40707429470,1471742259,-3329951687,-1858209428,0,38849220042,-13631571322,1699812016,-11931759306,26917460736,4488710279,22428750457,524,0
