Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,1,134568764600,-19111363099,-1001744043,-3198202046,0,1433203677,-5739603661,3102095896,106951055428,0,0,0,0,-372200000,0,79215398,-292984602,0,0,11939984468,-109425898691,-1030432102,0,0,-98516346325,8141724501,6708816060,0,14850540561
2010,1,184686815233,-38951936372,-1588474070,-6188310134,-370856623,59106926648,-6283438787,2920179142,190410725895,-6751453590,0,0,0,-35308115000,0,64728119,-41994840471,0,0,0,-142122253670,-1098447682,0,0,-143220701352,5195184072,2563363439,0,7758547511
2010,2,361632806161,-83986645780,-3238902329,-13334022034,-370856623,111055875336,-16399829519,6405433588,355358425212,-17887518814,0,0,0,-38792045000,0,2053937491,-54625626323,0,0,27532579713,-318657046484,-2144407982,0,0,-293268874753,7463924136,2563363439,0,10027287575
2010,3,505321279529,-175064844353,-4476798328,-21957422634,-1935070957,192666299823,-35750934815,0,458802508265,-25092928829,0,0,0,-38792045000,0,2089729237,-61795244592,0,0,80425031139,-465263383400,-3190368282,0,0,-388028720543,8978543130,2563363439,0,11541906569
2010,4,686984101091,-225313427715,-5925202670,-33892106395,-2354741376,284971366206,-47552038818,0,656917950323,-30204972966,0,0,0,-47200045000,2000000000,2121856627,-73283161339,0,0,85254495324,-647827240137,-4236328582,0,0,-566809073395,16825715589,2563363439,-103567668,19285511360
2011,1,286694886166,-231882750546,-5061188972,-14274704581,-6720000,2886318780,-30201652837,0,8154188010,-5481188098,0,0,0,-1284661020,388593356,167342201,-6209913561,0,0,218272089074,-233388170465,-1105705018,0,0,-16221786409,-14277511960,19285511360,0,5007999400
2011,2,117095712102,-237239891477,-4199088734,-16987606220,0,154203042383,-9656020162,0,3216147892,-10153137139,0,0,0,-14293707750,0,14392663,-24432452226,0,0,216033852390,-195248292131,-1419900000,0,0,19365660259,-1850644075,5007999400,-5058739,3152296586
2011,3,366980591099,-374363215796,-4636948614,-19464703134,-128816362,12693211420,-26008825399,0,-44928706786,-2995746145,0,0,0,-3828000000,233384000,43913889,-6546448256,0,0,297281684545,-243688663563,0,0,0,53593020982,2117865940,3152296586,0,5270162526
2011,4,259662978518,-194828836533,-5548142709,-20821339442,-395646967,6407190472,-12258084656,0,32218118683,-1426882900,0,0,0,-4752000,0,13212658,-1418422242,0,0,153941999133,-187561499849,0,0,0,-33619500716,-2819804275,5270162526,0,2450358251
2012,1,233734616973,-170235213654,-4534815179,-12692698937,-164937451,5852899495,-12575574538,3108189674,39384276709,0,0,0,0,0,0,8717122,8717122,0,0,116958494911,-157572618741,0,0,0,-40614123830,-1221129999,2450358251,0,1229228252
2012,2,161925903761,-118354242821,-3471836752,-7976259625,-23737610,-1779563882,5061901658,0,35382164729,-2765000000,171786935,0,1799789976,-7462759999,0,3296500619,-4959682469,0,0,58289048472,-88964797346,0,0,0,-30675748874,-253266614,1229228252,0,975961638
2012,3,165621417763,-63615373876,-6702388100,-9200421968,-257924071,239744857050,-335477386186,0,-9887219388,-24914125481,7700000,0,0,-3881314001,2000000000,105547663,-26682191819,0,0,104645045220,-66920994730,0,0,0,37724050490,1154639283,975961638,0,2130600921
