Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,10335129666,1096046305,0,0,0,-1436240232,1482880677,0,11477816416,-225554434288,-23139017649,223089015991,52255839,-12743656254,-326340465,0,0,-27144360410,-14630321639,1363636364,0,0,-11997246000,0,2552460000,-22711471275,55000000000,0,110596640464,-117833508205,0,0,0,47763132259,-2092699426,4613983599,0,2521284173
2008,0,2464782842,1361845800,0,0,0,-1319428122,3555543984,0,6062744504,-36315422859,-151078739948,228585905727,-145079577,-3555543984,-1100769817,0,0,42453094046,-7104009946,0,0,0,-80388880000,1000000000,1319428122,-85173461824,45000000000,0,63168775000,-62707432154,0,0,0,45461342846,2740975068,2521284173,0,5262259241
2009,0,75576564304,4320605851,0,0,0,0,2656688437,0,82553858592,-75944122107,-296733393526,194626374101,-333964958770,-33580714418,0,555503612,-168025832,-462655478348,-136007011730,0,0,0,0,219998608852,0,83991597122,115000000000,0,329769952340,-48332420698,0,0,0,396437531642,17773650416,5262259241,0,23035909657
2010,0,540282022638,2309930578,0,0,0,-289535229661,51354084913,0,304410808468,-47428343180,-36093235325,-166984970537,29382078313,-51150751580,-5139581056,50000000,-323195000,26722810103,-827616575,171286363636,-669230320474,327354260697,-13398496000,0,10218756085,-174597052631,20399178100,0,415934240380,-240202273215,0,-14407920000,0,181723225265,33848982737,23035909657,0,56884892394
2011,0,47315921361,1909310850,40605218023,0,0,145954407854,83098953745,0,318883811833,-540274720059,-285170271915,1202998931910,54071645769,-83098953745,-457537597,0,-370468706095,296484200101,-1744387549,782954545,0,1000000000,-288983512357,5121450000,779932788,-283043562573,0,0,77338743521,-136487872527,0,0,0,-59149129006,-45708491478,56884892393,0,11176400915
2012,0,24342230432,1376044377,-608246630,0,0,-40696226831,73192302844,0,57606104192,-341027276404,-19557433129,266876322629,1266089198,-53533649914,-16789713081,0,-378000000,-105537556509,-1929247271,0,-22682242360,175399576080,-109909367000,19920000000,40696226831,101494946280,0,0,54500000000,-45661000000,0,0,0,8839000000,4796389771,11151133847,0,15947523618
2013,0,30079189296,1092582719,8394036936,0,0,-51552524647,81740251194,0,69753535498,-231992836994,-146499764141,279290903428,535716273,-46808545652,-5470000000,0,-105640000,-81296631588,0,0,-113252778,0,-200000000,0,2140702478,1827449700,0,0,89703000000,-5566275688,0,0,0,84136724312,4667542424,15947523618,0,20615066042
2014,0,37986592467,948533074,10447517161,0,0,-102065123786,55854808448,0,3172327364,-440312398009,-177632925116,-54772102476,580794201,-82364480571,-3388473158,112000000,0,-754605257765,-324000000,0,-10116422,0,-202134205650,0,10210600,-202458111472,500000000000,0,504243797711,-41595142812,0,0,0,962648654899,5585285662,20615066042,0,26200351704
2015,0,720134384903,3393497811,12046387393,0,0,-215522420123,54203353031,0,267519191763,-912051822534,147237793295,-226875391329,-2049343423,-83261719797,-8579047959,9735057566,0,-808325282418,-14232108295,0,-134750822322,923785234239,-1076572384046,216578000000,112284633135,27092552711,930000000000,0,113521345241,-181763795042,0,-56213820000,0,805543730199,24311000492,26200351704,0,50511352196
2016,0,32261792440,4176403347,8901215913,0,0,-3965822055,96744220943,0,138117810588,66801219156,73905870515,-391553842375,15239707716,-60231096003,-10146795174,50000000,0,-167817125577,-13946326531,1259090908,-443976285082,239449211647,-3000000000,0,4013039749,-216201269309,26996876394,-7260000,766196454139,-390042580932,0,0,0,403143489601,19125094715,50511352196,0,69636446911
2017,0,85288769539,2798010156,2234307011,0,0,-171105519292,63258468922,0,-17525963664,331153465804,-346678459187,-76484814868,-81006187,-66112684959,-40806329686,0,0,-216535792747,-577088636,0,-188316851558,316884955322,0,0,28554751200,156545766328,0,0,277023590771,-241481264124,0,0,0,35542326647,-24447699772,69262486113,0,44814786341
2018,0,55122633746,2732847666,8831583589,0,0,-60449356087,51541518398,0,57779227312,-505039891812,106760084564,563673544912,-536167851,-23446820804,-27136282846,0,0,172053693475,-525741213,400000000,-196905972262,259665784899,0,256051000,75769896620,138660019044,0,0,187513896714,-506437839427,0,0,0,-318923942713,-8210230194,44814786341,0,36604556147
2019,0,59887422705,3001538820,-5772763438,0,0,-46042766,44562403233,0,101632558554,-193217248567,70134397627,59933427305,-14101113,-24399777195,-11028834,0,0,14058227777,-1285754454,0,-121153388094,125152856296,0,1600000000,46042766,4359756514,0,0,0,-20915648858,0,0,0,-20915648858,-2497664567,36604556147,0,34106891580
