Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2009,2,112514497405,-72291883875,-9188831519,-144593191,-712604478,78409314479,-102342920167,0,6242978654,-2382772150,0,0,0,-3628344000,0,1024377994,-4986738156,0,0,0,0,0,0,0,0,1256240498,101411487955,0,102667728453
2010,1,134531224545,-94552635213,-9393680917,0,-1980905716,181291526559,-222026797605,0,-12131268347,-229547409,0,0,0,0,0,1014165135,784617726,0,0,0,0,0,0,0,0,-11346650621,88588231444,1744587,77243325410
2010,3,517421066485,-462570664744,-33885495442,0,-4444761523,767536066517,-787652323168,0,-3596111875,-4523406956,0,231818182,0,0,100561000,10784919166,6593891392,0,0,0,0,0,-4189266000,0,-4189266000,-1191486483,88588231444,0,87396744961
2011,1,151656149130,-238177814817,-14000834438,0,-3017361927,398472258273,-322748650095,0,-27816253874,-975376364,0,0,0,0,0,3274105337,2298728973,0,0,0,0,0,0,0,0,-25517524901,128180011501,-11002706,102651483894
2011,4,673196668323,-1003079208826,-61620190341,0,-6469857666,2073955472781,-1624778604229,0,51204280042,-9598698982,2700000,0,0,0,0,18131864357,8535865375,0,0,0,0,0,-14363010316,0,-14363010316,45377135101,128180011501,6583752336,180140898938
2012,1,171994334150,-253944386953,-14764861082,0,-1198275442,652727395555,-578712952958,0,-23898746730,-4341783136,2505000,0,0,0,0,2023421801,-2315856335,0,0,0,0,0,0,0,0,-26214603065,182384648852,-69406701,156100639086
2012,2,214313291105,-287046810426,-17927665482,0,-1486987435,745808280156,-623913350244,0,29746757674,-3830666639,-2505000,0,0,0,0,2652650747,-1180520892,0,0,0,0,0,0,0,0,28566236782,156100639086,69406701,184736282569
2012,3,262223448107,-367675209709,-13086306159,-58552297,-1767324485,728100422653,-610455075131,0,-2718597021,-9468897490,570000000,0,0,0,0,6452566055,-2446331435,0,0,0,0,0,-13542717682,0,-13542717682,-18707646138,184736282569,0,166028636431
2012,4,269479466831,-355576053116,-17285924803,-157660322,-1720327583,783042196773,-671049522986,0,6732174794,-4569381537,212240000,0,0,0,0,1440856814,-2916284723,0,0,17700509323,-23395460011,0,0,0,-5694950688,-1879060617,166028636431,4180834200,168330410014
2013,1,212913511780,-296405414466,-13946802637,-273002787,-3211800472,740061838046,-646681016783,0,-7542687319,-10432892532,0,0,0,-4090520000,0,1222423363,-13300989169,4090520000,0,16131724154,-4200316498,0,0,0,16021927656,-4821748832,168122991316,0,163301242484
2013,2,289577175976,-334574311941,-13794125082,-239513028,-1454084866,796255894757,-712419676224,0,23351359592,-390085106,538773024,0,0,4090520000,0,1383578832,5622786750,-4090520000,0,8750679921,-3982385450,0,-1241121466,0,-563346995,28410799347,163301242484,49711263,191761753094
2013,4,255598838975,-385186218149,-17562983268,-213591521,-2956694888,836168079596,-673162915263,0,12684515482,-21578220598,0,0,0,-12599001381,0,10405358026,-23771863953,0,12599001381,4254962334,-17082271130,0,-11815598534,0,-12043905949,-23131254420,175545809620,12203146,152426758346
2014,1,357556160941,-536032686127,-17516795771,-23190907,-2585599802,642281413122,-396792650125,0,46886651331,-22280991293,0,0,0,0,0,760655248,-21520336045,0,0,0,-3383586757,0,0,0,-3383586757,21982728529,152342187433,0,174324915962
2014,2,377555491338,-142348400276,-14061378757,372244,-2497534377,723276239690,-942718007135,0,-793217273,16019596151,0,0,0,-9685757127,4090520000,58646981389,69071340413,4352240000,0,2434160285,0,0,-12869104420,0,-6082704135,62195419005,174324915962,423757422,236944092389
2014,3,468873888640,-763673021875,-14760137436,-900000000,-2069392305,764888742451,-457976033451,0,-5615953976,-1066427817,0,0,0,0,0,47031209277,45964781460,0,0,0,0,0,-38378100,0,-38378100,40310449384,236944092389,0,277254541773
2014,4,264753314076,-666178195690,-16494535362,0,-4501543512,851546801808,-404142015543,0,24983825777,-12503408212,0,0,0,-100000000,0,1243064496,-11360343716,100000000,0,0,0,0,-57682159102,0,-57582159102,-43958677041,277254541773,705282379,234001147111
2015,1,526008938358,-770242501763,-20718705090,0,-1261937471,717060275385,-434128507352,0,16717562067,-3282736441,110882471,0,0,0,-5900000000,713118055,-8358735915,5900000000,0,0,0,0,-61750000,0,5838250000,14197076152,234092697111,0,248289773263
2015,2,550973181974,-813149283563,-20390973150,0,-2000000000,928114980096,-550373497099,0,93174408258,-1031671000,79470696,0,0,-5900000000,5900000000,8500536244,7548335940,0,0,0,0,0,-1997698168,0,-1997698168,98725046030,248289773263,0,347014819293
2015,3,448990392873,-566912964264,-14685243724,0,-3581738521,708557808038,-751410018552,0,-179041764150,-8930683788,815931816,-31000000000,0,-49000000000,0,-7295463125,-95410215097,49000000000,-100030000,31000000000,0,0,65928293,0,79965898293,-194486080954,347014819293,517272515,153046010854
