Year,Quarter,1. Cash from sales and provide services andother revenue,2. Cash paid to suppliers of goodsand services,3. Cash payments to employees,4. Interest payments,5. Cash paid for corporate incometax,6. Proceeds from business,7. Cash for other business activities,8. Accumulated depreciation,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments",4. ,5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2006,0,26654601927,-23064167266,-5630343012,-772919450,0,1033420225,-1853971624,0,-3633379200,-795527619,2000000,0,0,0,0,9746082,-783781537,0,0,14273034000,-11847145420,0,-381088000,0,2044800580,-2372360157,2508636172,0,136276015
2007,0,39103895679,-24952452038,-9833535055,-761143546,-735710000,272238033,-1936679579,1186657153,1156613494,-5822148809,25000000,0,0,-25000000000,0,84734298,-30712414511,39992908459,0,13883648200,-20214775000,0,-1855951840,0,31805829819,2250028802,136276015,0,2386304817
2008,0,15746627459,-15586724379,-2825011300,-666174599,0,3385523900,-16882782603,2195994941,-16828541522,-266387446,0,0,0,-660000000,20499000000,1492842699,21065455253,0,-10000,2836552200,-8925727000,0,0,0,-6089184800,-1852271069,2386304817,0,534033748
2009,0,43618976386,-27320652167,-2662381000,-1130377744,0,3128225000,-18339355091,0,-2705564616,-1348856905,43636364,0,0,0,0,220433514,-1084787027,692000000,-3500000,28532662259,-23666744659,0,-1204499700,0,4349917900,559566257,534033748,0,1093600005
2010,0,26300552639,-27254854439,-10321600092,-1866551974,-106391637,953560864,-7095570945,0,-19390855584,-51772726,0,0,3000000000,-92230693000,0,106466855,-89175998871,108735210000,0,29079052709,-30121005700,0,0,0,107693257009,-873597446,1093600005,0,220002559
2011,0,34393520956,-66074575849,-17673418058,-1902096749,-350000000,7973769900,-12119337839,2078880212,-55752137639,-1709506484,0,-97379980686,154033408507,0,6381906025,0,61325827362,209000000,0,51424276300,-29897469009,0,0,0,21735807291,27309497014,220002559,-231520,27529268053
2012,0,53903014956,-41928416444,-6769015675,-2789549517,0,10140982164,-29382002930,2091602435,-16824987446,-1090450455,0,-103575069740,90662640760,0,0,0,-14002879435,0,0,33491540000,-29539268300,0,0,0,3952271700,-26875595181,27529268053,0,653672872
2013,0,90619497108,-81376105055,-10095575300,-5993048367,0,11196137200,-11272323079,0,-6921417493,-48891302020,0,0,11298500000,-54789125948,53568755085,2082468175,-36730704708,0,0,98399343000,-51247345000,0,0,0,47151998000,3499875799,653672872,25289,4153573960
2014,0,84776817562,-73338052790,-6342664254,-6596742065,0,6636245492,-7697431510,0,-2561827565,-35419795432,0,0,0,-24384733519,27473460577,10130076,-32320938298,0,0,95625222716,-59170675427,0,0,0,36454547289,1571781426,4153573960,-92102,5725263284
2015,0,98033531133,-107643417855,-6341260600,-4619848687,0,7131836388,-8554569500,0,-21993729121,-18967654383,70000000,0,376410741,0,626000000,9442810,-17885800832,0,0,97736516027,-60229006743,0,0,0,37507509284,-2372020669,5515235326,0,3143214657
2016,0,75910009708,-37763905128,-8592860900,-769292900,-1435383679,8396224500,-13270957756,0,22473833845,-79200373772,0,0,22030790000,0,0,10073470,-57159510302,0,0,91384459200,-57577546234,0,0,0,33806912966,-878763491,3143214657,0,2264451166
2017,0,44436498436,-17561941544,-5747574150,-9202133551,0,15674972796,-8656714437,10662065256,18943107550,-60635934506,0,0,673591000,0,0,596767294,-59365576212,0,0,92522275200,-53780046603,0,0,0,38742228597,-1680240065,2264451166,0,584211101
2018,0,42751286669,-40366042005,-4616253500,-18822150891,0,8613992883,-21362138183,15926275747,-33801305027,-34281007321,158140300000,0,0,0,0,11890214187,135749506866,0,0,61969209000,-161326877957,0,0,0,-99357668957,2590532882,584211101,0,3174743983
2019,0,38130585575,-15131782558,-3009612600,-4821403552,0,10795257293,-11387819387,0,14575224771,-7967206640,0,0,0,0,0,4047186,-7963159454,0,0,8472043839,-15553147202,0,0,0,-7081103363,-469038046,3174743983,0,2705705937
