Year,Quarter,1. Sales,2. Sales deductions,3. Net sales,4. Cost of sales,5. Gross Profit,6. Financial income,7. of which: interest expenses,Interest expenses,8.Selling expenses,9. General and admin expenses,10 Operating profit/(loss),11. Other incomes,12. Other expenses,13. Net other income/(expenses),13b. Venture company profit/(loss),14. Net accounting profit/(loss) before tax,15. Business income tax - current,16. Business income tax - deferred,17. Business income tax expenses,18. Net profit/(loss) after tax,19. Minority Interests,20. Attributable to parent company,21. EPS Basis,22. EPS Diluted
2011,0,12242025200,0,12242025200,-10594238009,1647787191,4544899,0,0,-513333336,-698661249,440337505,0,-253530874,-253530874,0,186806631,-46701657,0,-46701657,140104974,0,140104974,101,0
2012,0,12625208680,0,12625208680,-10751285462,1873923218,2141026,0,0,-170890248,-937900369,767273627,0,-52752019,-52752019,0,714521608,-125092129,0,-125092129,589429479,0,589429479,236,0
2013,0,12374019538,0,12374019538,-11132242490,1241777048,489925,0,0,-88158487,-920089504,234018982,0,0,0,0,234018982,-51642685,0,-51642685,182376297,0,182376297,73,0
2014,0,7198706076,0,7198706076,-6019627776,1179078300,2100295900,-168000000,-168000000,-77710450,-2471697494,561966256,425000000,-159451387,265548613,0,827514869,-165502974,0,-165502974,662011895,0,662011895,88,0
2015,0,72643020628,0,72643020628,-54985590546,17657430082,1036396121,-4946724286,-3088441832,-396735581,-10506996818,2843369518,124000000,-439127588,-315127588,0,2528241930,-318223595,-814581585,-1132805180,1395436750,441466714,953970036,70,0
2016,0,67528444538,0,67528444538,-50505100764,17023343774,2129751140,-4194635425,-3928246233,-61881538,-11462753090,3433824861,121000000,-696612076,-575612076,0,2858212785,-908736816,-188948143,-1097684959,1760527826,328902703,1431625123,85,0
2017,0,91809239577,0,91809239577,-85602588399,6206651178,1864636110,-3443709927,-712011126,-76680000,-10553187731,-5939784973,10608511332,-87824072,10520687260,0,4580902287,-3331753130,1003529728,-2328223402,2252678885,1114383904,1138294981,68,0
2018,0,75211162626,0,75211162626,-81433638658,-6222476032,1097150146,-11819058,0,-28145727,-1460995962,-6626286633,0,0,0,0,-6626286633,-111259116,0,-111259116,-6737545749,0,-6737545749,-401,0
2019,0,115235123507,0,115235123507,-107197523435,8037600072,2350121207,-29102891,-22500000,-205000000,-9965965350,187653038,77429231,0,77429231,0,265082269,-53016454,0,-53016454,212065815,0,212065815,13,0
