2020-04-08,8780,0,1500,15440,0,0
2020-03-13,5210,0,0,1270,0,2000
2020-03-20,8955,0,0,26835,10000,0
2020-03-23,515,0,0,23485,9360,100
2020-04-09,9915,0,0,13535,8000,520
2020-04-10,9615,0,0,2965,0,0
2020-04-13,1850,0,0,14270,8040,100
2020-04-14,14865,0,0,28015,21530,0
2020-04-15,2010,0,290,5760,0,0
2020-04-16,3160,0,0,4730,0,0
2020-04-17,30265,0,0,11805,0,2780
2020-04-20,94510,60660,0,109730,77440,0
2020-04-21,2145,0,0,13065,0,2000
2020-04-22,3180,0,500,3750,0,0
2020-04-23,21080,17000,250,24940,12900,0
2020-04-24,12785,0,2080,47315,21310,0
2020-04-27,18745,0,0,49795,14290,0
2020-04-28,2750,0,0,12070,0,0
2020-04-29,25,0,0,94115,48400,0
2020-05-04,11970,0,0,14640,0,1000
2020-05-05,1485,0,0,2345,0,0
