Year,Quarter,A. Total Assets,I. Cash and Precious Metals,II. Balances with the SBV,III. Placements with and loans to other credit institutions,1. Balances with other credit institutions,2. Loans to other credit institutions,3. Allowance for balances with and loans to other credit,"IV. Trading Securities, net",1. Trading Securities,2. Less: Provision for diminution in value of Trading Securities,V. Derivatives and other financial assets,"VI. Loans and advances to customers, net",1. Loans and advances to customers,2. Less: Provision for losses on loans and advances to customers,VII. Debts purchase,1. Debts purchase,2. Allowance for losses on debts purchase,VIII. Investment Securities,1. Available-for Sales Securities,2. Held-to-Maturity Securities,3. Less: Provision for diminution in value of investment securities,IX. Investment in other entities and long term investments,1. Investment in joint ventures,2. Investments in associate companies,3. Other long-term investments,4. Less: Provision for diminuation in value of long term investments,X. Fixed Assets,1. Tangible fixed assets,2. Leased assets,3. Intagible fixed assets,XI. Investment Properties,XII. Other Assets,1. Receivables,2. Accrued interest and fee receivables,3. Deferred tax assets,4. Other assets,5. In which: Good will,6. Allowance for other assets,B. Liabilities and Shareholder's Equity,Total Liabilities,I. Due to Gov and borrowings from SBV,II. Deposits and borrowings from other credit institutions,1. Deposits from other credit institutions,2. Borrowings from other credit institutions,III. Deposits from customers,IV. Derivatives and other financial liabilities,"V. Funds received from Gov, international and other institutions",VI. Convertible bonds/CDs and other valuable papers issued,VII. Other liabilities,Sharehodler's Equity,I. Capital,1. Paid-in capital,2. Fund for basic construction,3. Capital surplus,4. Treasury shares,5. Preferred shares,6. Owner's other capital,II. Reserves,III. Foreign Currency Difference reserve,IV. Difference upon Assets Revaluation,V. Retained Earnings,VI. Minority interests,Minority Interest,CONTINGENT LIABILITIES,I. Letters of credit (L/C),1. Letters of credit at sight,2. Deferred letters of credit,3. Others,II. Credit guarantee,1. Loan guarantee,2. Payment guarantee,3. Performance guarantee,4. Tender guarantee,5. Export guarantee,6. Others,III. CREDIT COMMITMENTS,1. Foreign exchange transactions commitments,a. Foreign exchange buying commitments,b. Foreign exchange selling commitments,c. Swap commitments,d. Future commitments,2. Irrevocable loan commitments,3. Letters of credit commitments,4. Other commitments
2005,0,24272864000000,1532492000000,988784000000,6535305000000,6535305000000,0,0,39218000000,39218000000,0,0,9360692000000,9381517000000,-20825000000,0,0,0,4823767000000,4823767000000,0,0,136716000000,0,136716000000,0,0,270350000000,257880000000,0,12470000000,0,585540000000,0,0,0,585540000000,0,0,24272864000000,22989658000000,967312000000,1123576000000,1123576000000,0,19984920000000,0,265428000000,0,648422000000,1283206000000,948316000000,948316000000,0,0,0,0,0,138973000000,0,0,195917000000,0,0,816822000000,688291000000,440209000000,248082000000,0,128531000000,0,51047000000,24934000000,12501000000,0,40049000000,108000000,0,0,0,0,0,0,0,0
2006,0,44650194000000,2284848000000,1562926000000,16401829000000,16401829000000,0,0,640195000000,641769000000,-1574000000,1057000000,16958212000000,17014419000000,-56207000000,0,0,0,4228621000000,11061000000,4217560000000,0,443458000000,0,130964000000,312494000000,0,591573000000,574440000000,0,17133000000,0,1537475000000,0,0,0,1537475000000,0,0,44650194000000,42953679000000,941286000000,3249941000000,3249941000000,0,29394703000000,0,288532000000,5861379000000,3217838000000,1653987000000,1100047000000,1100047000000,0,0,0,0,0,187727000000,0,0,366213000000,0,42528000000,1366019000000,992502000000,853014000000,139488000000,0,373517000000,0,137710000000,81744000000,39196000000,0,114867000000,0,0,0,0,0,0,0,0,0
2007,0,85391681000000,4926850000000,5144737000000,29164968000000,29001721000000,163523000000,-276000000,501293000000,504006000000,-2713000000,9973000000,31676320000000,31810857000000,-134537000000,0,0,0,9132829000000,9132829000000,0,0,762469000000,0,762469000000,0,0,554747000000,514109000000,0,40638000000,0,3517495000000,812086000000,1244289000000,0,1461120000000,0,0,85391681000000,79133832000000,654630000000,6994030000000,6994030000000,0,55283104000000,0,322512000000,11688796000000,4190760000000,6257849000000,2630060000000,2630060000000,0,0,0,0,0,2192037000000,0,0,1435752000000,0,0,3899019000000,2996487000000,2635903000000,360584000000,0,902532000000,0,191502000000,135054000000,45805000000,0,530171000000,0,0,0,0,0,0,0,0,0
2008,0,105306130000000,9308613000000,2121155000000,24171623000000,24171623000000,0,0,226429000000,370031000000,-143602000000,38247000000,34604077000000,34832700000000,-228623000000,0,0,0,24441506000000,715837000000,23938739000000,-213070000000,1178132000000,0,205143000000,1108166000000,-135177000000,789034000000,739729000000,0,49305000000,0,8427314000000,0,2327129000000,0,6100185000000,0,0,105306130000000,97539662000000,0,9901891000000,9901891000000,0,64216949000000,0,298865000000,16755825000000,6366132000000,7766468000000,6355813000000,6355813000000,0,0,0,0,0,713555000000,0,0,697100000000,0,0,1726887000000,756487000000,643724000000,112763000000,0,970400000000,0,235492000000,166268000000,75841000000,0,492799000000,0,0,0,0,0,0,0,0,0
2009,0,167881047000000,6757572000000,1741755000000,36698304000000,36695495000000,4000000000,-1191000000,638874000000,739126000000,-100252000000,0,61855984000000,62357978000000,-501994000000,0,0,0,32166926000000,299755000000,31981845000000,-114674000000,1197348000000,0,1129000000,1217219000000,-21000000000,872634000000,824574000000,0,48060000000,0,25951650000000,0,2342481000000,28115000000,23581054000000,0,0,167881047000000,157774760000000,10256943000000,10449828000000,10449828000000,0,86919196000000,23351000000,270304000000,26582588000000,23272550000000,10106287000000,7814138000000,7814138000000,0,0,0,0,0,952949000000,0,0,1339200000000,0,0,3010531000000,1629857000000,1465543000000,164314000000,0,1380674000000,0,316941000000,279437000000,84478000000,0,699818000000,0,0,0,0,0,0,0,0,0
2010,0,205102950000000,10884762000000,2914353000000,33961250000000,33886349000000,75800000000,-899000000,978355000000,1167950000000,-189595000000,78172000000,86478408000000,87195105000000,-716697000000,0,0,0,48202271000000,2153484000000,46169161000000,-120374000000,3004008000000,0,1363000000,3035841000000,-33196000000,1054702000000,1014780000000,0,39922000000,0,17546669000000,0,4239868000000,5250000000,13301551000000,0,0,205102950000000,193726193000000,9451677000000,28129963000000,28129963000000,0,106936611000000,0,379768000000,38234151000000,10594023000000,11376757000000,9376965000000,9376965000000,0,0,0,0,0,1209552000000,0,0,790240000000,0,0,4062887000000,2385649000000,2028589000000,357060000000,0,1677238000000,0,482698000000,453791000000,101783000000,0,638966000000,0,0,0,0,0,0,0,0,0
2011,0,281019319000000,8709990000000,5075817000000,81274021000000,79998410000000,1285250000000,-9639000000,850459000000,1048787000000,-198328000000,1016447000000,101822720000000,102809156000000,-986436000000,0,0,0,26089070000000,329006000000,25795128000000,-35064000000,3554001000000,0,1455000000,3601912000000,-49366000000,1236987000000,1207683000000,0,29304000000,0,51389807000000,0,5620753000000,7929000000,45761125000000,0,0,281019319000000,269060227000000,6530305000000,34714041000000,34714041000000,0,142218091000000,0,332318000000,50708499000000,34556973000000,11959092000000,9376965000000,9376965000000,0,0,0,0,0,1753237000000,0,0,828890000000,0,0,5961594000000,3032295000000,1767452000000,1264843000000,0,2929299000000,0,1296615000000,659167000000,158613000000,0,814904000000,0,0,0,0,0,0,0,0,0
2012,0,176307607000000,7096310000000,5554977000000,21985995000000,20328299000000,1673230000000,-15534000000,981737000000,1246566000000,-264829000000,12338000000,101312766000000,102814848000000,-1502082000000,0,0,0,24324653000000,4536769000000,20096357000000,-308473000000,1415287000000,0,1576000000,1463764000000,-50053000000,1473454000000,1438061000000,0,35393000000,0,12150090000000,0,4095051000000,5250000000,8230882000000,0,-181093000000,176307607000000,163683155000000,0,13748800000000,9299888000000,4448912000000,125233595000000,0,316050000000,20201212000000,4183498000000,12624452000000,9376965000000,9376965000000,0,0,0,0,0,2582364000000,0,0,665123000000,0,0,7271188000000,2912886000000,1461200000000,1451686000000,0,4358302000000,517584000000,2238359000000,596113000000,165701000000,0,840545000000,0,0,0,0,0,0,0,0,0
2013,0,166598989000000,2043490000000,3065322000000,7215519000000,5624520000000,1985143000000,-394144000000,851161000000,1078309000000,-227148000000,150000000,105642038000000,107190021000000,-1547983000000,0,0,0,33482828000000,7232001000000,26502417000000,-251590000000,922976000000,0,1578000000,1009334000000,-87936000000,2552768000000,2279114000000,0,273654000000,9015000000,10813722000000,6989145000000,3689556000000,12105000000,444379000000,0,-321463000000,166598989000000,154094787000000,1583146000000,7793776000000,5842936000000,1950840000000,138110836000000,0,363345000000,3500000000000,2743684000000,12504202000000,9117544000000,9376965000000,0,0,-259421000000,0,0,2034952000000,0,0,1351706000000,0,0,7244078000000,3474168000000,1690802000000,1783366000000,0,3769910000000,420070000000,1128760000000,982597000000,192925000000,0,1045558000000,0,0,0,0,0,0,0,0,0
2014,0,179609771000000,2496287000000,3357730000000,4559007000000,3882060000000,1380900000000,-703953000000,1105122000000,1108232000000,-3110000000,14403000000,114745251000000,116324055000000,-1578804000000,0,0,0,39676852000000,23683261000000,16386318000000,-392727000000,886568000000,0,1607000000,948030000000,-63069000000,2804555000000,2384923000000,0,419632000000,8654000000,9955342000000,6682063000000,3254051000000,4891000000,557408000000,0,-543071000000,179609771000000,167212468000000,0,6145238000000,3244143000000,2901095000000,154613588000000,0,188155000000,3078000000000,3187487000000,12397303000000,8711841000000,9376965000000,0,0,-665124000000,0,0,2207666000000,0,0,1477796000000,0,0,9548240000000,5610824000000,2541974000000,3068850000000,0,3937416000000,39275000000,1275368000000,876772000000,221635000000,0,1524366000000,0,0,0,0,0,0,0,0,0
