date,close,ask
2015-06-19,21770.00,21830.00
2015-06-20,21770.00,21830.00
2015-06-21,21770.00,21830.00
2015-06-22,21770.00,21830.00
2015-06-23,21775.00,21835.00
2015-06-24,21780.00,21840.00
2015-06-25,21780.00,21840.00
2015-06-26,21780.00,21840.00
2015-06-27,21780.00,21840.00
2015-06-28,21780.00,21840.00
2015-06-29,21780.00,21840.00
2015-06-30,21780.00,21840.00
2015-07-01,21770.00,21830.00
2015-07-02,21770.00,21830.00
2015-07-03,21770.00,21830.00
2015-07-04,21770.00,21830.00
2015-07-05,21770.00,21830.00
2015-07-06,21775.00,21835.00
2015-07-07,21780.00,21840.00
2015-07-08,21780.00,21840.00
2015-07-09,21780.00,21840.00
2015-07-10,21780.00,21840.00
2015-07-11,21780.00,21840.00
2015-07-12,21780.00,21840.00
2015-07-13,21775.00,21835.00
2015-07-14,21775.00,21835.00
2015-07-15,21775.00,21835.00
2015-07-16,21775.00,21835.00
2015-07-17,21775.00,21835.00
2015-07-18,21775.00,21835.00
2015-07-19,21775.00,21835.00
2015-07-20,21780.00,21840.00
2015-07-21,21780.00,21840.00
2015-07-22,21780.00,21840.00
2015-07-23,21780.00,21840.00
2015-07-24,21780.00,21840.00
2015-07-25,21780.00,21840.00
2015-07-26,21780.00,21840.00
2015-07-27,21780.00,21840.00
2015-07-28,21780.00,21840.00
2015-07-29,21780.00,21840.00
2015-07-30,21780.00,21840.00
2015-07-31,21780.00,21840.00
2015-08-01,21780.00,21840.00
2015-08-02,21780.00,21840.00
2015-08-03,21780.00,21840.00
2015-08-04,21780.00,21840.00
2015-08-05,21780.00,21840.00
2015-08-06,21780.00,21840.00
2015-08-07,21780.00,21840.00
2015-08-08,21780.00,21840.00
2015-08-09,21780.00,21840.00
2015-08-10,21780.00,21840.00
2015-08-11,21785.00,21845.00
2015-08-12,21990.00,22060.00
2015-08-13,22035.00,22105.00
2015-08-14,22035.00,22105.00
2015-08-15,22035.00,22105.00
2015-08-16,22035.00,22105.00
2015-08-17,22035.00,22105.00
2015-08-18,22035.00,22105.00
2015-08-19,22340.00,22440.00
2015-08-20,22340.00,22420.00
2015-08-21,22460.00,22540.00
2015-08-22,22460.00,22540.00
2015-08-23,22460.00,22540.00
2015-08-24,22500.00,22547.00
2015-08-25,22510.00,22547.00
2015-08-26,22500.00,22547.00
2015-08-27,22460.00,22520.00
2015-08-28,22430.00,22490.00
2015-08-29,22430.00,22490.00
2015-08-30,22430.00,22490.00
2015-08-31,22445.00,22505.00
2015-09-01,22455.00,22515.00
2015-09-02,22455.00,22515.00
2015-09-03,22455.00,22515.00
2015-09-04,22445.00,22505.00
2015-09-05,22445.00,22505.00
2015-09-06,22445.00,22505.00
2015-09-07,22445.00,22505.00
2015-09-08,22445.00,22505.00
2015-09-09,22445.00,22505.00
2015-09-10,22445.00,22505.00
2015-09-11,22445.00,22505.00
2015-09-12,22445.00,22505.00
2015-09-13,22445.00,22505.00
2015-09-14,22460.00,22520.00
2015-09-15,22460.00,22520.00
2015-09-16,22460.00,22520.00
2015-09-17,22470.00,22530.00
2015-09-18,22440.00,22500.00
2015-09-19,22440.00,22500.00
2015-09-20,22440.00,22500.00
2015-09-21,22440.00,22500.00
2015-09-22,22445.00,22505.00
2015-09-23,22445.00,22505.00
2015-09-24,22455.00,22515.00
2015-09-25,22445.00,22505.00
2015-09-26,22445.00,22505.00
2015-09-27,22445.00,22505.00
2015-09-28,22445.00,22505.00
2015-09-29,22450.00,22510.00
2015-09-30,22450.00,22510.00
2015-10-01,22445.00,22505.00
2015-10-02,22445.00,22505.00
2015-10-03,22445.00,22505.00
2015-10-04,22445.00,22505.00
2015-10-05,22440.00,22500.00
2015-10-06,22395.00,22455.00
2015-10-07,22340.00,22420.00
2015-10-08,22130.00,22230.00
2015-10-09,22200.00,22280.00
2015-10-10,22200.00,22280.00
2015-10-11,22200.00,22280.00
2015-10-12,22320.00,22400.00
2015-10-13,22360.00,22440.00
2015-10-14,22340.00,22420.00
2015-10-15,22290.00,22370.00
2015-10-16,22270.00,22350.00
2015-10-17,22270.00,22350.00
2015-10-18,22270.00,22350.00
2015-10-19,22270.00,22350.00
2015-10-20,22275.00,22355.00
2015-10-21,22260.00,22340.00
2015-10-22,22240.00,22320.00
2015-10-23,22260.00,22340.00
2015-10-24,22260.00,22340.00
2015-10-25,22260.00,22340.00
2015-10-26,22270.00,22350.00
2015-10-27,22270.00,22350.00
2015-10-28,22270.00,22350.00
2015-10-29,22280.00,22360.00
2015-10-30,22265.00,22345.00
2015-10-31,22265.00,22345.00
2015-11-05,22285.00,22365.00
2015-11-06,22330.00,22410.00
2015-11-07,22330.00,22410.00
2015-11-08,22330.00,22410.00
2015-11-09,22380.00,22460.00
2015-11-10,22350.00,22430.00
2015-11-11,22350.00,22430.00
2015-11-12,22360.00,22440.00
2015-11-13,22390.00,22470.00
2015-11-14,22390.00,22470.00
2015-11-15,22390.00,22470.00
2015-11-16,22420.00,22500.00
2015-11-17,22420.00,22500.00
2015-11-18,22420.00,22500.00
2015-11-19,22430.00,22510.00
2015-11-20,22430.00,22510.00
2015-11-21,22430.00,22510.00
2015-11-23,22450.00,22530.00
2015-11-24,22450.00,22530.00
2015-11-25,22450.00,22520.00
2015-11-26,22450.00,22520.00
2015-11-27,22450.00,22520.00
2015-11-28,22450.00,22520.00
2015-11-29,22450.00,22520.00
2015-11-30,22470.00,22540.00
2015-12-01,22460.00,22530.00
2015-12-02,22460.00,22530.00
2015-12-03,22450.00,22520.00
2015-12-04,22430.00,22500.00
2015-12-05,22430.00,22500.00
2015-12-06,22430.00,22500.00
2015-12-07,22430.00,22500.00
2015-12-08,22430.00,22500.00
2015-12-09,22450.00,22520.00
2015-12-10,22440.00,22510.00
2015-12-11,22460.00,22530.00
2015-12-12,22460.00,22530.00
2015-12-13,22460.00,22530.00
2015-12-14,22475.00,22547.00
2015-12-15,22517.00,22547.00
2015-12-16,22517.00,22547.00
2015-12-17,22517.00,22547.00
2015-12-18,22517.00,22547.00
2015-12-19,22517.00,22547.00
2015-12-20,22517.00,22547.00
2015-12-21,22517.00,22547.00
2015-12-22,22517.00,22547.00
2015-12-23,22517.00,22547.00
2015-12-24,22517.00,22547.00
2015-12-25,22470.00,22540.00
2015-12-26,22470.00,22540.00
2015-12-27,22470.00,22540.00
2015-12-28,22460.00,22530.00
2015-12-29,22440.00,22510.00
2015-12-30,22430.00,22500.00
2015-12-31,22450.00,22540.00
2016-01-01,22450.00,22540.00
2016-01-02,22450.00,22540.00
2016-01-03,22450.00,22540.00
2016-01-04,22470.00,22540.00
2016-01-05,22435.00,22505.00
2016-01-06,22440.00,22510.00
2016-01-07,22470.00,22540.00
2016-01-08,22440.00,22510.00
2016-01-09,22440.00,22510.00
2016-01-10,22440.00,22510.00
2016-01-11,22420.00,22490.00
2016-01-12,22380.00,22450.00
2016-01-13,22385.00,22455.00
2016-01-14,22410.00,22480.00
2016-01-15,22390.00,22460.00
2016-01-16,22390.00,22460.00
2016-01-17,22390.00,22460.00
2016-01-18,22350.00,22420.00
2016-01-19,22385.00,22455.00
2016-01-20,22385.00,22455.00
2016-01-21,22365.00,22435.00
2016-01-22,22360.00,22430.00
2016-01-23,22360.00,22430.00
2016-01-24,22360.00,22430.00
2016-01-25,22320.00,22390.00
2016-01-26,22290.00,22360.00
2016-01-27,22220.00,22290.00
2016-01-28,22215.00,22285.00
2016-01-29,22165.00,22235.00
2016-01-30,22165.00,22235.00
2016-01-31,22165.00,22235.00
2016-02-01,22260.00,22330.00
2016-02-02,22260.00,22330.00
2016-02-03,22260.00,22330.00
2016-02-04,22260.00,22330.00
2016-02-05,22290.00,22360.00
2016-02-06,22290.00,22360.00
2016-02-07,22290.00,22360.00
2016-02-08,22290.00,22360.00
2016-02-09,22290.00,22360.00
2016-02-10,22290.00,22360.00
2016-02-11,22290.00,22360.00
2016-02-12,22290.00,22360.00
2016-02-13,22290.00,22360.00
2016-02-14,22290.00,22360.00
2016-02-15,22320.00,22390.00
2016-02-16,22340.00,22410.00
2016-02-17,22340.00,22410.00
2016-02-18,22330.00,22400.00
2016-02-19,22330.00,22400.00
2016-02-20,22330.00,22400.00
2016-02-21,22330.00,22400.00
2016-02-22,22340.00,22410.00
2016-02-23,22340.00,22410.00
2016-02-24,22310.00,22380.00
2016-02-25,22285.00,22355.00
2016-02-26,22280.00,22350.00
2016-02-27,22280.00,22350.00
2016-02-28,22280.00,22350.00
2016-02-29,22265.00,22335.00
2016-03-01,22265.00,22335.00
2016-03-02,22270.00,22340.00
2016-03-03,22265.00,22335.00
2016-03-04,22255.00,22325.00
2016-03-05,22255.00,22325.00
2016-03-06,22255.00,22325.00
2016-03-07,22255.00,22325.00
2016-03-08,22260.00,22330.00
2016-03-09,22260.00,22330.00
2016-03-10,22255.00,22325.00
2016-03-11,22255.00,22325.00
2016-03-12,22255.00,22325.00
2016-03-13,22255.00,22325.00
2016-03-14,22260.00,22330.00
2016-03-15,22260.00,22330.00
2016-03-16,22260.00,22330.00
2016-03-17,22255.00,22325.00
2016-03-18,22255.00,22325.00
2016-03-19,22255.00,22325.00
2016-03-20,22255.00,22325.00
2016-03-21,22260.00,22330.00
2016-03-22,22300.00,22370.00
2016-03-23,22310.00,22380.00
2016-03-24,22270.00,22340.00
2016-03-25,22260.00,22330.00
2016-03-26,22260.00,22330.00
2016-03-27,22260.00,22330.00
2016-03-28,22280.00,22340.00
2016-03-29,22275.00,22335.00
2016-03-30,22255.00,22325.00
2016-03-31,22255.00,22325.00
2016-04-01,22255.00,22325.00
2016-04-02,22255.00,22325.00
2016-04-03,22255.00,22325.00
2016-04-04,22260.00,22330.00
2016-04-05,22260.00,22330.00
2016-04-06,22260.00,22330.00
2016-04-07,22250.00,22320.00
2016-04-08,22250.00,22320.00
2016-04-09,22250.00,22320.00
2016-04-10,22250.00,22320.00
2016-04-11,22250.00,22320.00
2016-04-12,22250.00,22320.00
2016-04-13,22270.00,22340.00
2016-04-14,22285.00,22355.00
2016-04-15,22270.00,22340.00
2016-04-16,22270.00,22340.00
2016-04-17,22270.00,22340.00
2016-04-18,22270.00,22340.00
2016-04-19,22260.00,22330.00
2016-04-20,22255.00,22325.00
2016-04-21,22250.00,22320.00
2016-04-22,22250.00,22320.00
2016-04-23,22250.00,22320.00
2016-04-24,22250.00,22320.00
2016-04-25,22260.00,22330.00
2016-04-26,22260.00,22330.00
2016-04-27,22260.00,22330.00
2016-04-28,22255.00,22325.00
2016-04-29,22250.00,22320.00
2016-04-30,22250.00,22320.00
2016-05-01,22250.00,22320.00
2016-05-02,22250.00,22320.00
2016-05-03,22250.00,22320.00
2016-05-04,22255.00,22325.00
2016-05-05,22255.00,22325.00
2016-05-06,22255.00,22325.00
2016-05-07,22255.00,22325.00
2016-05-08,22255.00,22325.00
2016-05-09,22255.00,22325.00
2016-05-10,22255.00,22325.00
2016-05-11,22260.00,22330.00
2016-05-12,22270.00,22340.00
2016-05-13,22270.00,22340.00
2016-05-14,22270.00,22340.00
2016-05-15,22270.00,22340.00
2016-05-16,22265.00,22335.00
2016-05-17,22265.00,22335.00
2016-05-18,22265.00,22335.00
2016-05-19,22275.00,22345.00
2016-05-20,22275.00,22345.00
2016-05-21,22275.00,22345.00
2016-05-22,22275.00,22345.00
2016-05-23,22275.00,22345.00
2016-05-24,22295.00,22365.00
2016-05-25,22300.00,22370.00
2016-05-26,22340.00,22410.00
2016-05-27,22350.00,22420.00
2016-05-28,22350.00,22420.00
2016-05-29,22350.00,22420.00
2016-05-30,22380.00,22450.00
2016-05-31,22365.00,22435.00
2016-06-01,22410.00,22480.00
2016-06-02,22405.00,22475.00
2016-06-03,22380.00,22450.00
2016-06-04,22380.00,22450.00
2016-06-05,22380.00,22450.00
2016-06-06,22350.00,22420.00
2016-06-07,22315.00,22385.00
2016-06-08,22310.00,22380.00
2016-06-09,22300.00,22370.00
2016-06-10,22290.00,22360.00
2016-06-11,22290.00,22360.00
2016-06-12,22290.00,22360.00
2016-06-13,22270.00,22340.00
2016-06-14,22270.00,22340.00
2016-06-15,22275.00,22345.00
2016-06-16,22265.00,22335.00
2016-06-17,22260.00,22330.00
2016-06-18,22260.00,22330.00
2016-06-19,22260.00,22330.00
2016-06-20,22260.00,22330.00
2016-06-21,22260.00,22330.00
2016-06-22,22260.00,22330.00
2016-06-23,22270.00,22340.00
2016-06-24,22295.00,22365.00
2016-06-25,22295.00,22365.00
2016-06-26,22295.00,22365.00
2016-06-27,22290.00,22360.00
2016-06-28,22270.00,22340.00
2016-06-29,22275.00,22345.00
2016-06-30,22270.00,22340.00
2016-07-01,22270.00,22340.00
2016-07-02,22270.00,22340.00
2016-07-03,22270.00,22340.00
2016-07-04,22260.00,22330.00
2016-07-05,22270.00,22340.00
2016-07-06,22270.00,22340.00
2016-07-07,22260.00,22330.00
2016-07-08,22260.00,22330.00
2016-07-09,22260.00,22330.00
2016-07-10,22260.00,22330.00
2016-07-11,22260.00,22330.00
2016-07-12,22260.00,22330.00
2016-07-13,22260.00,22330.00
2016-07-14,22260.00,22330.00
2016-07-15,22260.00,22330.00
2016-07-16,22260.00,22330.00
2016-07-17,22260.00,22330.00
2016-07-18,22260.00,22330.00
2016-07-19,22260.00,22330.00
2016-07-20,22265.00,22335.00
2016-07-21,22265.00,22335.00
2016-07-22,22260.00,22330.00
2016-07-23,22260.00,22330.00
2016-07-24,22260.00,22330.00
2016-07-25,22260.00,22330.00
2016-07-26,22260.00,22330.00
2016-07-27,22260.00,22330.00
2016-07-28,22260.00,22330.00
2016-07-29,22260.00,22330.00
2016-07-30,22260.00,22330.00
2016-07-31,22260.00,22330.00
2016-08-01,22260.00,22330.00
2016-08-02,22260.00,22330.00
2016-08-03,22260.00,22330.00
2016-08-04,22260.00,22330.00
2016-08-05,22260.00,22330.00
2016-08-06,22260.00,22330.00
2016-08-07,22260.00,22330.00
2016-08-08,22260.00,22330.00
2016-08-09,22260.00,22330.00
2016-08-10,22260.00,22330.00
2016-08-11,22260.00,22330.00
2016-08-12,22260.00,22330.00
2016-08-13,22260.00,22330.00
2016-08-14,22260.00,22330.00
2016-08-15,22260.00,22330.00
2016-08-16,22260.00,22330.00
2016-08-17,22260.00,22330.00
2016-08-18,22260.00,22330.00
2016-08-19,22260.00,22330.00
2016-08-20,22260.00,22330.00
2016-08-21,22260.00,22330.00
2016-08-22,22260.00,22330.00
2016-08-23,22260.00,22330.00
2016-08-24,22260.00,22330.00
2016-08-25,22260.00,22330.00
2016-08-26,22265.00,22335.00
2016-08-27,22265.00,22335.00
2016-08-28,22265.00,22335.00
2016-08-29,22270.00,22340.00
2016-08-30,22265.00,22335.00
2016-08-31,22265.00,22335.00
2016-09-01,22260.00,22330.00
2016-09-02,22260.00,22330.00
2016-09-03,22260.00,22330.00
2016-09-04,22260.00,22330.00
2016-09-05,22260.00,22330.00
2016-09-06,22260.00,22330.00
2016-09-07,22260.00,22330.00
2016-09-08,22260.00,22330.00
2016-09-09,22260.00,22330.00
2016-09-10,22260.00,22330.00
2016-09-11,22260.00,22330.00
2016-09-12,22260.00,22330.00
2016-09-13,22260.00,22330.00
2016-09-14,22270.00,22340.00
2016-09-15,22270.00,22340.00
2016-09-16,22270.00,22340.00
2016-09-17,22270.00,22340.00
2016-09-18,22270.00,22340.00
2016-09-19,22275.00,22345.00
2016-09-20,22280.00,22350.00
2016-09-21,22280.00,22350.00
2016-09-22,22270.00,22340.00
2016-09-23,22270.00,22340.00
2016-09-24,22270.00,22340.00
2016-09-25,22270.00,22340.00
2016-09-26,22270.00,22340.00
2016-09-27,22270.00,22340.00
2016-09-28,22270.00,22340.00
2016-09-29,22265.00,22335.00
2016-09-30,22265.00,22335.00
2016-10-01,22265.00,22335.00
2016-10-02,22265.00,22335.00
2016-10-03,22265.00,22335.00
2016-10-04,22265.00,22335.00
2016-10-05,22270.00,22340.00
2016-10-06,22270.00,22340.00
2016-10-07,22265.00,22335.00
2016-10-08,22265.00,22335.00
2016-10-09,22265.00,22335.00
2016-10-10,22265.00,22335.00
2016-10-11,22260.00,22330.00
2016-10-12,22260.00,22330.00
2016-10-13,22270.00,22340.00
2016-10-14,22270.00,22340.00
2016-10-15,22270.00,22340.00
2016-10-16,22270.00,22340.00
2016-10-17,22270.00,22340.00
2016-10-18,22275.00,22345.00
2016-10-19,22275.00,22345.00
2016-10-20,22270.00,22340.00
2016-10-21,22280.00,22350.00
2016-10-22,22280.00,22350.00
2016-10-23,22280.00,22350.00
2016-10-24,22290.00,22360.00
2016-10-25,22300.00,22370.00
2016-10-26,22300.00,22370.00
2016-10-27,22295.00,22365.00
2016-10-28,22295.00,22365.00
2016-10-29,22295.00,22365.00
2016-10-30,22295.00,22365.00
2016-10-31,22285.00,22355.00
2016-11-01,22285.00,22355.00
2016-11-02,22285.00,22355.00
2016-11-03,22285.00,22355.00
2016-11-04,22290.00,22360.00
2016-11-06,22290.00,22360.00
2016-11-07,22295.00,22365.00
2016-11-08,22295.00,22365.00
2016-11-09,22290.00,22360.00
2016-11-10,22285.00,22355.00
2016-11-11,22295.00,22365.00
2016-11-12,22295.00,22365.00
2016-11-13,22295.00,22365.00
2016-11-14,22305.00,22375.00
2016-11-15,22310.00,22380.00
2016-11-16,22345.00,22415.00
2016-11-17,22395.00,22465.00
2016-11-18,22450.00,22550.00
2016-11-19,22450.00,22550.00
2016-11-20,22450.00,22550.00
2016-11-21,22480.00,22580.00
2016-11-22,22515.00,22595.00
2016-11-23,22590.00,22690.00
2016-11-24,22680.00,22780.00
2016-11-25,22680.00,22780.00
2016-11-26,22680.00,22780.00
2016-11-27,22680.00,22780.00
2016-11-28,22660.00,22760.00
2016-11-29,22650.00,22720.00
2016-11-30,22620.00,22700.00
2016-12-01,22650.00,22730.00
2016-12-02,22655.00,22735.00
2016-12-03,22655.00,22735.00
2016-12-04,22655.00,22735.00
2016-12-06,22685.00,22765.00
2016-12-07,22650.00,22730.00
2016-12-08,22595.00,22675.00
2016-12-09,22530.00,22610.00
2016-12-10,22530.00,22610.00
2016-12-11,22530.00,22610.00
2016-12-12,22600.00,22680.00
2016-12-13,22640.00,22720.00
2016-12-14,22670.00,22750.00
2016-12-15,22700.00,22770.00
2016-12-16,22705.00,22775.00
2016-12-17,22705.00,22775.00
2016-12-18,22705.00,22775.00
2016-12-19,22715.00,22785.00
2016-12-20,22720.00,22790.00
2016-12-21,22720.00,22790.00
2016-12-22,22720.00,22790.00
2016-12-23,22720.00,22790.00
2016-12-24,22720.00,22790.00
2016-12-25,22720.00,22790.00
2016-12-26,22720.00,22790.00
2016-12-27,22720.00,22790.00
2016-12-28,22720.00,22790.00
2016-12-29,22730.00,22800.00
2016-12-30,22715.00,22785.00
2016-12-31,22720.00,22790.00
2017-01-01,22720.00,22790.00
2017-01-02,22720.00,22790.00
2017-01-03,22690.00,22760.00
2017-01-04,22655.00,22725.00
2017-01-05,22595.00,22665.00
2017-01-06,22520.00,22600.00
2017-01-07,22520.00,22600.00
2017-01-08,22520.00,22600.00
2017-01-09,22540.00,22620.00
2017-01-10,22535.00,22605.00
2017-01-11,22535.00,22605.00
2017-01-12,22530.00,22600.00
2017-01-13,22535.00,22605.00
2017-01-14,22535.00,22605.00
2017-01-15,22535.00,22605.00
2017-01-16,22530.00,22600.00
2017-01-17,22535.00,22605.00
2017-01-18,22535.00,22605.00
2017-01-19,22530.00,22600.00
2017-01-20,22520.00,22590.00
2017-01-21,22520.00,22590.00
2017-01-22,22520.00,22590.00
2017-01-23,22515.00,22585.00
2017-01-24,22530.00,22600.00
