Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2007,0,179096813278,1708539669,0,77054052,0,-576826891,13729814619,0,194035394727,-725289294959,-19741437940,957411158294,-165428037,-13729814619,-68589667,0,-564811024,391887176775,-15482658766,0,0,0,-428460225939,576826891,0,-443366057814,7000000000,0,195097803242,-146271805163,0,0,0,55825998079,4347117040,0,-77054052,4270062988
2008,0,12458011294,5522745994,0,0,0,-3426860152,18285387582,0,32839284718,105430427877,-155855664964,530750965763,-16115299701,-10975669414,-36736784345,0,0,449337259934,-260078851472,0,0,0,-333542674000,0,3426860152,-590194665320,273050000000,-9310700000,97526101822,-177225818830,0,0,0,184039582992,43182177606,4270062988,0,47452240594
2009,0,147310582534,4446533816,873816295,0,0,-114077471795,19498270140,0,58051730990,238828537436,-623594281374,-28937748158,-2296159442,-18182793783,0,0,-627428860,-376758143191,-60164924727,1970018577,-77867971606,278077062000,0,0,0,142014184244,0,0,1047041825683,-829118278161,0,0,0,217923547522,-16820411425,47452240594,0,30631829169
2010,0,358609568155,6246779754,9425203295,0,0,-88178060788,34554932953,0,320658423369,55864764489,-634860974862,-324078086264,1562433248,-31524747096,-37983075052,0,-1092480709,-651453742877,-129012323790,926545455,-75753980005,0,-737965371012,112360000000,28348697737,-801096431615,1335425405000,0,1652308250104,-1421513449647,0,0,0,1566220205457,113670030965,30631829169,0,144301860134
2011,0,-43862902405,5979462460,22193564440,244785622,0,-62557475443,153444710375,0,75442145049,-1164838106,-428132950827,-313576877600,3679730237,-78318592359,-12798464019,0,-2053970042,-756923817667,-164047966200,681818181,0,0,-294000000,344531074448,15330462246,196201388675,59400000000,0,1934800917095,-1500530395989,0,-60759069500,0,432911451606,-127810977386,144301860134,0,16490882748
2012,0,5893170715,11321171378,-2726811007,0,0,-13667283627,83610615044,0,84430862503,183309551513,-735053770745,518784688746,6658517052,-65713060240,-10018214466,0,-366077987,-17967503624,-190254343948,0,0,0,-26500000000,0,1764315458,-214990028490,0,0,536275203388,-271630035369,0,0,0,264645168019,31687635905,16490882748,0,48178518653
2013,0,12496915524,14622708055,550552528,371120255,0,-1593172616,58829605697,0,85277729443,97215201700,-75908384173,-155217970421,1076213068,-40777051893,-365766365,0,-346311500,-89046340141,-67756851005,8141363636,-136535119799,0,0,81000000000,2581649001,-112568958167,0,0,525542265435,-256900686083,0,0,0,268641579352,67026281044,48178518653,0,115204799697
2014,0,27103276473,11755901408,63369252902,0,0,-152662992440,20814156908,0,-29620404749,-533952328258,-200413545735,614239406237,-91371862,-14833371438,0,0,-220644000,-164892259805,-252922565225,0,0,0,-446718322196,869076297830,2918688373,172354098782,0,0,159340000000,-175606184066,0,0,0,-16266184066,-8804345089,115204799697,0,106400454608
2015,0,23915345654,13047839328,-755492177,766616507,0,-6670744498,12674512837,0,42978077651,403755076128,-1321297938647,871170932622,58281886,-13004125674,-1836933704,0,-6223366800,-24399996538,-142521421738,713636364,-93000000000,72000000000,-87240000000,0,3442730364,-246605055010,0,0,350124986602,-168371819725,0,0,0,181753166877,-89251884671,106400454608,0,17148569937
2016,0,64308921119,13615477478,-47774804556,101294064,0,-66197905915,68175878745,0,32228860935,238723630223,-704016219373,834088947295,-112882426098,-17921333208,-12853718181,396830000,0,257764571593,-10776136590,2772727273,-650000000,0,-643386610983,528708080000,573788273,-122758152027,28920000000,0,1361711729634,-1440666528167,0,0,0,-50034798533,84971621033,17148569937,0,102120190970
2017,0,508766169511,32309793174,-12913602623,10120969,0,-451405844128,24197456776,0,100964093679,-717846888263,-819089941878,4504225249193,-382392037804,-340266625216,-25417347806,0,0,2320176501905,-166488013233,818181818,-121864583,0,-1447517411744,788080000000,3073517471,-822155590271,0,0,609656995855,-1993211961553,0,-118809852475,0,-1502364818173,-4343906539,102120190970,0,97776284431
2018,0,106530002087,38737467407,-26107373495,0,0,-36644329784,30482912046,0,112998678261,1146961475472,-577592687318,170625767493,96302314672,-32307124061,-86257103387,0,0,830731321132,-444981498903,0,-748119409,0,-372769661328,0,4229669467,-814269610173,0,0,453020541000,-345502152716,0,-88562328107,0,18956060177,35417771136,97776284431,0,133194055567
2019,0,99419018068,53741366608,1539061266,-11428892,0,-19674757674,39743535414,0,174756794790,145385812993,-985519540253,675547050259,-35840151511,-25097534129,-18256865561,0,-23468273,-69047901685,-29090598293,0,0,12099983992,-82500000000,185247136000,3843802774,89600324473,0,-33600000000,283272000000,-387210299724,0,0,0,-137538299724,-116985876936,133194055567,0,16208178631
