Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2009,4,90604702111,0,0,0,0,0,0,0,0,18709901159,0,3020000000,3734246591,0,2147611061,57480668565,0,0,5512274735,-5421871,90599280240,-71085419678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19513860562,0,0,0,0,0,0,0,0,0,0,0,0,0,-8021636052,11492224510,17276455,0,17276455,0,11509500965,0,0,0,-1677595687,0,9831905278,9831905278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0
2010,1,40549697524,0,0,0,0,0,0,0,0,13234698029,0,0,167927546,0,107391600,20398282043,0,0,6641398306,-2645519,40547052005,-14651320260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25895731745,0,0,0,0,0,0,0,0,0,0,0,0,0,-8152397503,17743334242,9416000,0,9416000,0,17752750242,0,0,0,-3380383200,0,14372367042,14372367042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0
2010,2,52654899151,0,0,0,0,0,0,0,0,19231941371,0,700000000,3541215536,0,266786125,22514599316,0,0,6400356803,0,52654899151,-50740994199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913904952,0,0,0,0,0,0,0,0,0,0,0,0,0,-7930503015,-6016598063,295363,0,295363,0,-6016302700,0,0,0,716402906,0,-5299899794,-5299899794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,3,32488815209,0,0,0,0,0,0,0,0,11295142215,250000000,0,2475000000,0,426772104,8636862909,1181818,0,9403856163,-1763316,32487051893,-51702743710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19215691817,0,0,0,0,0,0,0,0,0,0,0,0,0,-7755299339,-26970991156,10484157,0,10484157,0,-26960506999,0,0,0,0,0,-26960506999,-26960506999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,4,69889826237,0,0,0,0,0,0,0,0,17576297530,9000000000,1028500000,20969978186,0,526848040,12867106311,1136365,0,7919959805,0,69889826237,-16029870413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53859955824,0,0,0,0,0,0,0,0,0,0,0,0,0,-10043455537,43816500287,360332350,-539576015,-179243665,0,43637256622,0,0,0,-6770854581,0,36866402041,36866402041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,0
2011,1,38296336426,0,0,0,0,0,0,0,0,6784868734,0,0,40000000,0,311568945,13495146749,681819,0,17664070179,-1410000,38294926426,-21929528087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16365398339,0,0,0,0,0,0,0,0,0,0,0,0,0,-7437625718,8927772621,116484986,0,116484986,0,9044257607,0,0,0,-2127507502,0,6916750105,6916750105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0
2011,2,42790546208,0,0,0,0,0,0,0,0,4547192074,0,0,2636278000,0,812706631,18381219144,5454550,0,16407695809,-36443788,42754102420,-15186873024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27567229396,0,0,0,0,0,0,0,0,0,0,0,0,0,-7138826828,20428402568,58323606115,-58096889739,226716376,0,20655118944,0,0,0,-4459294811,0,16195824133,16195824133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0
2011,3,40426948200,0,0,0,0,0,0,0,0,3882082177,0,0,387272727,0,554309824,21399391350,4772732,0,14199119390,0,40426948200,-15361479357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25065468843,0,0,0,0,0,0,0,0,0,0,0,0,0,-7880461234,17185007609,760489611,0,760489611,0,17945497220,0,0,0,-4290633121,0,13654864099,13654864099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0
2011,4,66506710806,0,0,0,0,0,0,0,0,7081171035,5660000000,0,14462000000,0,1441494811,24736288787,2045457,0,13123710716,0,66506710806,-16727170370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49779540436,0,0,0,0,0,0,0,0,0,0,0,0,0,-14339327503,35440212933,577210393,-779063878,-201853485,0,35238359448,0,0,0,-8112946676,0,27125412772,27125412772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0
2012,1,50565838981,0,0,0,0,0,0,0,0,12620322646,0,0,364502500,0,752682572,17521212338,0,0,19307118925,0,50565838981,-9624667733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40941171248,0,0,0,0,0,0,0,0,0,0,0,0,0,-8123229551,32817941697,10010117,0,10010117,0,32827951814,0,0,0,-8068371893,0,24759579921,24759579921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0
