Year,Quarter,I. Current Assets,1. Short term financial assets,1.1.Cash and cash equivalents,1.1.1. Cash,1.1.1.1 Cash deposited by investors for securities trading,1.1.2. Cash equivalents,1.2. Net Value Short-term investments,1.2.1. Short-term investments,1.2.2. Held-to-maturity investment,1.2.3. Loans,1.2.4. Available for sales assets,1.2.5. Provisions for impairments of short-term investments,1.3. Accounts receivable,1.3.1. Receivables(from 2019),1.3.1.1. Account receivables,1.3.1.2. Receivables and accrued dividend/interest of financial assets,1.3.1.2.1. Due or overdue receivables on dividend/interest,1.3.1.2.1.1. Doubtful debts on dividend/interest which are overdue,1.3.1.2.2 Undue accrued dividend/interest,1.3.2. Trade accounts receivable,1.3.3. Deductible value added tax,1.3.4. Receivables form services provided by the stock company,1.3.5. Prepayments to suppliers,1.3.6. Intercompany receivables,1.3.7. Receivables arise from transaction error,1.3.8. Receivable from trading stocks,1.3.9. Construction contract in progress receivables,1.3.10. Short-term loans receivables,1.3.11. Other receivables,1.3.12. Provision for short term receivables,1.3.13. Provision for doubtful debts,1.3.14. Shortage of current assets waiting for solution,"1.4.Inventories,net",1.4.1.Inventories,1.4.2. Provision for decline in inventories,2. Other current assets,2.1. Advance,2.2. Tools and equipments,2.3. Short-term prepayments,2.4. Short term Collaterals,2.5. VAT to be claimed,2.6. Other taxes receivable,2.7. Government bonds purchased for resale,2.8. Other current assets,2.9. Provision for other current assets,II. Long-Term Assets,1. Long term financial assets,1.1. Long-term trade receivables,1.1.1. Long-term customer receivables,1.1.2. Long-term prepayments to suppliers,1.1.3. Paid-in capital in wholly-owned subsidiaries,1.1.4. Long-term intercompany receivables,1.1.5. Long-term loans receivables,1.1.6. Other long-term receivables,1.1.7. Provision for doubtful LT receivable,1.2. Long-term investments,1.2.1. Investments in subsidiaries,1.2.2. Investments in associates,1.2.3. Long- term securities Investments,1.2.3.1. Held-to-maturity investment,1.2.4. Other long-term investments,1.2.5. Provision for diminuation in value of long-term investments,2. Fixed Assets,2.1. Tangible fixed assets Accumulated depreciation,2.1.1. Cost,2.1.2. Accumulated depreciation,2.1.3. Revaluation of tangible fixed assets using fair value model,2.2 Finance lease assets,2.2.1. Cost,2.2.2. Accumulated depreciation,2.2.3. Revaluation of fixed assets in financial lease using fair value model,2.3. Intangible fixed assets,2.3.1. Cost,2.3.2. Accumulated depreciation,2.3.3. Revaluation of intangible fixed assets using fair value model,2.4. Construction in progress,3. Net Investment properties,3.1. Cost,3.2.Accumulated depreciation,3.3.Revaluation of investment property using fair value model,4. Long-term incomplete assets,4.1. Long-term cost of work in progress,4.2. Construction in progress,5. Other long-term assets,5.1. Long term collaterals,5.2. Long-term prepayments,5.3. Deferred income tax assets,"5.4. Long-term equipment, material and spare parts",5.5. Payments to Settlement Assistance Fund,5.6. Other long-term assets,5.7. Goodwill,6. Provision for long term assets,A.  Total Assets,I. Liabilites,1. Current liabilities,1.1. Short-term borrowings,1.1.1. Short term borrowings,1.1.2. Short term finance lease,1.2. Short term financial assets borrowings,1.3. Short term convertible bonds,1.4. Short term bonds issued,1.5. Borrowings form payable assistance fund,1.6. Payables to securities trading,1.7. Payable arise from transaction errors,1.8. Short-term trade payables,1.9. Advances from customer,1.10. Taxes and liabilities to State budget,1.11. Payable to employees,1.12. Employees' welfare payable to authorities,1.13. Accrued expenses,1.14. Intercompany payables,1.15. Short-term unrealized revenue,1.16. Short term collaterals received,1.17. Construction contract in progress payables,"1.18. Dividend, principal and interest payables",1.19. Payables to securities issuers,1.20. Other payables,1.21. Provision for ST liabilities,1.22.Bonus and welfare funds,1.23.Price stabilization fund,1.24.Government bonds purchased for resale,2. Long-term liabilities,2.1. Long-term borrowings,2.1.1. Long term borrowings,2.1.2. Long term financial lease,2.2. Long term financial assets borrowings,2.3. Convertible bonds,2.4. Long term bonds,2.5. Long-term trade payables,2.6. Long-term advances from customers,2.7. Long-term accrued expenses,2.8. Long-term intercompany payables,2.9. Intra-company payables for operating capital received,2.10. Deffered revenue,2.11. Long term collaterals received,2.12. Other long-term payables,2.13. Preferred shares,2.14. Provision for severance allowances,2.15. Provision for long-term liabilities,2.16. Provision for compensation of investors,2.17. Deferred income tax liabilities,2.18. Technology-science development fund,II. Owner's equity,1. Capital and researves,1.1. Shareholders' equity,1.1.1. Paid-in capital,1.1.1.1 Common shares,1.1.1.2 Preferred shares,1.1.2. Share premium,1.1.3. Conversion options on convertible bonds,1.1.4. Owner's other capital,1.1.5. Treasury shares,1.2. Differences upon asset revaluation,1.3. Foreign exchange differences,1.4. Charter reserve,1.5. Investment and development funds,1.6. Financial researve funds,1.7. Other funds in owners' equity,1.8. Undistributed earnings,1.8.1. Realized gain,1.8.1.1 Beginning accumulated undistributed earnings,1.8.1.2 Current period undistributed earnings,1.8.2. Unrealized gain,1.9. Minority interests,2. Budget sources and other funds,2.1. Bonus and welfare funds,2.2. Budget sources and other funds,2.2. Funds used for fixed asset acquisitions,III. Minority Interests,B. Total Resources,C. Distributed profit to investor,1. Distributed profit to investor during the year
2009,4,1072225318747,1071041903913,498039996373,246039996373,0,252000000000,298874570483,302268568099,0,0,0,-3393997616,273865737057,0,0,0,0,0,0,0,0,0,43952517173,0,0,19132865906,0,0,210780353978,0,0,0,261600000,261600000,0,1183414834,0,0,427104585,0,9638307,0,0,746671942,0,47650703652,1500000000,0,0,0,0,0,0,0,0,1500000000,0,0,0,0,1500000000,0,25548051845,16743927775,23956664138,-7212736363,0,0,0,0,0,8804124070,9889945297,-1085821227,0,0,0,0,0,0,0,0,0,20602651807,0,17448211696,0,0,0,3154440111,0,0,1119876022399,267730752881,267680479944,0,0,0,0,0,0,0,201583864651,0,707851018,139000000,1878971542,2385815959,0,0,0,0,0,0,7116222100,0,53868754674,0,0,0,0,50272937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50272937,0,0,0,0,852145269518,851962679820,791854020630,789934000000,789934000000,0,1920020630,0,0,0,0,0,0,0,0,50000000,60058659190,60058659190,0,60058659190,0,0,182589698,182589698,0,0,0,1119876022399,0,0
2010,1,1047454038747,1044896700880,340688917292,232688917292,0,108000000000,478207125832,481601123448,0,0,0,-3393997616,225925821756,0,0,0,0,0,0,42329055,0,0,44400005819,0,0,12465714648,0,0,169017772234,0,0,0,74836000,74836000,0,2557337867,0,0,1810669099,0,10416826,0,0,736251942,0,47129666724,1500000000,0,0,0,0,0,0,0,0,1500000000,0,0,0,0,1500000000,0,24546147798,16300967523,24880856887,-8579889364,0,0,0,0,0,8245180275,9889945297,-1644765022,0,0,0,0,0,0,0,0,0,21083518926,0,21083518926,0,0,0,0,0,0,1094583705471,228298658609,228281425172,0,0,0,0,0,0,0,168290112398,0,486120518,281670000,6556012821,2048820182,0,2024375231,0,0,0,0,908876800,0,47685437222,0,0,0,0,17233437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17233437,0,0,0,0,866285046862,866285046862,791854020630,789934000000,789934000000,0,1920020630,0,0,0,0,0,0,0,0,0,74431026232,74431026232,0,74431026232,0,0,0,0,0,0,0,1094583705471,0,0
2010,2,979914303219,977396375497,547151366108,189619750413,0,357531615695,301140058040,325411797892,0,0,0,-24271739852,128359182274,0,0,0,0,0,0,0,0,0,43524256686,0,0,19791754984,0,0,65043170604,0,0,0,745769075,745769075,0,2517927722,0,0,1182840992,0,31620347,716402906,0,587063477,0,45802043433,1500000000,0,0,0,0,0,0,0,0,1500000000,0,0,0,0,1500000000,0,23635612909,14972149198,24906856887,-9934707689,0,0,0,0,0,8663463711,10961053297,-2297589586,0,0,0,0,0,0,0,0,0,20666430524,0,20666430524,0,0,0,0,0,0,1025716346652,217233124135,214360222638,0,0,0,0,0,0,0,157579460409,0,1063407868,318170000,3901345173,1553294794,0,0,0,0,0,0,12014540,0,49932529854,0,0,0,0,2872901497,0,0,0,0,0,0,0,0,0,0,0,0,0,2857291560,0,15609937,0,0,0,0,808483222517,808483222517,794856953589,789934000000,789934000000,0,1920020630,0,3002932959,0,0,0,0,0,3002932959,0,10623335969,10623335969,0,10623335969,0,0,0,0,0,0,0,1025716346652,0,0
2010,3,1021449462598,1016786464995,463189739955,188189739955,0,275000000000,419209194667,468164892039,0,0,0,-48955697372,133629413688,0,0,0,0,0,0,125000000,0,0,44712252593,0,0,5979589714,0,0,82812571381,0,0,0,758116685,758116685,0,4662997603,0,0,612520909,0,57030017,3380383200,0,613063477,0,45487839241,1500000000,0,0,0,0,0,0,0,0,1500000000,0,0,0,0,1500000000,0,22091196334,13946674195,25267782705,-11321108510,0,0,0,0,0,8144522139,11146493297,-3001971158,0,0,0,0,0,0,0,0,0,21896642907,0,21896642907,0,0,0,0,0,0,1066937301839,282750606027,282734996090,0,0,0,0,0,0,0,194367580328,0,528647508,393170000,2632748677,4079833570,0,0,3715467565,0,0,0,45076688,0,75142829024,0,1829642730,0,0,15609937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15609937,0,0,0,0,784186695812,784186695812,794856953589,789934000000,789934000000,0,1920020630,0,3002932959,0,0,0,0,0,3002932959,0,-13673190736,-13673190736,0,-13673190736,0,0,0,0,0,0,0,1066937301839,0,0
2010,4,841882422627,840316313543,234155503792,179155503792,0,55000000000,271246574989,277710614898,0,0,0,-6464039909,334086431693,0,0,0,0,0,0,955000000,0,0,59678646569,0,0,3055595731,0,0,270397189393,0,0,0,827803069,827803069,0,1566109084,0,0,1534294349,0,0,0,0,31814735,0,192831845563,150185555556,0,0,0,0,0,0,0,0,150185555556,0,0,150185555556,0,0,0,21479714065,13803147294,26007911432,-12204764138,0,0,0,0,0,7676566771,11201493297,-3524926526,0,0,0,0,0,0,0,0,0,21166575942,0,21166575942,0,0,0,0,0,0,1034714268190,213661170337,207263970423,0,0,0,0,0,0,0,141851783362,0,534954003,368170000,5984099763,7716175404,0,0,0,0,0,0,122427780,0,48925742381,0,1760617730,0,0,6397199914,0,0,0,0,0,0,0,0,0,0,0,0,0,6395894693,0,1305221,0,0,0,0,821053097853,821053097853,794856953589,789934000000,789934000000,0,1920020630,0,3002932959,0,0,0,0,0,3002932959,0,23193211305,23193211305,0,23193211305,0,0,0,0,0,0,0,1034714268190,0,0
2011,1,829230031102,826464569014,268213527051,140168193718,0,128045333333,213824440218,225039128796,0,0,0,-11214688578,343650746752,0,0,0,0,0,0,36026945,0,0,59639607995,0,0,167744454,0,0,283807367358,0,0,0,775854993,775854993,0,2765462088,0,0,2668298822,0,21348531,0,0,75814735,0,191659492318,150185555556,0,0,0,0,0,0,0,0,150185555556,0,0,150185555556,0,0,0,19367326942,12361890108,26007911432,-13646021324,0,0,0,0,0,7005436834,11201493297,-4196056463,0,0,0,0,0,0,0,0,0,22106609820,0,22106609820,0,0,0,0,0,0,1020889523420,196968969189,192711314272,0,0,0,0,0,0,0,10707104576,0,524767403,373170000,3366221059,3198488794,0,0,0,0,0,0,1310434697,0,168178463138,0,5052664605,0,0,4257654917,0,0,0,0,0,0,0,0,0,0,0,0,0,4256349696,0,1305221,0,0,0,0,823920554231,823920554231,795939070718,789934000000,789934000000,0,1920020630,0,4085050088,0,0,0,0,0,4085050088,0,23896433425,23896433425,0,23896433425,0,0,0,0,0,0,0,1020889523420,0,0
2011,2,810136145887,808477459935,344091888930,120091888930,0,224000000000,204072605006,219119410392,0,0,0,-15046805386,259540637697,0,0,0,0,0,0,86876290,0,0,3021287293,0,0,80540713,0,0,256351933401,0,0,0,772328302,772328302,0,1658685952,0,0,1538807411,0,10963806,0,0,108914735,0,188917209743,150000000000,0,0,0,0,0,0,0,0,150000000000,0,0,150000000000,0,0,0,17644731548,11000378746,25996741983,-14996363237,0,0,0,0,0,6644352802,11416493297,-4772140495,0,0,0,0,0,0,0,0,0,21272478195,0,21272478195,0,0,0,0,0,0,999053355630,158936977266,154705558642,0,0,0,0,0,0,0,2323009755,0,715582361,498170000,5058894288,4640673698,0,0,0,0,0,0,4316255773,0,132178903937,0,4974068830,0,0,4231418624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4231418624,0,0,0,840116378364,840116378364,795939070718,789934000000,789934000000,0,1920020630,0,4085050088,0,0,0,0,0,4085050088,0,40092257558,40092257558,0,40092257558,0,0,0,0,0,0,0,999053355630,0,0
2011,3,834676122235,832509712129,400321098650,112821098650,0,287500000000,191189968236,208359846718,0,0,0,-17169878482,240247519203,0,0,0,0,0,0,40984855,0,0,2841152056,0,0,2839575512,0,0,234525806780,0,0,0,751126040,751126040,0,2166410106,0,0,2040667460,0,1427911,0,0,124314735,0,186571143594,150000000000,0,0,0,0,0,0,0,0,150000000000,0,0,150000000000,0,0,0,15813550406,9832214173,26025823801,-16193609628,0,0,0,0,0,5981336233,11416493297,-5435157064,0,0,0,0,0,0,0,0,0,20757593188,0,20757593188,0,0,0,0,0,0,1021247265829,174154983396,170438901111,0,0,0,0,0,0,0,2661113512,0,684465634,413170000,4505774073,0,0,0,0,0,0,0,1951717120,0,155590391942,0,4632268830,0,0,3716082285,0,0,0,0,0,0,0,0,0,0,0,0,0,3716082285,0,0,0,0,0,0,847092282433,847092282433,789260110718,789934000000,789934000000,0,1920020630,0,4085050088,-6678960000,0,0,0,0,4085050088,0,53747121627,53747121627,0,53747121627,0,0,0,0,0,0,0,1021247265829,0,0
2011,4,1237099426102,1235701134668,1103932798764,587432798764,0,516500000000,109320417387,123829539210,0,0,0,-14509121823,22423074517,0,0,0,0,0,0,640200000,0,0,1928968707,0,0,2045904019,0,0,17808001791,0,0,0,24844000,24844000,0,1398291434,0,0,1354476699,0,0,0,0,43814735,0,247755364246,212400000000,0,0,0,0,0,0,0,0,212400000000,0,0,212400000000,0,0,0,14547017881,8062018765,24882255742,-16820236977,0,0,0,0,0,6484999116,12641493297,-6156494181,0,0,0,0,0,0,0,0,0,20808346365,0,20808346365,0,0,0,0,0,0,1484854790348,612947435143,609243434624,0,0,0,0,0,0,0,580433713441,0,2318978941,442170000,9413457260,10125875768,0,0,0,0,0,0,893410966,0,1324327444,2236088381,2055412423,0,0,3704000519,0,0,0,0,0,0,0,0,0,0,0,0,0,3704000519,0,0,0,0,0,0,871907355205,871907355205,786949770718,789934000000,789934000000,0,1920020630,0,4085050088,-8989300000,0,0,0,0,4085050088,0,80872534399,80872534399,0,80872534399,0,0,0,0,0,0,0,1484854790348,0,0
2012,1,903294419943,901654309282,554324906481,279324906481,0,275000000000,102770353274,108765761006,0,0,0,-5995407732,244521025527,0,0,0,0,0,0,77164266,0,0,1970221267,0,0,15900101389,0,0,226573538605,0,0,0,38024000,38024000,0,1640110661,0,0,1559295926,0,0,0,0,80814735,0,244085496496,210400000000,0,0,0,0,0,0,0,0,210400000000,0,0,210400000000,0,0,0,12543302297,6823285712,24498067078,-17674781366,0,0,0,0,0,5720016585,12641493297,-6921476712,0,0,0,0,0,0,0,0,0,21142194199,0,21142194199,0,0,0,0,0,0,1147379916439,258236239164,254785605660,0,0,0,0,0,0,0,228112890865,0,1623189784,539670000,8852954158,4779829794,0,0,0,0,0,0,1295869590,0,3332350413,0,6248851056,0,0,3450633504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3450633504,0,0,0,0,889143677275,889143677275,790144413272,789934000000,789934000000,0,1920020630,0,7279692642,-8989300000,0,0,0,0,7279692642,0,91719571361,91719571361,0,91719571361,0,0,0,0,0,0,0,1147379916439,0,0
