Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2013,1,23417955591,3472241275,0,0,0,-304526998,3556349334,0,30142019202,-21874937201,3827289921,11272083017,-838784060,-581349336,-4959314053,0,-1065081044,15921926446,0,0,-19388670670,5500000000,0,0,257801371,-13630869299,0,0,7853501000,0,0,-1187400000,0,6666101000,8957158147,15676107521,0,24633265668
2013,2,-5514638998,3393380926,638653509,-4758551,0,-485322062,63311332,0,-1909373844,15467053327,452280368,-7174435992,-243306675,-750661328,-1812727931,0,-848428902,3180399023,-3634564731,0,19388670670,-2500000000,0,0,677383496,13931489435,0,-745000000,4898048666,-2300000000,0,-12852146767,0,-10999098101,6112790357,24633265668,4758551,30750814576
2013,3,24091559403,2962329689,-638653509,4758551,0,-664020946,5982551527,0,31738524715,-5401806711,19995581443,-17138683959,4574728471,-581479306,3837142782,0,-1812904608,35211102827,0,0,-700000000,-3000000000,0,0,-602547361,-4302547361,745000000,-974640000,1080362550,-28171538807,0,-343382460,0,-27664198717,3244356749,30750814576,-4758551,33990412774
2013,4,15548008332,3344038759,-6132977987,0,0,-2659698689,2539930736,0,12639301151,9120907986,-2704631262,10123761511,1199380309,-10228652959,-9251210425,0,1571740182,12470596493,3531133931,0,700000000,0,0,0,317587280,4548721211,-745000000,595000000,36237166730,-76937343837,0,-7174386172,0,-48024563279,-31005245575,33990412774,0,2985167199
2014,1,29436512046,4093945485,-2084556997,0,0,-106294109,1756005645,0,33095612070,-4390974092,10396924937,6123912908,2250412319,-819168488,0,0,-305887939,46350831715,0,0,-33500000000,14000000000,0,0,82540193,-19417459807,0,-100000000,0,-3265000000,0,-62881824,0,-3427881824,23505490084,2989639856,0,26495129940
2014,2,-11689343760,6718944237,2084556997,0,0,-351694095,1682435408,0,-1555101213,3738885926,6018053573,1552122899,915605420,-2619272565,-7626004945,0,-3326263604,-2901974509,-133645050,0,33500000000,-14000000000,0,0,718798011,20085152961,0,-250000000,0,-2265000000,0,-24713853274,0,-27228853274,-10045674822,26495129940,0,16449455118
2014,3,14409816383,5341942542,0,0,0,-771057379,1569376241,0,20550077787,-10822057293,-17830959566,-26634040481,1418990151,1173556654,5930352413,0,-278967428,-26493047763,-460958724,0,-48593073492,41546536746,0,11501684000,-253743518,3740445012,0,0,20000000000,-8465000000,0,13955498399,0,25490498399,2737895648,16449455118,0,19187350766
2014,4,13552885825,-305026351,0,-1537099,0,-23673481,1785325431,0,15007974325,53674121497,-3769164463,-2562830516,149107956,-540078334,-8833606587,0,1760733440,54886257318,-75000000,0,-19000000000,12000000000,0,-11501684000,47352144,-18529331856,0,-100000000,0,-33742916809,0,-5983690,0,-33848900499,2508024963,19187350766,1537099,21696912828
2015,1,21137676125,5876936855,0,0,0,-300348697,884094375,0,27598358658,4410188683,11860950023,-2011984916,-457128938,-884094375,-4174555973,0,-1470800250,34870932912,-1190909091,0,0,0,-480000000,0,261344957,-1409564134,0,0,0,-3465000000,0,-7569274150,0,-11034274150,22427094628,21696912828,0,44124007456
2015,2,5682173364,5899352688,240334146,0,0,-210158068,336877223,0,11948579353,-7423702512,-17069998284,61390676475,867753061,-3829223882,-1841477832,23514967004,-262027539,67295545844,-654332309,0,-7000000000,0,-480000000,0,249161808,-7885170501,0,-725000000,0,-25935000000,0,-23598512440,0,-50258512440,9151862903,44124007456,0,53275870359
2015,3,14706138650,10817046247,0,0,0,-5807010338,205965000,0,19922139559,-33991163273,-15750869632,54919623167,234116229,3286381659,-2697927808,-23514967004,-389845947,2017486950,-4741566106,325270909,31063333333,0,-240000000,0,5807010338,32214048474,0,-200000000,0,-960000000,0,0,0,-1160000000,33071535424,53275870359,0,86347405783
