Year,Quarter,1. Net profit/(loss) before tax,2. Accumulated depreciation,3. Provisions,4. Unrealised foreign exchange gain/loss,5. (Profit)/loss from liquidation of fixed assets,6. Profits/losses from investments,7. Interest expense,8. Interest income and dividend,9. Operating profit/(loss) before changes in WC,10. (Increase)/decrease in receivables,11. (Increase)/decrease in inventories,12. Increase/(decrease) in payables,13. (Increase)/decrease in prepaid expenses,14. Interest paid,15. Business Income Tax Paid,16. Other receipts from operating activities,17. Cash for other business activities,Net cash inflows(outflows) from operating activities,1. Purchases of fixed assets and other long term assets,2. Proceeds from disposal of fixed assets,"3. Loans granted, purchases of debt instruments","4. Collection of loans, proceeds from sales of debts instruments",5. Investments in other entities,6. Proceeds from divestment in other entities,7. Dividends and interest received,Net cash inflows/(outflows) from investing activities,1. Proceeds from issue of shares,2. Payments for share returns and repurchases,3. Proceeds from borrowings,4. Repayment of borrowings,5. Finance lease principal payments,6. Dividends paid,7. Interest received,Net cash inflows/(outflows) from financing activities,Net increase in cash and cash equivalents,Cash and cash equivalents at the beginning period,Effect of foreign exchange differences,Cash and cash equivalents at the end of period
2008,0,42557647987,9689819771,0,0,0,-23597481196,2955718911,0,31605705473,-2417792853,-141427091,29750247760,-21808641099,-2955718911,-840231497,0,0,33192141782,-3505834922,613636364,-366631188403,136500000000,-37710440000,0,22704774104,-248029052857,217028213933,0,68495700078,-53305700078,0,-13708838000,0,218509375933,3672464858,0,0,3672464858
2009,0,35149287916,17093511568,0,0,0,-27577076834,5135978624,0,29801701274,-15853460023,35762123,119763913409,-98394238647,-5135978624,-10348560388,0,-535271547,19333867577,-9040940973,0,-61071000000,78489729487,-31445000000,0,22296588826,-770622660,0,0,111288588000,-111378588000,0,-21444569920,0,-21534569920,-2971325003,3672464858,0,701139855
2010,0,42354798680,15413446782,0,0,0,-18414531397,3622609295,0,42976323360,-13637812,-2023014009,1847491197,3716308303,-3622609295,-9662370794,0,-874239534,32344251416,-3889161001,0,-3000000000,18464454778,-40000000000,0,10424782058,-17999924165,0,0,44957127450,-40357127450,0,-11652258480,0,-7052258480,7292068771,701139855,0,7993208626
2011,0,42681653360,8299558494,12878845614,0,0,-13796242880,5785494724,0,55849309312,-36649457738,1761509762,19667643411,1256273178,-5785494724,-12069922839,0,0,24029860362,-15986201900,0,-3700000000,6519856265,-4360000000,0,15086965545,-2439380090,0,0,50175000000,-48500000000,0,-29767324370,0,-28092324370,-6501844098,7993208626,0,1491364528
2012,0,46863290748,9710606339,934762423,0,0,-12286341294,15318534640,0,60540852856,-56100461515,44873841712,57042764013,-4574052584,-15387006862,-5152896781,1908510346,-4972505069,78179046116,-30382987953,0,-3000000000,2000000000,0,0,11729836508,-19653151445,-14545000000,0,20707770670,-28800000000,0,-23425903270,0,-46063132600,12462762071,3213345450,0,15676107521
2013,0,51411908998,13660964425,408366968,0,0,-4472657,-3385241721,12428374621,74519900634,318395100,13345206120,-11354397550,4504543727,-12709346843,-12182913995,3822470976,-954494457,59309363712,-8333852193,0,0,3000000000,0,0,3187227528,-2146624665,0,-1124640000,107649774591,-150497671835,0,-25881142125,0,-69853679369,-12690940322,15676107521,4472657,2989639856
2014,0,45709870494,15849805913,591033145,-1537099,0,-767493329,6793142725,0,68174821849,21778003150,-5185145519,364185506,4594831948,-3300796066,-9259150289,0,-2796170893,74370579686,-120000000,0,0,0,0,0,1110843329,990843329,0,-450000000,20000000000,-51491141734,0,-24714545408,0,-56655687142,18705735873,2989639856,1537099,21696912828
2015,0,92643483369,18797280998,-354037419,-3895348,0,-25341881252,1619941598,0,87360891946,23276489830,-985216482,-8491587201,716044465,-5112288257,-11019440888,0,-1768327788,83976565625,-7808305922,191069091,-36705666700,0,-22072800000,80981885331,25305236962,39891418762,0,-23565000000,0,-31320000000,0,-31170589090,0,-86055589090,37812395297,21696912828,3895348,59513203473
2016,0,78743123484,18374346187,-67762207,19334,0,-9706644258,712816955,0,88055899495,47411666635,44251318345,-55327116006,-1912624694,-712816955,-24867904006,0,-1040038910,95858383904,-725387722,0,-54407526561,41705666700,-2000000000,0,8727832842,-6699414741,0,-155000000,14000000000,-17040000000,0,-39151362900,0,-42346362900,46812606263,59513203473,-19334,106325790402
2017,0,74033578544,17086112440,0,36606,0,-51357161673,92771397,0,39855337314,7319863506,34213934630,-24795358174,-7685720706,-92771397,-16961305353,44934956833,-2434522207,74354414446,-6276881174,0,-93732820979,84981039916,-1000000000,0,17153508126,1124845889,0,0,29000000000,-28940000000,0,-38981179680,0,-38921179680,36558080655,106325790402,-36606,142883834451
2018,0,116596675021,17143117466,0,-233718,0,-33455077371,340671233,0,100625152631,-48268523135,32364787616,69304819507,-7194873293,-340671233,-20003878886,0,-2398174498,124088638709,-18216866622,0,-253248324650,182597808874,0,3000000000,20019620479,-65847761919,0,-90000000,55000000000,-57000000000,0,-43297471080,0,-45387471080,12853405710,142883834451,233718,155737473879
2019,0,114447292730,15657080172,0,0,0,-8048984560,480469107,0,122535857449,-18547337190,-8653798778,15583100138,2790695990,-480469107,-19184487747,0,-6150209654,87893351101,-2369449904,0,-307211341325,267479161562,-184577272727,0,28403234990,-198275667404,0,0,231487410000,-142800000000,0,-55407414240,0,33279995760,-77102320543,155737473879,0,78635153336
