Year,Quarter,Current Assets,Cash and cash equivalents,Cash,Cash equivalents,Short-term financial investments,Short-term investments,Provisions for impairments of short-term investments,Accounts receivable,Trade accounts receivable,Prepayments to suppliers,Intercompany receivables,Receivables from financial investments,Other receivables,Provision for doubtful debts,Inventories,Inventories,Provision for decline in inventories,Other current assets,Short-term prepaired expenses,Shortage of current assets waiting for solution ,VAT deductible,Receivables from State,Margin deposits,Others,LOANS AND ADVANCES TO CUSTOMERS,Loans and advances to customers,Provision for credit loss,Long-Term Assets,Fixed Assets,Tangible fixed assets Accumulated depreciation,Cost,Accumulated depreciation,Finance lease assets,Cost,Accumulated depreciation,Intangible fixed assets,Cost,Accumulated depreciation,Construction in progress,Investment Properties,Cost,Accumulated depreciation,Long-term financial investments,Investments in subsidiaries,Investments in joint-ventures and associates,Other long-term investments,Prosivions for impairments in long-term investments,Other long-term assets,Long-term prepayments,Deferred income tax liabilities,Deferred income tax liabilities,Other long-term assets, Total Assets,Liabilites,Current liabilities,Short-term debts and borrowings,Trade payable,Advances from customers,Taxes payable to State,Payable to employees,Accrued expenses,Other payables,Bonus and welfare funds,Amount due to customers,Deposit from commercial banks,Deposits from customers,Long-term liabilities,"Long-term deposit, mortgage",Deferred income tax liabilities,Provision for severance allowances,Reserves,Unearned premium reserve,Technical reserve,Claim reserve,Catastrophe reserve,Dividend reserve,Equalization reserve,Sharehodler's Equity,Sharehodler's Equity,Owner's equity,Additional Paid-In Capital,Treasury shares,Other reserves,Foreign exchange revaluation,Reserves for investment and development,Financial researve funds,Statutory reserve,Retained earnings,"Other capital, funds",Bonus and Welfare fund (Before 2010),Minority Interests,
2012,3,528664398703,22778156788,5916088996,16862067792,157186796790,159579382022,-2392585232,313124754371,165850143660,56063830807,0,0,93123473194,-1912693290,2083217434,2083217434,0,33491473320,6295222161,0,0,0,0,27196251159,0,0,0,385282806504,39149792820,24115057969,41602059772,-17487001803,0,0,0,15034734851,16539155926,-1504421075,0,0,0,0,182944529212,0,0,182944529212,0,7515424512,0,0,7515424512,0,913947205207,487920265354,112531304140,42633100000,25303622594,4665370517,11836976606,5547638776,0,22544595647,0,0,0,0,33983460041,33377863500,0,0,341405501173,192686962056,0,128750103277,19968435840,0,0,426026939853,426026939853,400000000000,0,0,0,0,0,0,6351668180,19648003520,0,0,0,913947205207
2013,1,511486860550,19418529034,19418529034,0,192104967330,202544587935,-10439620605,249072248828,121288450542,66971566664,0,0,63153424881,-2341193259,2746196848,2746196848,0,48144918510,5840912544,0,0,0,181400512,42122605454,0,0,0,524886131788,37635967821,22666625757,42752779372,-20086153615,0,0,0,14969342064,16539155926,-1569813862,0,0,0,0,303670607073,0,0,303670607073,0,7727709902,0,0,7727709902,0,1036372992338,598559968737,237163984449,124000000000,32107333166,4491449502,17291019161,7019909007,5259860134,46994413479,0,0,0,0,30000396207,30000396207,0,0,331395588081,237255690694,0,51689527781,42450369606,0,0,437813023601,437813023601,400000000000,0,0,0,0,0,0,7407157895,30405865706,0,0,0,1036372992338
2015,1,1473188122534,55785072922,55785072922,0,570862817330,584012715935,-13149898605,464025594708,156173240551,119745139495,0,0,193224251390,-5117036728,4514491590,4514491590,0,154781248311,51657573014,0,2733691657,414788370,0,99975195270,0,0,0,662612613907,300820557486,66990077622,90546160581,-23556082959,0,0,0,15100854090,16780933380,-1680079290,218729625774,0,0,0,338720199332,15300000000,0,323517082332,-96883000,17071857089,14626667471,0,0,2445189618,2135800736441,1585262225344,1532013741606,237426386429,83421041344,26028736570,16394353571,31318628511,9076505680,252437419995,0,0,0,0,53248483738,0,0,0,0,0,0,0,0,0,0,550538511097,550538511097,500000000000,0,0,0,0,0,0,10507832285,40030678812,0,0,0,2135800736441
2015,2,1830814444738,186839330716,26527084488,160312246228,900260017330,185166565935,-12695698605,448940468981,164755022862,119647009634,0,0,168577473213,-5117036728,9059129413,9059129413,0,59032729887,54285183081,0,3789794931,180666645,0,777085230,0,0,0,351822292619,99711809048,82478244578,110636526936,-28158282358,0,0,0,17233564470,18993533380,-1759968910,0,0,0,0,650000000,0,0,0,-62886000,17367957995,14843768376,0,0,2524189619,2182636737357,1645313978370,1590509914025,210649065818,114167925203,14738533213,15223470882,32956201549,10031661284,290641667422,0,0,0,0,54804064345,0,0,0,0,0,0,0,0,0,0,537322758987,537322758987,500000000000,0,0,0,0,0,0,10754266631,18782224069,0,0,0,2182636737357
2016,1,1728370146434,29610946163,29610946163,0,1022632904385,195319865935,-16035348605,424240338682,155466253170,114356162215,0,0,158574716319,-5234793022,10911406175,10911406175,0,72148756090,65662969210,0,5558733378,927053502,0,0,0,0,0,548095058288,103628492418,86514866809,122952329062,-36437462253,0,0,0,17113625609,18993533380,-1879907771,0,0,0,0,143000000000,0,0,0,-7005000,16783626168,16783626168,0,0,0,2276465204722,1684874251631,1634077432016,150292987016,110497756094,10871410240,20695029556,36912152052,7812842704,254830949081,0,0,0,0,50796819615,0,0,0,0,0,0,0,0,0,0,591590953091,591590953091,500000000000,0,0,0,0,0,0,13566253931,70507318248,0,0,0,2276465204722
2016,2,2083146145484,304604999872,20358797094,284246202778,958595695107,251039865935,-16195348605,487323975179,203778725660,119508280980,0,0,168193761561,-5234793022,13585750149,13585750149,0,71035145747,64333841557,0,6351640474,349663716,0,0,0,0,0,582323513994,107678794446,90603397045,129365942244,-38762545199,0,0,0,17075397401,18993533380,-1918135979,0,0,0,0,166162400000,0,0,0,-7005000,19695795382,19695795382,0,0,0,2665469659478,2094879835407,2044420890251,261976578262,166896153517,11559259517,29140059762,40085124749,16451983599,346116552365,0,0,0,0,50458945156,0,0,0,0,0,0,0,0,0,0,570589824071,570589824071,500000000000,0,0,0,0,0,0,14249021465,48599990770,0,0,0,2665469659478
2016,4,2382532986921,40777971735,12777971735,28000000000,1525160345107,343144865935,-16819348605,437453446156,180650504277,127226184811,0,0,134245492206,-5746735138,14610495172,14610495172,0,69457558949,58122319622,0,9783281023,1551958304,0,0,0,0,0,568339979250,106854058493,89733800609,131795130426,-42061329817,0,0,0,17120257884,19058533380,-1938275496,0,0,0,0,130000000000,0,0,0,-7005000,23577152604,23577152604,0,0,0,2950872966171,2096897800679,2044252116423,233002843898,141169732110,5672735267,26001673089,56277148134,11727098345,274218411636,0,0,0,0,52645684256,0,0,0,0,0,0,0,0,0,0,853975165492,853975165492,800000000000,0,0,0,0,0,0,15351757320,31445695393,0,0,0,2950872966171
2017,1,2397461968674,31439394122,14439394122,17000000000,1500887317330,1516490665935,-15603348605,502714717911,174289253671,153769004536,0,0,180403194842,-5746735138,13444856322,13444856322,0,73472287675,60769382563,0,9397454477,3305450635,0,0,0,0,0,615105181791,105377667847,88268634962,132737594063,-44468959101,0,0,0,17109032885,19058533380,-1949500495,0,0,0,0,170800000000,0,0,170807005000,-7005000,25110822040,25110822040,0,0,0,3012567150465,2151700830098,2105392426836,228397809081,173090781517,6128545846,23397012921,37547749207,11958098345,272928069248,2600000000,0,0,0,46308403262,0,0,0,0,0,0,0,0,0,0,861944320367,861944320367,800000000000,0,0,0,0,0,0,16155254997,38599981415,0,0,0,3013645150465
2017,2,2519608687930,28072588974,15072588974,13000000000,1600900517330,1616398265935,-15497748605,519618999561,209679761426,153178316540,0,0,162507656733,-5746735138,13863777043,13863777043,0,77221641635,62669364763,0,9946944151,4605332721,0,0,0,0,0,762141775962,108475996846,91372258407,138406918364,-47034659957,0,0,0,17103738439,19058533380,-1954794941,0,0,0,0,298828400000,0,0,298835405000,-7005000,19353225806,19353225806,0,0,0,3281750463892,2376602725438,2334334016673,247243351581,160711824483,6851274269,32966452492,36236891454,14515372024,433656838017,0,0,0,0,42268708765,0,0,0,0,0,0,0,0,0,0,905147738454,905147738454,800000000000,0,0,0,0,0,0,18308557764,79623245936,0,0,0,3281750463892
2017,3,2337507383650,21964193833,13964193833,8000000000,1400331047330,274374395935,-15843348605,503392164372,177220891822,141742120176,0,0,190175887512,-5746735138,12444929381,12444929381,0,78887527500,65361827900,0,9552060684,3973638916,0,0,0,0,0,1067332758202,433014092001,88863514524,138484600182,-49621085658,0,0,0,17097232883,19058533380,-1961300497,327053344594,0,0,0,598828400000,0,0,598835405000,-7005000,23055025911,23055025911,0,0,0,3404840141852,2493715589653,2451507302037,256486480905,176763475943,7004714059,30020843011,41112957535,11953068333,430897001166,0,0,0,0,42208287616,0,0,0,0,0,0,0,0,0,0,911124552199,911124552199,800000000000,0,0,0,0,0,0,18608134300,85288235827,0,0,0,3404840141852
